,UKF248,UKF259,UKF260,UKF266,UKF269,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.05884781715521599,0.03767054517033067,0.022979032903812743,0.04061330829930583,0.1063421284814559,0.017790253588443272,0.06393647313182131,-0.002122852386977148,0.02190928073436736,0.008075267169865853,0.011862277522083147,0.11431034388682226,0.05251845552474836
HALLMARK_ALLOGRAFT_REJECTION,0.01625698756561414,0.003207129700163404,0.011111165624555946,-0.009113244530518079,0.12540894147631212,0.003163572012903171,0.00832322900576143,0.021404716250100757,-0.019532087510230514,0.024950427034081443,-0.12131320447859353,0.10901524244773052,-0.051777740606148794
HALLMARK_ANDROGEN_RESPONSE,0.07855947256426635,0.01998415334010028,0.042215127104377616,0.06588881476172882,0.11461044139687933,0.04787174908164487,0.012955544589094772,0.02629633191417806,0.033672801097929576,0.04273646992606109,-0.03089067603446799,0.036765827685019924,0.057964384416147874
HALLMARK_ANGIOGENESIS,0.09944589842573469,0.004092470479163701,0.00567891181487494,0.07083361109147106,0.14737773064600407,0.03976976187393709,0.0007276252562563225,-0.0644105394952911,0.009702056909519755,-0.06423179086443195,-0.0809990053368506,-0.059549365944404235,-0.2075600328876303
HALLMARK_APICAL_JUNCTION,0.03178748773162164,0.039613356149679146,0.05844623269403246,0.09361477198353856,0.14646149678489842,0.09929398854489441,0.013419438740941007,7.939789652301242e-05,0.08960956647805952,0.022628611403169553,0.06257262506907589,0.08003966295061667,0.0659434840426261
HALLMARK_APICAL_SURFACE,0.008420920806102615,-0.010822551083451717,0.010937459961522074,0.009649823545784909,-0.08000150996765432,0.07650311498500553,0.05903228960687671,-0.1381366159066674,0.1039771432519587,-0.0032639810739314517,0.07021967102237478,0.05729936525371378,0.03876489063080436
HALLMARK_APOPTOSIS,0.08105524042857563,0.03089625574989792,0.0371433795771378,-0.032145245823494,0.04103615877391801,-0.06139853087931289,0.058830332363229855,0.011563393317258109,0.028406164805915166,0.019169006342941993,-0.06620907046393232,0.10535107814498665,0.04405079627884621
HALLMARK_BILE_ACID_METABOLISM,-0.008624898278584862,-0.0159920691812397,-0.006488220481895233,0.04351762033407734,0.12422413399754911,0.05937196162552571,-0.01667517302017573,-0.047390977699204515,0.03067545235352675,-0.012027429735894685,-0.0037322154973217047,0.0896592493746135,0.018922483218002384
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0009484183596332409,0.024102165323612087,0.02888267515888958,0.07948762249429127,0.05776241291712066,0.10117225290482973,0.033376574356010554,0.022656173260465422,0.027770817554430432,0.030051707410911427,0.03928304723817058,0.08448062798262353,0.1214793132681312
HALLMARK_COAGULATION,0.07560499296512424,-0.007771869662491923,0.035199341909815475,-0.0061963023672823685,0.10846757974701388,0.02608039894300338,0.013037857274901586,-0.04458641985182161,0.023496899363989198,0.027187022932895103,-0.11530953545940645,0.07884023038903422,-0.08542286490387374
HALLMARK_COMPLEMENT,0.1119785751564988,-0.003288453303793821,0.03395652387595876,-0.026404543052964077,0.12848004190011647,-0.0009249946528902523,0.06592024820617362,0.0036953099901274565,0.007937328517812777,0.042466556253030335,0.010075124942893464,0.10809760942324541,0.10321021640293791
