,MGH258,UKF248,UKF255,UKF259,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk
HALLMARK_ADIPOGENESIS,0.05469124368479837,0.009654607556011807,0.14369743986751884,-0.011135445766823666,0.039037655277948655,0.0005612432903885109,0.025279872463873424,0.011852579246630192,0.06274367517970918,0.06522127346970368,0.04746273363840834,0.057689473210252404
HALLMARK_ALLOGRAFT_REJECTION,-0.031078750795087068,-0.06259242660211806,-0.05923611532961143,-0.024650378311040833,-0.0361271669192315,0.01243764445279686,-0.007939489125019484,-0.01918751428054816,-0.0025043460987049094,-0.009238749294351872,0.02774097967627573,0.015070905216156161
HALLMARK_ANDROGEN_RESPONSE,0.08375005424374642,0.01209887222863941,0.09033238920103093,0.026024857214760517,-0.054100824789578936,-0.003944335189098739,-0.06822909314243156,-0.03570541635578791,-0.03433315065261687,0.07766207276964128,0.014519110710422563,0.02779024969396148
HALLMARK_ANGIOGENESIS,-0.11277048213563869,-0.08529020688938008,-0.009886250068766523,-0.007945549436178045,-0.05876700589602718,-0.011165932495379461,-0.03482541437291591,-0.04117008314852337,-0.11135914869077192,0.0006376659050537394,-0.007343695427105966,-0.017028135970587555
HALLMARK_APICAL_JUNCTION,0.09053798873784762,0.05767214363406946,0.16719120142043878,0.011497140518937818,-0.04707013581545555,-0.021952332470770858,-0.03567201945890389,0.05150661510300312,-0.03083860803150009,0.014708432912532547,0.007874469224063728,0.059137564485710226
HALLMARK_APICAL_SURFACE,0.10668932405978811,0.06672227396646611,0.18585217867152476,-0.04676053939258812,0.05440104679077993,0.002234685926900284,-0.053548640760726435,0.011853759450910252,-0.043626407077840046,0.04210654508140007,0.054000461537836594,-0.03178265549176588
HALLMARK_APOPTOSIS,0.010899425043520188,0.00758309094034789,0.07792874941770643,-0.005637161689188949,0.0054596322878132,0.02784096329356168,0.03025162950030165,-0.0528939921460988,0.08258565207439819,-0.0014964002456348182,0.013989831398236327,0.07378647294478503
HALLMARK_BILE_ACID_METABOLISM,0.018122283902269602,0.011744179746547848,0.1429158593036713,0.032720688807952925,-0.03646851194095499,-0.016699868281624723,-0.01478433885616192,0.03595303045628114,-0.0006219899532283478,-0.05350467564151016,-0.010515716184367419,0.03901902540306511
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.096417627365037,0.020869907028561535,0.16787855988666078,-0.05869740093667219,-0.1078944374412698,0.038729375722627836,-0.01958253582008917,0.015405718383282202,-0.06972390362538128,0.04257042798735664,0.08437282920898524,0.0056175202938809395
HALLMARK_COAGULATION,-0.02912564026348359,-0.0066736410798683065,0.1165035899492929,0.0231227595736246,-0.08238415099831262,0.025088822339224118,-0.033144569964538614,0.01069346391669069,-0.011594804307497679,0.02251506441060982,0.09106742587623422,0.08609993035348736
HALLMARK_COMPLEMENT,-0.048659382902966244,-0.03952507824735153,0.14090199732626327,-0.03862105929621482,0.06754594542574283,-0.01993196365635283,-0.10756082707275734,-0.016530530425639497,0.08338604263829177,-0.011899566820509343,-0.0054701038926238425,0.08486599786410763
HALLMARK_DNA_REPAIR,0.07149092480169246,0.0772332161450715,0.11758452387516766,-0.01118130938289323,-0.011495058069766802,0.007377499693012043,-0.06881725263198266,-0.005750426017337621,-8.959829550657316e-07,-0.002130185019795753,0.0234865638417936,0.07830483954506355
