,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
HALLMARK_ADIPOGENESIS,0.15719359096003505,0.10941698264509533,0.035687621104033326,0.17488146559252604,0.032568518489779465,0.1524854184230979,0.08234301789866164,0.14687347262217754,0.03295423753459053,0.008452124256916702,0.14228244310061328,0.03992815992565635,0.07068028022347486,0.20699690100895898,0.07579403399982514,0.09036287218293768,0.3969884647253842,0.4620854202117279,0.04783012054003766,0.12949103180011715,0.008402501827617601,0.14073131101812483
HALLMARK_ALLOGRAFT_REJECTION,-0.2060087836579297,-0.03547142655189396,-0.031256096354703555,0.12477618289864573,0.010219964077625052,0.05492299149766363,0.2851937167348931,0.25365318573020373,0.07110328228355059,-0.04321332081399099,-0.18321512133539575,0.08396775700301043,0.08129937882872941,0.1652957311524213,-0.039686582211146425,0.08638836447769169,0.22978851191043925,0.3865470668466882,0.016942313870677277,-0.00821936850774654,0.040807328172320495,0.03511959161449034
HALLMARK_ANDROGEN_RESPONSE,0.23977430177707107,0.08318215084709138,-0.02384896170682699,0.08219638106270465,-0.014373815161118669,0.07435836983004789,0.2727279243238412,0.19848373998001217,0.11919363945173088,0.0014039290133577404,-0.05901711402785717,0.043179980201510065,0.058011880232761326,0.08753795115608237,0.06067171978315133,0.07207849926255344,0.34943019086468313,0.4003133576214528,0.012475881658743746,0.04697346829131524,0.0414700497289734,0.157493550605249
HALLMARK_ANGIOGENESIS,-0.1624299328423486,-0.19671765886033207,0.012718110165419102,0.09644674616298445,-0.018230060641399898,-0.15248226465995252,0.3128295233721239,0.29707097783783915,-0.08363846067976013,-0.068878967971202,-0.2252313537590887,0.01640881037787906,-0.00651291708193716,-0.22245484400324114,-0.05283370243484522,-0.044238582731738925,-0.0948440033697648,-0.27541630249448446,0.025689653218859413,-0.1227875805438037,-0.0480865357762083,0.05091800552017079
HALLMARK_APICAL_JUNCTION,0.22669482639227706,0.07038455840240543,0.05015455462727053,0.18429745144889717,0.015790651270891912,0.04768897027380774,0.3329937558764811,0.2509417858850852,-0.0028536386559048946,-0.008839702191273073,0.03074362091184506,0.061537766573561636,0.0527791390594509,0.24238828964325995,-0.002140085026902929,0.13429300557534318,0.3235297869633665,0.4345125215382222,0.08913943662867659,0.18476482337271916,0.03466973803127298,0.14065466970496823
HALLMARK_APICAL_SURFACE,0.2590540745115666,0.20575134845241647,-0.004829336980054934,0.2116385992884285,0.037798807257514146,0.0850307615290521,-0.10452404374129569,-0.11143177885880118,0.07533487259595535,0.0740302843079464,0.1388452012112188,0.01856535005638396,0.12512878602143385,0.25827514747700564,0.08329351659389886,0.13989165242580898,0.31237621439555385,0.3774149112585803,0.10068283346791985,0.09642742769989716,0.058319988543211285,0.1688467556901116
HALLMARK_APOPTOSIS,0.06077766807373051,-0.08483774665497207,-0.027620433427902366,-0.09255012731434062,0.020425067645023973,-0.07397292819116923,-0.0854736386835248,0.01731574071320406,0.06399493283603427,-0.015449560194805695,-0.04870249479833287,0.0069702593667301666,0.0021267057099645884,-0.04978250091922574,0.011760803777673386,0.014464462603223613,-0.1928437938418481,-0.19057144129982206,-0.07257376635028648,-0.04743586038217158,0.006698999949168152,0.036188168904596474
HALLMARK_BILE_ACID_METABOLISM,0.24216421884183495,0.15903740465424876,0.04504143746310384,0.17816402575261303,-0.01802817655090168,0.07655158814984278,0.1843631756305825,0.2319362427273702,0.00484607637576312,-0.039917646694020426,-0.09053594509134391,0.0335984067917265,0.07454733021441845,0.2542136987088438,0.03604922913173273,0.12430515208308601,0.3344347018365454,0.4070860903949539,0.023459166979475803,0.054809180271382554,-0.023163404930318144,0.13463100095866315
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.20136294632387208,0.21061535862727468,-0.004451366819085727,0.12203585125652373,0.04791960902186646,0.11542643886960889,0.2811977289396826,0.11366251219840043,-0.047392225723777485,-0.018700793653792194,-0.17151024401788656,-0.01594242388501901,0.06334821789886957,0.12737030372873356,0.06978744311507389,0.10617713453932845,0.3869649285720724,0.49196400941674506,0.0007131121837625752,0.1391844477268086,0.061360120711481725,0.12551811984593433
HALLMARK_COAGULATION,-0.1990815340964409,-0.0052312106434049075,-0.02719983124269531,0.05184668719795615,0.041968314465208816,0.020745261519641237,0.22851368979137357,0.189620284947188,-0.015152520002731052,-0.053610007736338366,-0.22027232791289628,0.04958180942087231,0.021046350356438568,0.17455374717621785,-0.003545117323584713,0.09350125444763625,0.2000557143608977,0.2886737582072206,0.002590896875024531,-0.07090349389104061,-0.026350699320565683,0.14586514739820525
