,UKF243,UKF260,UKF275,ZH1007nec,ZH916T1
HALLMARK_ADIPOGENESIS,-0.003370911292691266,-0.04730460576512321,0.03961400626995068,0.08824602056272787,0.11570772077877065
HALLMARK_ALLOGRAFT_REJECTION,0.013926788829355784,0.025736569802687046,0.07354623047753697,0.06084014032644425,0.05744638042568764
HALLMARK_ANDROGEN_RESPONSE,0.026800210662696746,0.0372226074581217,0.07122113951010509,0.1276659568698158,0.09820318529033972
HALLMARK_ANGIOGENESIS,-0.036636044681042104,0.06452531592508923,-0.041885531856323016,0.03661493447583679,-0.07057118250568274
HALLMARK_APICAL_JUNCTION,0.036277971588564134,0.07993229074509559,0.037600170612818874,0.14964459306466874,0.0749630509408794
HALLMARK_APICAL_SURFACE,-0.02851929585857945,-0.05431439378368651,0.05381155660272133,0.14816011908370955,0.06882587220923843
HALLMARK_APOPTOSIS,0.045236499699623345,0.12068914272982498,0.06631186230692808,0.04043138538644998,0.023290979640455782
HALLMARK_BILE_ACID_METABOLISM,-0.028884465331223633,-0.06130758736542148,0.0286024789481787,0.10386480112038758,0.10855947995266971
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0024303743334345295,-0.016241882422931037,-0.010809837679048476,0.14315244574098088,0.06790847966618578
HALLMARK_COAGULATION,0.024759432072173137,0.12130358478751262,0.09515974621035779,0.08515821912174662,0.06342289120110108
HALLMARK_COMPLEMENT,-0.035749778002872296,0.08597030276946191,0.03288490891081669,0.1278305002541466,0.06452410281424739
HALLMARK_DNA_REPAIR,0.03168490058305918,0.05480672269002202,0.05021697854530064,0.14518788622664125,0.11352071199786853
HALLMARK_E2F_TARGETS,-0.024144850463459364,-0.022923890137503587,0.06638578542725557,0.08932824420123038,0.10792905420717792
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05733013151580513,0.10241038841971493,0.011016470763821697,0.049381828789650195,0.030213166051659412
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00511650729901556,0.004800101559116522,0.03191604504916434,0.014380375086117237,0.12429728544267826
HALLMARK_ESTROGEN_RESPONSE_LATE,0.022342806760320938,0.08353466888661495,0.04504592869340908,0.14578603577076943,0.08960713414166188
HALLMARK_FATTY_ACID_METABOLISM,-0.054126334300299964,0.06828323715140629,0.058555817546311006,0.08693773641254034,0.10194657182749739
HALLMARK_G2M_CHECKPOINT,0.0017304194531040657,-0.025458235027872072,0.082493661275667,0.05896088167382385,0.09242340429776759
HALLMARK_GLYCOLYSIS,-0.02712996703121531,0.03664490320987221,-0.04754984302770429,0.048778303962549306,0.08184997308546438
HALLMARK_HEDGEHOG_SIGNALING,0.024518313378944428,-0.02708612517475103,-0.004742713420256716,0.0667538474769038,0.05315131289031786
HALLMARK_HEME_METABOLISM,-0.012843925245883243,0.05711423329505078,0.01575582635043139,0.1669610671612045,0.11738790373941281
HALLMARK_HYPOXIA,0.028551685347500952,0.03888363439783869,0.03170628518016707,0.01113250966328241,0.0045961582118311615
HALLMARK_IL2_STAT5_SIGNALING,0.0025674070511666706,0.07606108034612005,0.015019299187106637,0.1380775813610935,0.08717537371661024
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0070143882526682065,0.08141698840130122,0.09023219832973355,0.06005086960995359,0.048545316422597816
HALLMARK_INFLAMMATORY_RESPONSE,0.05489433600198187,0.04668175042319711,-0.035266593022350926,0.09726514813724584,0.06360804795093336
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.053492214427241024,-0.0032417898978594445,0.09044113175271788,0.10708280386004077,0.12094592993019934
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06239975042022755,0.09829129118049951,0.10351329239579189,0.12028061669216518,0.06906984143693702
HALLMARK_KRAS_SIGNALING_DN,-0.06405904095957643,-0.0330864574708743,0.01863461075648316,0.13005108937553314,0.0859323175726903
HALLMARK_KRAS_SIGNALING_UP,-0.013664714659649824,0.07284060638330059,0.05447619565794398,0.06330500619625656,0.09116004570890915
HALLMARK_MITOTIC_SPINDLE,-0.012449073434676652,0.012638257317812126,0.0729558890458274,0.13074629264000165,0.11244927427525649
HALLMARK_MTORC1_SIGNALING,-0.028860070019474347,0.023736754161951337,-0.037053171259953534,0.025271594269292024,0.04039589214071034
HALLMARK_MYC_TARGETS_V1,0.04057959911081047,0.0660041582092612,0.06642084019492864,0.1115308505199456,0.10083449388007187
HALLMARK_MYC_TARGETS_V2,-0.042544422698692234,-0.013840670985129765,0.06195410515439224,0.029672756516601662,0.08917936435264585
HALLMARK_MYOGENESIS,-0.0025202881876103065,0.07798144893012149,0.07849283866605401,0.13148897757072894,0.09300286528652622
HALLMARK_NOTCH_SIGNALING,-0.0017285447428808057,-0.0035968084699762918,0.04259659534203264,0.061471736075735875,0.12273716891361874
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.017913103851390846,0.0025073491700546967,-0.010487120032264844,0.12397224158707913,0.10685717395655173
HALLMARK_P53_PATHWAY,0.028964960916424573,0.022304370944014454,0.08366343657511821,0.11413875864219793,0.08639352262470754
HALLMARK_PANCREAS_BETA_CELLS,-0.01098129228426316,0.05424625570470467,-0.003893462067573224,0.1270764675038103,0.11195370347357708
HALLMARK_PEROXISOME,-0.008749747309222917,0.03966264291415177,0.005559701640877648,0.148401708190649,0.06275801389252994
