,MGH258,UKF260,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.060966896548667264,0.06285225118611565,0.01792755617797633,-0.020722452336339393,0.021786942497552867,0.08798871831284219,0.011558457551996554,0.05594182434666945,0.015964058881811065,-0.02994306564921658,0.007964319751797759,0.15474342373588046,0.033862267239044855,0.04877006293267664
HALLMARK_ALLOGRAFT_REJECTION,0.08886173657299007,0.03376586564033585,-0.017187466204608624,-0.0062939589509849155,0.039763561815619373,-0.009763894295199466,-0.013824891420201319,0.026723776986588062,0.04142359554340664,-0.07159017262358494,-0.04664078574578525,0.1280902571077811,0.034794237875974535,0.022241468564022194
HALLMARK_ANDROGEN_RESPONSE,0.011747536479523828,0.06357407639629459,0.02699470246452019,-0.011391851047002095,-0.02054243723042879,0.04235822928768858,0.0096695678161414,0.042624383230643936,0.027885304416208904,-0.049824918491020914,-0.015846647814658908,0.19635635603873391,-0.008948145854300664,-0.018970597095273718
HALLMARK_ANGIOGENESIS,0.09885338996007165,-0.11692116574134145,0.03569211524485018,-0.041064674420426536,0.02588984651774936,0.009621741393293616,0.015234939535838835,-0.05264607616623974,-0.03330431247424836,0.012156168938882913,-0.021709662374962718,0.0016724577422788766,-0.014621135531073325,-0.010053446971924193
HALLMARK_APICAL_JUNCTION,-0.09305553298895462,0.04568465176329179,-0.023420013009332753,0.03414355108991552,0.02743715847809665,0.020805101976341462,0.04193040161561892,0.021726311138745128,0.009078850632670462,-0.02110509003252284,-0.01783281546669539,0.15904192527250222,-0.023480466205459686,0.04003243817136384
HALLMARK_APICAL_SURFACE,-0.09661425926980088,0.044719756351818615,-0.0194938278139041,-0.02383592639641287,0.029127632373627036,0.06613774578112333,-0.014861637472392022,0.11188811124376703,0.04735090973433086,0.04250371052533864,-0.002677244140126314,0.12455812050427309,-0.006053549816474036,0.012112555619259483
HALLMARK_APOPTOSIS,-0.011790974300128931,0.01652597188402838,-0.02826446875885186,-0.03494447170394858,0.039182669596316146,-0.02775183209329564,0.011537135867091378,-0.03887719557381455,0.02646277252677455,-0.03259940702275102,0.04505608553143736,0.04624047768903467,-0.04111861012805463,0.01601327428466433
HALLMARK_BILE_ACID_METABOLISM,-0.10756106068225267,-0.0036390470667225124,0.004692053099964916,0.010625161385085532,0.001529271029188942,0.08657831487594889,0.02071702864295627,0.07734739436094497,0.038569989611419296,-0.030309615680364752,0.003096054362965959,0.10331870607623533,0.006558743713672329,0.021714781928349795
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06823016085190392,0.02196718341846576,0.03982555390672228,-0.06850875690910785,0.03966519242695727,0.07313424477450889,0.11982875989020204,0.06780145992656102,0.009797634254220837,-0.005746959924688969,-0.02121367289279561,0.15046194625830972,0.00617515519669486,0.07272995755297232
HALLMARK_COAGULATION,0.06438478812874744,0.055925147203140485,0.04314090183471025,-0.05419624808167416,0.047996041725674544,0.13240044040810214,-0.015888240414948983,0.019539736429803865,0.047408428838959,-0.019687143566342543,-0.10165706084838132,0.10182980525250733,-0.029237751654411677,0.047048121657149486
HALLMARK_COMPLEMENT,0.05711792780628486,0.052067540670352006,0.030531084635064713,-0.02465653127859542,-0.01893541414328948,-0.0060514828278135525,0.02241333290423974,0.015758104633745506,0.05844910208069509,-0.05093952877578342,0.02315082076317745,0.1562381136821011,0.06660905308522061,0.04032341823196537
HALLMARK_DNA_REPAIR,-0.014095511780064103,0.10602426476158228,0.020301467793564957,0.021849426527692943,0.057575193413714816,0.07129384965610198,0.038329096663880936,0.060715192349640415,0.02196198626488669,0.009209469528873724,-0.0013884020480951513,0.1403207486124573,0.012501631280282633,-0.003877180045339061
