,UKF266,ZH1007nec
HALLMARK_ADIPOGENESIS,0.020149515690103467,0.06014259802408928
HALLMARK_ALLOGRAFT_REJECTION,0.04874896453257317,-0.136586079847894
HALLMARK_ANDROGEN_RESPONSE,0.07281394250042897,0.05058940694389028
HALLMARK_ANGIOGENESIS,0.1163206154096795,0.1627891170032775
HALLMARK_APICAL_JUNCTION,0.0895099454174507,0.06150152413555926
HALLMARK_APICAL_SURFACE,-0.04157393463407879,-0.005966772553939031
HALLMARK_APOPTOSIS,0.016143936888151467,0.10353241118486055
HALLMARK_BILE_ACID_METABOLISM,0.10273535358350584,-0.033732450363057935
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08865172729765149,0.14583330976857456
HALLMARK_COAGULATION,0.059138406624274935,-0.06542342923545869
HALLMARK_COMPLEMENT,0.019532493095841798,0.06748592541661087
HALLMARK_DNA_REPAIR,0.09922906967388329,0.03875523161804315
HALLMARK_E2F_TARGETS,0.09592517989282047,0.06232598617558775
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07623341498283984,0.024494002360423612
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04482326896788834,0.06560957994163157
HALLMARK_ESTROGEN_RESPONSE_LATE,0.057092620782282236,0.08406343963478377
HALLMARK_FATTY_ACID_METABOLISM,0.0002731055376598148,0.06623783316738
HALLMARK_G2M_CHECKPOINT,0.0800154661741553,0.015238055412716793
HALLMARK_GLYCOLYSIS,0.02318905660027018,0.15770146635858598
HALLMARK_HEDGEHOG_SIGNALING,-0.07490812850659843,0.12747213608238853
HALLMARK_HEME_METABOLISM,0.03439445868083888,0.02200740010258869
HALLMARK_HYPOXIA,0.025137316317555176,0.13329526154828503
HALLMARK_IL2_STAT5_SIGNALING,0.07541235675305114,0.15747733277534598
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0938538262916339,0.12644110429521258
HALLMARK_INFLAMMATORY_RESPONSE,-0.0017864660184511152,0.07228178277449412
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08703623269501559,-0.04438106675265883
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.02229117290000452,0.06875324703811549
HALLMARK_KRAS_SIGNALING_DN,0.013913022920928681,0.05522987193910262
HALLMARK_KRAS_SIGNALING_UP,-0.06897587396372702,0.1050001379066082
HALLMARK_MITOTIC_SPINDLE,0.09249690657753916,0.10700263152455756
HALLMARK_MTORC1_SIGNALING,0.06730707234245513,0.18762420819540454
HALLMARK_MYC_TARGETS_V1,0.08989143163665222,-0.011396528656314745
HALLMARK_MYC_TARGETS_V2,0.11712013824582,0.09523793285084003
HALLMARK_MYOGENESIS,-0.07190184614701321,0.05599809509509096
HALLMARK_NOTCH_SIGNALING,0.04244044862092801,0.002347281237795469
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.011198961190001919,6.363646032542316e-05
HALLMARK_P53_PATHWAY,0.05358304944211441,0.010916226956271908
HALLMARK_PANCREAS_BETA_CELLS,-0.053994814471895795,0.12188495436538044
HALLMARK_PEROXISOME,0.026760333880373084,0.07343106763053447
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.01226439637721727,0.07579703748210327
HALLMARK_PROTEIN_SECRETION,0.0023511679704607377,0.06044778049136712
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.06757962874818778,0.011646402344173102
HALLMARK_SPERMATOGENESIS,-0.0066670769770396324,0.0017459361550262343
HALLMARK_TGF_BETA_SIGNALING,0.08691255729070856,-0.024053002988188826
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.011010974045461955,0.12459445727707448
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09744983659151321,0.0975203446989292
HALLMARK_UV_RESPONSE_DN,-0.05327047265485783,0.00034452805576592116
HALLMARK_UV_RESPONSE_UP,0.010501887527267452,0.182313721787874
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08869219817346423,0.11628790921332531
HALLMARK_XENOBIOTIC_METABOLISM,0.012696719257484257,0.05335953969864759
