,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0676102721719164,0.04111422329664839,-0.14689660173341537,0.02193136360467927,-0.2545000747162953,0.056100412596315145,0.04753586821544632,0.039605760189445255,0.2064055667774638,0.32705811898590903,-0.04703184104737663,-0.05717812014623432,-0.06160430331716983,-0.035606427046653,0.19184470573053156,0.011870168267376953,-0.03622431255593423,0.21784691874081322,0.09966228849318667
HALLMARK_ALLOGRAFT_REJECTION,0.04554943126893411,0.13786800102490004,-0.13489665198501988,0.006197267712784179,-0.11094129697980201,0.07119506716467104,0.047997925504028656,-0.006572004016328668,0.22210246901405933,0.3797722648407756,-0.0319743061285539,0.02881042520708226,-0.11636720206046135,-0.09574439910648172,0.14971611264308693,0.17101603541069563,-0.06905286536116731,0.2830512575428646,0.07779961467391741
HALLMARK_ANDROGEN_RESPONSE,0.00413724684491881,0.050137485887892096,0.030944266632806743,-0.012837584038293472,0.07892081105125971,0.0597862546363937,0.04852461682086448,-0.05093156704679448,0.2404693837244746,0.3098867696713694,0.0007347611391260372,-0.07969879950931522,0.008470782313242506,0.04317150353354007,0.073211057318463,0.2015320563732516,0.07489188074549406,0.2691307166738973,0.1005494876769091
HALLMARK_ANGIOGENESIS,0.022051217155024967,0.11575454708370296,-0.20218159860654686,0.005999718113263365,0.25476938855470044,0.043149111805579045,0.01542170036242202,0.04700039114924789,-0.06753131776562904,0.29242688947384243,0.053607026021546156,0.04116484879199519,0.007465928943262114,0.05426314851305656,0.14652507932733347,0.10980858844605708,0.013148073607692498,-0.002575058662334438,0.0909466426935686
HALLMARK_APICAL_JUNCTION,0.0027003700336370048,0.109841300196776,-0.11525492603075645,0.020157756667457147,0.04134613399749806,0.08223652165081134,0.028916371561150907,0.0713268168093808,0.22742902527262007,0.22364503973816455,-0.0171935737452187,0.020007422294601406,0.024831501150218066,-0.013597464536090871,0.19340262825150029,0.20474797731519873,-0.054652267255154534,0.25274116503335325,0.18104655687732818
HALLMARK_APICAL_SURFACE,-0.053826783259953735,-0.007721835611410801,-0.09418533241758278,0.06372198785304087,-0.19572162420234715,-0.010721951269942156,-0.0034478509063738494,-0.020894491546734978,0.2102066859917443,-0.0035878401699285935,-0.07352357863018834,-0.06826420848547732,-0.010876053411455982,-0.03659356834785176,0.11689866303547378,-0.05207292806600995,-0.04185025311382176,0.22409582288048735,-0.04229129057494253
HALLMARK_APOPTOSIS,-0.008827450868643328,0.1683784487075934,0.14094301441300397,0.016599012025192476,0.30156523596142765,0.07258139778860989,0.016652437809451585,-0.00800786038187684,-0.0071665856420351955,0.2313265293660017,-0.02252293641788046,-0.005403199012770423,0.2641955447977906,0.13617188500725738,0.06993087334826024,0.02810879848730003,-0.015527729958061207,0.21385537171950367,0.1023642435458564
HALLMARK_BILE_ACID_METABOLISM,-0.04667278766891244,-0.0004637124090033955,-0.1635252209657679,-0.003871479934101028,-0.3049474115610412,-0.008657497693287624,0.039964276551511795,0.08892037202860982,0.04365482880856101,0.12136857679129495,0.03048548021960168,-0.059424633628855375,-0.05924864702524005,-0.07560318073275883,0.037335250725811564,0.026688541455681544,-0.010781830967541803,0.1463898581330839,0.1294341371164916
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.018982030191559324,-0.15546587414008933,-0.10051473844175485,-0.02308917026894963,-0.18503186998468085,0.02661480270320315,0.01767064901163377,0.06522009075039455,0.21580279538747973,0.235689041732062,0.008877167539206256,-0.03771329214114171,0.029356106223408684,0.020482049805635373,0.06182560799889019,0.03232778158340781,0.04960879538056036,0.10826383841737448,0.10598124259039107
HALLMARK_COAGULATION,-0.026429277876138735,0.2016887497206042,-0.08559053218605565,0.026366365621963456,0.06213024747666516,0.06911633825932137,0.05699058563403371,0.035432834666682796,0.1920578644169519,0.23353602328093723,-0.07993284798462563,-0.004701452203409864,0.004484156358157419,-0.009168013381155082,0.14862061868443516,0.021322609939185038,-0.014745623920655091,0.2708057085607145,0.1289483121289664
