,MGH258,UKF248,UKF251,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09500078691548251,0.13065581734147128,0.10731965186771171,0.03444250556692326,0.08084411085270568,-0.00988517925266479,0.13688943103030307,0.04185276652768172,0.03609762126161845,0.17746261981897926,0.27501231872343546,0.025408984772907314,0.08623628181176814
HALLMARK_ALLOGRAFT_REJECTION,-0.1106784149979734,0.017972348593980395,0.1089625940004139,0.09322651287776143,0.08444930130932776,-0.03291031072561462,0.120649073271081,-0.0024360580473225786,-0.00502863710306447,0.07002520708917132,0.2345984492782341,-0.00181769593443508,-0.035456507029170754
HALLMARK_ANDROGEN_RESPONSE,0.09434614400890143,0.05712682600764899,0.04265707553607083,0.07262172314598664,0.1009031827104279,-0.052333726418482975,0.17756469699741181,0.015076953414501,0.04125486369366768,0.17673097404805865,0.28885786884238696,0.010908268547818243,0.06914219325282621
HALLMARK_ANGIOGENESIS,-0.05675235553923193,-0.10722034695499166,0.018104540643394083,0.011220777101256069,0.04760897087231717,-0.0621339992700259,-0.027767486541452384,-0.08398394459995215,0.01800443990555689,-0.021986085761591927,-0.12626187232437652,0.02173632515504962,0.010066193230145827
HALLMARK_APICAL_JUNCTION,0.11747175491548935,0.0955465021932021,0.1574822316069974,0.08617939796197298,0.09414300791730372,0.024446644352323948,0.13944650339848888,-0.01894303176100168,-0.00625385152139703,0.16421791291826243,0.27382566441619344,0.13984993504620744,0.11938077822337129
HALLMARK_APICAL_SURFACE,0.1410606121897729,0.11973254768086075,-0.02043681340483495,-0.012303622727767928,-0.0074998782368054535,-0.002110510332453956,0.18827053571982602,-0.028425546906009954,0.09295227647401304,0.17037976227396648,0.2663413622559088,0.06828994716648151,0.10849755556752184
HALLMARK_APOPTOSIS,0.007217494251369784,-0.03688398675856258,0.013457156395551563,0.058874281741388396,0.06448584132383824,0.010667777370639484,0.009580364892768934,0.0810773918267127,0.012151548230647447,-0.08348362687606016,-0.0688523434490575,-0.08532812434501041,0.01665085437568612
HALLMARK_BILE_ACID_METABOLISM,0.08986075439206093,0.07089723779760737,-0.023189644783471696,0.05636386074580333,0.07666899278636895,-0.014372463814966806,0.14033081529840088,-0.01859733559450901,-0.002469104127476559,0.15646412782124197,0.2547658258207049,0.045033111248229674,0.05720639225441367
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05267258303218203,0.11661820062882007,0.060734515884495514,0.053561916131014145,0.07915724614944214,-0.051983067812832295,0.15256042559900695,-0.051634775432366393,0.04273057477864867,0.17295882662202264,0.2889087295146231,0.11351108823617631,0.04745829274358639
HALLMARK_COAGULATION,-0.11603730389615238,0.04014744875992265,0.06717384696093227,0.09297434801200033,0.09924747550940584,-0.10291477986006699,0.1257163776810595,-0.01698194009153064,0.025345915302041704,0.08833670669549709,0.20537261333039436,-0.14443836772486546,0.05914809407658474
HALLMARK_COMPLEMENT,-0.11389767895932638,0.06661344614385115,0.03954110859639557,0.046113770130072486,0.06994467656767978,-0.0391747286887558,0.1556583148089343,0.08809197678806144,0.0084538050508771,0.1348760470067491,0.2064386448217652,0.04689735858818032,0.025756190961478336
HALLMARK_DNA_REPAIR,0.11462479767883144,0.14289785292103427,0.12275460311575392,0.08589360125757267,0.1154355830334069,-0.036535004525305934,0.14118263577803905,-0.04594680519317805,0.01735320410687576,0.20382296628736277,0.3214796606564476,0.19712463321008092,0.0656466917503684
