,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04078176560614337,0.2110168479642421,0.1933748707023469,0.1492028782304152,0.04277040471648823,0.15450373650381571,0.13815451264432208
HALLMARK_ALLOGRAFT_REJECTION,0.00017197654977619493,0.06739025729409835,0.12819801137864364,0.12952344169864344,0.11257861017018492,0.10128660098729741,0.04439134778207277
HALLMARK_ANDROGEN_RESPONSE,-0.0047248635151716225,0.21577559115598635,0.18133997335030747,-0.05210147852981107,0.07921243159868832,0.10740208024663572,0.030330306364258798
HALLMARK_ANGIOGENESIS,0.09786929116989125,0.0832342583945555,-0.0428072334434627,0.141126700283324,0.10276051063386074,-0.09709198375804755,-0.032666820657259676
HALLMARK_APICAL_JUNCTION,0.025485196421249703,0.24721708885032737,0.17797738923291842,0.15199007435144932,0.0673572210419823,0.0734314323601994,0.11289645700234131
HALLMARK_APICAL_SURFACE,-0.08279396544912467,0.17065764339774228,0.18324734792884498,0.11689498905095502,0.06029765529940791,0.08686495332681249,0.06743577675487651
HALLMARK_APOPTOSIS,0.039756029635643175,0.044244800901496545,0.04638382138271529,0.055285753972555404,0.03301730850525579,0.0870429596289569,0.004961150983662863
HALLMARK_BILE_ACID_METABOLISM,0.028344662737774307,0.17332378949894,0.12742895663735979,-0.01900597461954357,0.035648629677304866,0.12640696092206916,0.16847223662854496
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.017364657268226197,0.22071798125902461,0.18061549345078726,0.019765475113069534,-0.0055118694699186,0.1458261729549363,0.1500401120809427
HALLMARK_COAGULATION,0.05107016529313612,0.19946110580278986,0.23430081981715117,0.16445899548789097,0.11550942681094775,0.07222487258115605,0.02880262234865363
HALLMARK_COMPLEMENT,0.004530937189078892,0.1924011957361303,0.14734129282051528,0.1742794602767823,0.10092577654274675,0.13782268659647634,0.07003738748857041
HALLMARK_DNA_REPAIR,-0.0004947811974375297,0.22059705752143743,0.17957360413069945,0.10979758625688116,0.03847036963749523,0.1229150928984893,0.15035614254871324
HALLMARK_E2F_TARGETS,-0.043162148077582715,0.121198494485815,0.11223054660554653,0.12140059897201266,0.0007631548812214973,0.11609844916466666,0.16359723076154997
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.026587552497919213,0.11349565796926654,0.07513411989793153,0.18060976268652568,0.09088773937718467,0.01083432782410374,0.01823695228752072
