,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.04942757383603888,0.061327202102591356,0.022183972111033345,0.07788258786227024,0.03831492467159903,0.08081292241944486,-0.018914800642111332,-0.00677750222158122,0.020240540922370674,0.04524706878611611,0.09417234635382059,0.12219505623243875,0.010090638329386527,-0.021181580448925336,0.03723041193547563,-0.008610644752521726
HALLMARK_ALLOGRAFT_REJECTION,0.06179118249368081,0.02647494128602621,0.026673505158393097,0.09123934140223837,0.023404808052045808,0.06662189164530034,-0.022687259434547316,0.027113745885483865,0.05716315216156411,-0.03412237320642643,0.0718129960091777,0.05980018888945005,-0.026425948139870547,-0.026791833998973773,-0.02543743254345529,-0.0013293320848051578
HALLMARK_ANDROGEN_RESPONSE,0.02690528370614312,0.01045777901110925,0.028177690559921715,0.03528746293330868,0.008219871382730948,0.044684223872523035,0.011390676908456372,0.006529993930165498,0.07178383488877074,0.027399863631837777,0.05472518948817609,0.09917236419972869,-0.01925321962729485,0.011522540496439826,-0.001357432643442274,-0.08407722556281039
HALLMARK_ANGIOGENESIS,0.047372161218927684,-0.037210960578552325,-0.10737666892807059,0.09833320834400494,0.013492346086487177,-0.08146898110866191,0.017931010356179205,0.022329030985960643,0.08074009138532257,-0.1036111122168407,-0.027850048984185742,-0.02808861456191586,0.010709543543506329,-0.05818087910855162,0.07413689623198647,0.006907735601690801
HALLMARK_APICAL_JUNCTION,-0.017581703073238763,0.10153015236797643,0.03416767705120261,0.11215587777130022,-0.006676326305107275,0.05311712023703696,-0.05985947477969179,0.00109645542979373,0.1104741106751741,-0.002227906966205926,0.07707955852656057,0.10696554591408951,0.006569405988652494,0.0009549998918843538,0.0074023443178096796,0.008801621257447885
HALLMARK_APICAL_SURFACE,-0.046252732083273296,0.044803029538631856,0.07462313863897332,-0.08773896419942646,-0.01783427917623081,-0.0018380650350207004,0.016694842194959206,-0.016619656991275045,0.03596498187851334,0.06672848172899712,0.08704685399993953,0.14138654969747597,-0.006664946851199234,0.035303248254068054,0.016352405866699112,0.06654440578990865
HALLMARK_APOPTOSIS,-0.021912075058888297,0.045859305508778876,0.053867985730248744,0.017698567887661512,0.03163342941982886,-0.016164887421679854,0.04850712613592815,-0.03724021438178009,-0.08007061537029848,0.04163148832778194,0.005969440314410776,-0.05718824675658171,0.00323393196282303,-0.014813742385040206,0.019124819256663702,-0.03536046778281711
HALLMARK_BILE_ACID_METABOLISM,0.0007922340414063358,0.05294143853567189,0.04282316046866197,0.0037146173845749504,-0.03260847667152385,-0.041126448709131215,-0.03171257446157392,0.0058323713226161355,0.05742022791052723,-0.038377043278375926,0.12047086761334588,0.09026380213458718,-0.02764490691813869,0.026405458387360383,0.06226056935755975,0.020765560163885814
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024079588092931207,0.09077683528447214,0.007960294919457184,0.0916996080040011,0.02378302913807489,0.02482491412116603,-0.04310943888323611,-0.024859860332712685,0.13132701973891522,0.06575370884008101,0.09341691747522674,0.13401965937302693,0.020116367700545153,-0.029504180444557743,0.0626186254580492,0.05688063567162392
HALLMARK_COAGULATION,0.02955669190197595,0.11830461474873004,0.023259324719282194,0.03976741372744989,0.009415885578512282,-0.022657176112548954,-0.0689859282425145,0.01648221274303691,0.06344362688542393,0.026493244857198166,0.07496525649203953,0.07813259084482334,0.030811152279829886,-0.02948546980831306,0.07212114501914549,-0.012987224972318866
