,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1634204175489284,0.037666748352784024,0.03464079054095113,0.03423884429802446,0.10000248279420736,0.015626397875667688,0.1437572327402944,0.020202903291452735,0.02186727201540776,0.05324635246113698,0.25937791863130727,0.04158170194255509,-0.03673686860844835,-0.03380500838876296,0.18468164274285354,0.11636435702520244,0.09106243322717478,0.06239423222527039,0.1722830156848936,-0.02028335709349769
HALLMARK_ALLOGRAFT_REJECTION,0.08534604403069991,0.07252650740401166,0.00885485910338638,0.04893207021208193,0.11870140802727605,0.09067804065165332,0.13805504232713728,0.06306646217397634,0.031139029467223533,0.0635790899181294,0.18684608516641432,0.0042343570511211214,0.054315110034320296,-0.07529206927740506,0.1581254322220088,0.17709511347776238,0.04493694942507673,0.0010081511702853569,0.24815127157308778,0.12531422045711715
HALLMARK_ANDROGEN_RESPONSE,0.08913185978700584,0.0568195751495662,-0.05129218963476845,-0.023373809726075223,0.021183790609108362,0.051470321297751316,0.13240589955374227,0.10298091425110942,0.05865756091029737,0.03208601747280187,0.170446226819241,-0.017924912420232003,0.00726796450676123,0.028526148200657533,0.1469746770881102,0.15139424158465117,0.07875555333080028,0.07186607615117489,0.2600546106451809,0.002722788213952873
HALLMARK_ANGIOGENESIS,-0.10647272077656438,-0.03931949936443244,-0.03851045266278635,-0.03199712007938559,-0.020637274226027826,0.03400475670734396,0.11476563338295061,-0.05975300501228277,0.01638048890971462,0.05187013141860735,-0.18091776627468317,-0.09150860917099173,-0.023267071504461022,0.007673708461290863,0.029882269343587307,-0.0550411609479609,0.06724072444175001,0.0020151777633853596,0.1261498865330868,-0.13686328126027775
HALLMARK_APICAL_JUNCTION,0.11673963269855354,0.09563795522029388,0.0031184250856808237,0.025199159881872792,0.11611778771063376,0.02657282614560623,0.13848979212173587,-0.053281430330051366,0.0742840637280299,0.06754802766181449,0.23784016368691796,-0.010230258879845721,0.05416227923492367,-0.006465049741564271,0.14937602211743298,0.13945552763482272,0.05454873738562535,0.07464910910119447,0.334279657170674,0.011813591223859447
HALLMARK_APICAL_SURFACE,0.1791709532422267,0.08866192678090978,-0.02085355054506514,0.01939201158936173,0.03225349648417012,-0.015922521336554276,-0.05661503860131879,0.04031683804314861,0.006449037432645064,0.07028189226631501,0.15810563191529553,-0.015131376867648393,-0.03984621848643933,-0.008213180424983374,0.18379691574855006,0.08321008263000433,-0.025517395834597337,0.0021440667097535906,0.3040478088240577,-0.029761465068147856
HALLMARK_APOPTOSIS,0.03286289884940944,0.028514681621695303,0.04002099578599357,0.015009192286114808,0.00942858260199237,0.043429889109317645,0.06268603980006546,0.0007047659100659649,0.06436423619005271,0.06882933112408388,0.09397535470959067,0.07513318231779464,-0.01793213306933217,0.0420056566972831,0.04427002082784734,-0.003573397614460094,0.02394762414633333,0.0868710649143337,0.09313460283620029,0.03033614727310341
HALLMARK_BILE_ACID_METABOLISM,0.08120643205841571,0.03180135108248129,-0.007200410287829065,0.04203546834623209,0.0753018702607124,0.04546265521185901,0.09298145121701436,-0.025956136548857745,0.04970875521390653,0.030880846898925132,0.09320851766391591,-0.014203747221063025,-0.05363905050333715,0.04710802023543462,0.12392975270690132,0.060027116429055796,0.06838850213781783,0.00874893530340729,0.04494560467491475,-0.006836100263907925
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09171040408330206,-0.045207954067444135,-0.05578673389732325,-0.04486524489853083,0.04718066745279896,0.022903774976719096,0.11159697941619517,-0.041638922945205104,0.002044669112369876,0.01916607908235143,0.2693266720682796,-0.07643742007351985,-0.07921546990399816,-0.059279416009668226,0.19448138248781957,0.10895612303128888,0.062323337880670154,-0.02051581023365669,-0.017386228660109318,-0.025720951842273704
HALLMARK_COAGULATION,0.04034610050594031,0.09986728088582197,0.0035674718606361405,0.02570419560277739,0.05843696352487035,0.07749332159903859,0.13977149238088138,0.001327107063915417,0.06383174646628693,0.10266203385802045,0.018457816764387524,0.01764879753928435,-0.007334064647659418,-0.02824907344738163,0.19536117218483443,0.1455237550097557,0.06065492687976629,0.07551973739226482,0.31293608718567745,-0.025568307459375637
