,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.01672829141067221,0.0296450424436773,0.02924631704464781,0.062084623892358234,0.15503652221301592,0.07543582698538906,0.22232390331135632,0.15042266366473883,0.09610646691491952,0.008597365268049271
HALLMARK_ALLOGRAFT_REJECTION,-0.06704996297554189,0.05184163263734615,0.013635109596709955,-0.15104190958006777,0.22145184188912584,-0.08936410707683284,0.15582125164196683,0.06339675356293714,0.0009768334182126215,-0.0238714075349705
HALLMARK_ANDROGEN_RESPONSE,-0.026318844002783937,-0.010015164797973661,0.03835907334651961,-0.12379338460769458,0.21404151536819915,-0.09150124631334998,0.19000301735005687,0.048349682909237024,0.049735094222637166,0.019507201122240546
HALLMARK_ANGIOGENESIS,-0.02101243371292731,-0.1143706718600564,-0.06299445672717416,-0.12512602954936947,-0.03357730963122203,-0.2196659372728336,0.1932550888066536,-0.05095021217985871,-0.06974047212339417,0.03330747183572135
HALLMARK_APICAL_JUNCTION,-0.020703229882903216,-0.0674919555495139,-0.010480950417286099,-0.0346610587037045,0.19903414681848455,-0.1268093676822066,0.2545205262669715,0.14789227208755898,0.046986377580340195,0.020525226987523383
HALLMARK_APICAL_SURFACE,0.07758685431423387,0.056990220667433505,0.006349175163926887,0.11788420180208922,0.21385661924438873,-0.033091714923785855,0.1794291966428969,0.16535404832931958,0.08728380248696209,0.01499492937444312
HALLMARK_APOPTOSIS,0.015595000862910827,-0.07404069849930213,-0.019182015436434937,-0.06247403896672769,-0.05001404665553433,0.10187116590492082,-0.04839668412504486,-0.0031725742880550456,0.041305132698447704,0.07250288135164323
HALLMARK_BILE_ACID_METABOLISM,0.011189980297470634,-0.08938130736131647,-0.030709129616460107,0.03451667194197833,0.030617147062389043,-0.08494758078254715,0.19941256243762667,0.09121793468750514,0.09556983021413415,-0.010404397188330443
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06362122695294975,-0.0939334140100635,-0.012723038364283453,-0.12832567895133754,0.17668017051919385,-0.15598532662099612,0.21878110619149518,0.09398393753825084,0.04612473193655726,0.031107110527779418
HALLMARK_COAGULATION,-0.08327298294009054,-0.03432861246221622,-0.051638019436631113,-0.1925252533776634,0.20579609026698528,-0.14124174855703317,0.07321789295420518,0.15687264385209043,0.012816923971329698,0.060628046813958725
HALLMARK_COMPLEMENT,0.052557383370106424,-0.07873141351699488,0.014381349300399646,-0.09249053738199645,0.13907916654178185,0.0785275128242906,0.16240375852690267,0.09788070374240584,0.08457028776696528,-0.010639125156010811
HALLMARK_DNA_REPAIR,0.003361306751661669,0.028376450877610086,-0.0004318984966234506,0.0672448136244207,0.2265293349259539,-0.06006593369600287,0.2666200417316771,0.12244234191786475,0.05104152390353326,0.05530449652786602
HALLMARK_E2F_TARGETS,-0.03853804199017784,-0.047327280998181266,-0.028648499994249225,0.16265634362757805,0.25115842853935877,-0.1201453529243899,0.2423035506550605,0.1038340775810086,0.009741627952268822,-0.0029393809752774245
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04956273215887937,-0.10422685221276913,-0.035553875868299875,-0.1300564625639533,0.008913578770293782,-0.20794519439427095,0.20036493402120578,0.09850946325546767,-0.047095903527770155,-0.008885493848376924
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0696259757691394,-0.01626225948812557,0.01998948160584252,0.1760050642973142,-0.06992564915104081,0.1837831390697483,0.04561646026737448,0.08317597660329197,0.10089393129968238,-0.021663951040732772
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019074477144119528,0.02122186096602149,0.012283721466614706,-0.05717326022730448,0.15117287056703452,-0.1354507736256896,0.08732907135479016,0.09549983827361155,0.03625649218979154,-0.09734979698138718
HALLMARK_FATTY_ACID_METABOLISM,-0.0023129486919299686,-0.01975150072542776,-0.014436275636814792,0.03628386183304203,-0.05075459255571951,0.13434959471954064,0.1625080038712324,0.0060684436079109835,0.05483289639284357,0.021363419221203828
HALLMARK_G2M_CHECKPOINT,-0.04684300238464613,-0.031842029699642525,-0.010704885663282013,0.01549087041936292,0.19290238089331616,-0.1937548793070225,0.15347584342480358,0.09637675618651387,0.03932833148340055,0.04937038678947746
HALLMARK_GLYCOLYSIS,0.04050612249670308,-0.022129398488314307,0.018166400846457157,0.16295227372332707,0.08847365029524017,0.02354048313698827,0.29433216031070364,0.07531193528478643,0.056714069408904284,-0.054949683865811
HALLMARK_HEDGEHOG_SIGNALING,0.12336565497905105,0.082448065438704,0.023670793988012497,0.2048993422010892,0.08062363257376645,0.19275813466739486,0.07743662819460509,0.07312206826009975,0.06785502469362353,0.04691358517684472
HALLMARK_HEME_METABOLISM,0.0038104527122162454,-0.00022710175997276845,-0.032743945678412226,0.09320131966063967,0.17028577647376358,-0.01582544150378962,0.17701125002726462,0.08326194297911106,0.10757392187393709,-0.060993849012682434
HALLMARK_HYPOXIA,-0.040694573199713785,-0.056529637409276856,0.013410366468274865,-0.05113532061386891,-0.12254771161622027,-0.15846622500843902,0.2706155888673765,-0.0827882852500752,-0.08147018066556203,0.018661006798752815
HALLMARK_IL2_STAT5_SIGNALING,-0.037199129215128475,-0.018970389780077552,0.02236576796361574,-0.047784096070889986,0.016966151113550026,0.014403223985900094,0.1258700344071504,0.11671493514156703,0.056020784891869055,0.05532751587287832
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08110876377946445,-0.104211192350373,0.00031537197029802845,-0.16958506974652895,0.09954161070104263,-0.18420972050176673,0.15492513354826248,0.013618368733780726,0.004868539503922062,0.0066978558632285745
HALLMARK_INFLAMMATORY_RESPONSE,0.07674563814857398,-0.11592442460662161,-0.03661999737316289,0.11802184972329426,-0.02480349234007105,0.018243779598482935,0.09681869662226805,-0.022305145167820273,0.03574667094076083,0.07302213695923797
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.076807648859336,0.060680197840178675,-0.028078013157138534,-0.11408238038311826,0.17828982453692538,-0.12785027399120197,0.1428211225716118,0.04028797609372765,0.1495980682260882,-0.04864811816347188
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.00583899748685761,-0.0572722532937033,-0.005168311629496675,-0.18276443092803873,0.05537093060382557,-0.211596452821934,0.20398998041740662,0.11594186882767647,-0.0676180633595523,0.026702413540624595
HALLMARK_KRAS_SIGNALING_DN,0.07984344965254421,-0.008868583428556374,0.04163661420792722,0.169641838858685,0.04441056168874328,0.022494419085116953,0.10836084964894792,0.1316375368177555,0.1347007741135981,0.012924175247746517
HALLMARK_KRAS_SIGNALING_UP,0.09080822090640193,0.08326761034374136,0.037783248973724606,0.15292802367874253,0.18104950815594803,0.19158720350541303,0.18038513412566462,0.012822569105894327,0.07429200835419522,0.07399692486592878
HALLMARK_MITOTIC_SPINDLE,-0.007483869294605503,-0.01645772405324437,0.03555146672515541,0.14849494593295495,0.21993862823562774,0.032361016768628875,0.13192278596930326,0.12686600575786955,0.12487308816209941,-0.007514122370837058
HALLMARK_MTORC1_SIGNALING,-0.01887168496151816,-0.056917582833672375,-0.012356549820359441,0.15017947582364255,0.03981433183483224,-0.16357069955017206,0.18120397994670973,-0.007535321458779653,-0.013506813753719631,-0.002981098536806072
HALLMARK_MYC_TARGETS_V1,-0.008591715123157132,0.04120541692440316,0.01974999836980387,0.12431250857906795,0.2554743086787709,-0.13737294247067933,0.2766085782474049,0.08895339370064656,0.025443692619488877,0.030262730011314666
HALLMARK_MYC_TARGETS_V2,-0.07820243466182628,0.020700085887578983,-0.000766946828088154,-0.0072468638537112355,0.0441690103228665,-0.0834561628792911,0.18932779431625382,-0.006600553126982578,0.005491319810289227,-0.08063460501380657
HALLMARK_MYOGENESIS,0.07878198999956938,0.07851587740928238,-0.02353365896566539,0.10425494137785721,0.1503469990023931,0.1778810183890463,0.0826585014095736,0.12301421617559141,0.12143049366219008,0.050795132206031914
HALLMARK_NOTCH_SIGNALING,-0.0434656639954066,0.05256303528334472,0.037868558651855774,0.10303728505914664,0.21914404656408507,-0.0480059452931339,0.28353807381996976,0.1557703231263487,0.05549490507199451,-0.06992252747238602
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07503960535385007,0.08883280967839599,0.023578370979942632,0.1657619630911982,0.2396496294916558,0.12591880917697598,0.23674698824431703,0.10231865200309259,0.08590737337767998,0.026224715452762348
HALLMARK_P53_PATHWAY,0.021712464036586027,0.003016057451394873,0.010789906708369379,0.00848677870261388,0.15466784878576242,-0.06258464002321468,0.25163557080599114,0.08562040180465275,0.005061599539171686,0.05060604282388577
HALLMARK_PANCREAS_BETA_CELLS,0.12084814471183868,0.0889182689443787,0.025805352830703003,0.14506759030400035,0.23410170241230335,0.11919015659078785,0.2391558151204467,0.15511769437602474,0.14647691967377047,-0.0118627513820755
