,MGH258,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.14860599381676995,-0.10124242992973397,0.03431469704885407,0.02989522492482011,-0.028394995265038855,-0.01590821616185045,-0.0051093788676889315,0.0009168050962704248
HALLMARK_ALLOGRAFT_REJECTION,0.12635361693490896,-0.049806206312127815,-0.06452346965033719,-0.00687193166134832,-0.03410402879179569,0.02154507816355736,0.06748866723160019,-0.04994628615955485
HALLMARK_ANDROGEN_RESPONSE,-0.16536136561941062,-0.011550106653172009,-0.04373618700938555,0.034299159508379834,0.026500027057471086,0.07206600297554537,0.025955542856399474,-0.13574686023675148
HALLMARK_ANGIOGENESIS,0.05576061589304416,0.035599480090386576,0.08801396918804444,0.02543799446770755,0.005635120518415809,0.05166284485098974,0.09832506784012805,-0.14453726276205045
HALLMARK_APICAL_JUNCTION,-0.22900986346767924,-0.10847745093853689,0.022751975409474857,0.06258392248073577,-0.03222243683383234,0.031196660315682512,0.028898127492088255,-0.019208315566389696
HALLMARK_APICAL_SURFACE,-0.1475750486263192,-0.15768795819228945,0.05040226421900949,0.052702512186161454,-0.013580507722899714,-0.01968993788965406,0.04211485164085801,-0.14212545600199766
HALLMARK_APOPTOSIS,-0.07145069673506786,-0.0024428930845881314,0.07978519216592823,-0.015365728303321276,-0.030265488744275124,0.066002645037874,-0.011630549927046359,0.061310051421606414
HALLMARK_BILE_ACID_METABOLISM,-0.2106726114612781,-0.14630503119271582,-0.0024002940180004114,0.07656260451805613,-0.012514468636257782,0.026981757233742014,-0.03727215024179488,-0.08462175985702332
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.11103392801074939,0.06611806312319003,-0.03351892247069038,0.0563406575768512,-0.03731358451802987,0.0025323288465096913,-0.07910666311615065,-0.023661849854619676
HALLMARK_COAGULATION,0.1941100786597242,-0.20473072874254047,0.0001636639965468667,-0.043876900166875815,-0.07359709421515362,-0.023143726147830054,0.0511001435149049,-0.1802890559959819
HALLMARK_COMPLEMENT,0.08322332897304147,0.01125672674886952,0.029920660642058797,-0.04245368540927761,-0.04044528892484174,0.0229554377773464,-0.026753019783388957,-0.022474559079357914
HALLMARK_DNA_REPAIR,-0.1943153334881476,-0.03527511078688048,0.0007381521862788262,0.007705987559808921,-0.00819040589419432,0.028349452491181544,-0.021544599773212054,0.014680963616030327
HALLMARK_E2F_TARGETS,-0.19648095318670822,-0.13689258145171307,0.012455143903633803,0.04524713399856805,-0.040665023044557026,-0.04440479003211957,-0.04755529273907513,0.05231779943591256
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.1808589102134803,-0.11426371753457155,0.010305872556404916,-0.055935269467561624,-0.02859665167597819,0.042463308742450134,0.060388406360388905,-0.07341256636783108
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.047293787378978165,-0.014691876557957492,0.01829082732249193,0.036387933173372695,-0.01654092988826777,0.022760811967869665,-0.002468667452394753,-0.02452470346857363
HALLMARK_ESTROGEN_RESPONSE_LATE,0.025951695785628386,-0.04950049965287895,0.08964731889776995,-0.042098575927000406,0.007047830204056054,-0.012555204782970616,-0.03161380437359717,-0.03743380441729895
HALLMARK_FATTY_ACID_METABOLISM,0.07668731151194043,0.0241934835532479,0.06807223458822359,-0.01100428039773997,0.014537760997743005,-0.018115680082404707,-0.02438838800311715,-0.06600689865730476
HALLMARK_G2M_CHECKPOINT,-0.19513043437128197,-0.05254356142072747,-0.019731949801030504,-0.008379925036282038,0.003188641382874298,0.05210784695239993,-0.05580775144124627,-0.04977511944081815
HALLMARK_GLYCOLYSIS,-0.21338898530764058,0.031178974030305638,0.008389169836866247,-0.011010613009204159,0.04520928976041809,-0.0006111357974770483,-0.04320972880915654,0.006126292893860063
HALLMARK_HEDGEHOG_SIGNALING,0.029863423535027314,0.09146671730727732,0.05286642734632023,0.004470850139703538,-0.013400791454760861,-0.031044973027969287,-0.03764873468736191,0.05726157707850434
