,UKF251,UKF269,UKF275,UKF296,UKF304,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0023913838816631543,0.09983081974208668,-0.045718935763642735,0.030926596445208003,-0.005500996967010659,0.07739010131085718,0.07331069272362115,0.014092893210617394,0.04614901281810467
HALLMARK_ALLOGRAFT_REJECTION,0.04743480483557656,0.1465383194022471,-0.007459863458997518,-0.027143608430614,0.02555163139025863,0.0007151404088346791,0.12882673224634036,0.0390561289200915,-0.0059254557733089295
HALLMARK_ANDROGEN_RESPONSE,0.018232447950822867,0.1254531247307383,-0.013209812919552796,0.0664554356033595,0.00625862128895683,0.039739307737254884,0.09256879973971592,-0.0011420402886749088,0.017945434159748218
HALLMARK_ANGIOGENESIS,0.015524833182071847,0.1817021121236607,0.05235360610513657,0.039953505351997994,0.006616612986484246,-0.04309484825821902,-0.0243102365168865,0.031054622000270492,-0.0738737799847102
HALLMARK_APICAL_JUNCTION,-0.00496765351590065,0.14409142463525443,0.024036514210011708,0.01003461111936913,0.05311750480522757,0.05517528614320139,0.06165007985493424,-0.028527075201180342,0.023001700715336398
HALLMARK_APICAL_SURFACE,-0.031754905169997856,-0.06774368707002221,0.048949395005041134,0.057499349250214535,-0.08009744851432267,0.08545993843371241,0.06440917115100091,0.03505442590624318,0.027282583087080883
HALLMARK_APOPTOSIS,0.001320666833179019,-0.018443204591128564,0.0666330706378483,-0.034336903394507484,0.10302875846793708,0.07762586860159322,0.008701079486359885,-0.003320663390888448,-0.009178135295713572
HALLMARK_BILE_ACID_METABOLISM,0.005227944208340642,0.1271249992001166,0.055078443954150784,-0.04607731998381787,-0.06107789155039951,-0.01763218458937276,0.0847027285040348,0.0076097800254075,0.08683669043313841
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03153708415518863,0.04408139791983737,0.045738478362314816,-0.020496284025507967,-0.04990682049608063,0.058518073125690635,0.1112029079897447,-0.004520263078512747,0.10454206307038391
HALLMARK_COAGULATION,0.023031373840735198,0.12368458713378865,0.060112203743283,-0.024416605767641545,0.014508000384273472,0.07520308847285712,0.060158476165495224,-0.03512802040699833,-0.009156634972710458
HALLMARK_COMPLEMENT,0.02535278246608893,0.1637388544074702,0.04859923329307084,0.03180719993424208,0.0017187425569399279,0.06232134739534205,0.11457001144505793,0.013594016962422363,0.05456575789818824
HALLMARK_DNA_REPAIR,-0.014915082022971284,0.13942717899063217,0.000657621070004182,0.01714898264468292,0.03453973024304494,0.0743135495372976,0.09102539195336774,-0.0073261601798616785,0.09373176532704257
HALLMARK_E2F_TARGETS,0.07843915994579935,0.15312054801566957,-0.023712230490171383,0.025499877504920877,0.0112397427328638,0.0366852987597376,0.06887461637545078,-0.0013760228127073601,0.09446240114391524
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02091493053266577,0.16015285891727102,0.047377876403740846,-0.023522809289571105,0.007496658241154751,0.07118940628470072,0.03654257762360871,0.02100884756955001,-0.03056146317333809
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0032352042579278264,0.09182079978154536,-0.03451190237500432,0.037710291545320566,-0.019781059342937713,0.06389943479709351,0.03604048603990033,-0.02281626983262009,0.03445600160790145
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0032245994072320687,-0.019368597128108577,0.032719064079473344,-0.03885945655700794,0.009211838845081569,0.06121217663625434,0.08878906991195169,0.07746691197194888,0.1053098341451035
HALLMARK_FATTY_ACID_METABOLISM,-0.002185905341974808,0.10991327999354536,0.06860210610517878,0.028441502822870918,-0.04721491305569894,0.06790063338988171,0.07102438461981707,-0.00315219046720839,0.0697119942737887
HALLMARK_G2M_CHECKPOINT,0.023912934916764834,0.1317331201560011,0.05381654452791982,-0.018683797652554027,-0.03617532586866481,0.03133543893955968,0.023650413281711507,0.00924552323256165,0.09522375018287331
HALLMARK_GLYCOLYSIS,-0.030170370798440472,0.14901017322385457,-0.02543036520380584,0.030899218905459293,0.046741504828720803,0.10711536527183159,0.06565600667642368,0.02017841343398498,0.10985608949210166
HALLMARK_HEDGEHOG_SIGNALING,-0.018555333970880696,-0.06650650545523053,-0.054449222147048275,0.0803996345487823,-0.004716365022975921,0.10861839830338892,0.017937214790804203,-0.0194648906291616,0.06281649846279357
HALLMARK_HEME_METABOLISM,-0.0015785066267915468,0.15074222199201473,-0.03143946494477907,0.012699015276028874,0.007987390512333008,0.07308928114943364,0.069172807768848,-0.005345716311504491,0.08434889351816952
HALLMARK_HYPOXIA,0.034023103105979086,0.018466866031222332,0.07314203784680175,0.05616010151732308,-0.005086939203874315,0.08109084303935915,-0.0133686417616961,0.05485199790124523,0.05118622677507759
HALLMARK_IL2_STAT5_SIGNALING,-0.003137785219106775,0.15729675900807435,-0.01069468476599241,0.029408102890440102,0.010301210518112253,0.06716875141516564,0.09633334205836769,0.01740053964541982,0.11039820020406589
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.029943118012716166,0.14887312384680695,0.08500029981277304,0.0033761123360492307,0.003245737164935019,0.07594468330614812,0.011153159071835485,0.00015726774315115614,0.058546318975631
HALLMARK_INFLAMMATORY_RESPONSE,-0.020602390657316356,0.051890894098483326,0.03387932323892284,0.008332084413369823,0.06904763420462211,0.04716943572316571,-0.021201668504279524,0.00165454037855924,-0.039191491213602665
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.008835192813492192,0.13384958322104012,-0.01585435513067884,0.000691416304585774,-0.0013285275204118915,-0.011068930504591222,0.0907518143977839,-0.010137362349508575,0.05493243768692261
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.02228399004897527,0.14116835797595587,0.012065830702845455,-0.04570012922643767,0.037103715769155006,0.0968575374038728,0.05773201655977851,0.04049386163719118,0.013585857067668666
HALLMARK_KRAS_SIGNALING_DN,0.031794575167044946,-0.0024559437402135627,-0.016150605755967672,0.03349814728736406,-0.025756994943145345,0.0805398738787918,0.0648598843579759,0.007565748254576159,0.09932894389592278
HALLMARK_KRAS_SIGNALING_UP,0.006055332041142031,0.0390841631054885,-0.033107686040516345,0.07456288084924233,-0.023732047784758202,0.05553443271349652,0.08587778714255295,-0.010145691484361433,0.011928328265060703
HALLMARK_MITOTIC_SPINDLE,0.0051336463996502915,0.14285730969322852,-0.023196272568623045,0.033715116290391776,-0.04059520456242949,0.05612220581536563,0.054451935658976366,-0.0029818732033778683,0.059517754444977575
HALLMARK_MTORC1_SIGNALING,0.018281443932126263,0.13404418077224364,0.03866655272149144,0.05419367467229678,-0.018233818655694952,0.054506708373638885,0.02982711403241542,0.03413781105459443,0.06174362959982659
HALLMARK_MYC_TARGETS_V1,0.029768842347800886,0.15824888080219487,-0.008933231131685952,0.040575513035097065,0.016374590975749927,0.07465471178476729,0.0929174622373408,0.012827553010069695,0.12070592904100581
HALLMARK_MYC_TARGETS_V2,-0.006838214064979058,0.07913438076912599,0.051716640806542855,-0.012214845799216808,0.04828287446137593,0.08548131996506927,0.01311894989958128,-0.018743016486353535,0.019560020268703054
HALLMARK_MYOGENESIS,-0.011086466978851984,-0.0463591611066724,0.018033323975702818,0.02863398547124729,-0.020448447521885137,0.04933101788320843,0.06113847819429366,-0.025173067146913482,-0.011343994688671425
HALLMARK_NOTCH_SIGNALING,0.013917506498811709,0.15548842103346044,-0.04512412906684313,0.016146261202964658,0.027008173343202237,0.1460377742355593,0.07466981950601036,0.026858472839130405,0.10068519519040275
