,MGH258,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.02749657485670264,-0.017864606247943067,-0.004232977862998398,0.19231251858469223,0.0009442931911681037,0.10919385125887646
HALLMARK_ALLOGRAFT_REJECTION,0.013593062161475704,-0.09493336007318687,0.007755015394844838,0.142698053982379,0.03239112994332757,0.05755308841572467
HALLMARK_ANDROGEN_RESPONSE,0.02568499443111516,0.03065159852899183,0.0449520555915645,0.062199654693241575,0.062285034060768095,0.02638964902567881
HALLMARK_ANGIOGENESIS,-0.032945022726665954,0.0638225570211292,-0.031541074181238624,0.016847951943385894,0.010749074499080148,-0.09894529644282794
HALLMARK_APICAL_JUNCTION,0.017332004572311578,-0.054321974647509354,0.017045647958805286,0.15530508265969858,-0.05639786046626766,0.09028144467523547
HALLMARK_APICAL_SURFACE,0.024904000190604788,-0.029412177124340123,-0.07298983753768552,0.11532529582939192,-0.016124674113532356,0.05373309390960504
HALLMARK_APOPTOSIS,-0.020549066751426287,-0.0858246154385771,-0.03546498708442156,0.05168710563957289,-0.015882018744538016,0.030365600655063826
HALLMARK_BILE_ACID_METABOLISM,0.06554071332861136,-0.011404812757786709,0.03016086112781956,0.13125749484186286,-0.02706133572885645,0.13667740796864386
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0016729915387785233,0.017048104442362294,0.06525470911154388,0.1410686387786931,-0.008462388228000895,0.11702353959093718
HALLMARK_COAGULATION,-0.03219142111986099,-0.08030534780859278,0.06161324722209131,0.17626521445359944,-0.0017947615781874068,0.02630640232676416
HALLMARK_COMPLEMENT,0.01259139773071302,0.060098164417001027,0.027610728264116285,0.15207162460274035,0.037088717557931715,0.08823817874373167
HALLMARK_DNA_REPAIR,0.02425897642338741,-0.03888361930607276,0.04352564925951789,0.19835674910362244,-0.0375798209266898,0.1481809559860829
HALLMARK_E2F_TARGETS,0.0028159968623924438,-0.020457233846078296,0.032164618497298875,0.12687654194267028,-0.037311968506592165,0.13579157370533348
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01976178338583049,-0.057915410834895084,0.05865674066274534,0.18923028605858797,-0.027093396703077532,0.0018441556058717947
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.024897733673485356,0.04575580491317109,0.007266960880341412,0.14304517197186187,-0.051765543888684123,0.09492520547533582
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.04265278672654329,-0.07261408161787054,0.06829230172650647,0.05759342527845944,0.036055553014377996,0.0581666405932727
HALLMARK_FATTY_ACID_METABOLISM,-0.04977616219928201,0.012187729771676554,0.03400828884507901,0.11528258583164004,0.014361144533344078,0.09661075066697711
HALLMARK_G2M_CHECKPOINT,0.01238782327329096,0.029674757406259702,-0.022282675050566463,0.11837451645133902,-0.009417011738242583,0.051543721228055527
HALLMARK_GLYCOLYSIS,0.01254476777321689,0.032040907615078974,0.02750103888190834,0.1719710438742728,-0.05776656270076756,0.11126847459827678
HALLMARK_HEDGEHOG_SIGNALING,0.01632867331787429,0.013745190355457428,-0.03926746574041474,0.13047224656351994,-0.06866540769619414,0.0810545692026098
HALLMARK_HEME_METABOLISM,0.03484542779537172,-0.000804730442278083,0.023372294986533784,0.150125310925119,-0.017775410638265488,0.12687855545955898
HALLMARK_HYPOXIA,0.044488465188610056,0.05581425282392984,-0.02471631635472948,0.16147321319237323,-0.00250263202620223,-0.003998087203549936
HALLMARK_IL2_STAT5_SIGNALING,0.0015515086611480032,-0.014402338847256274,0.01714653211045643,0.12306677175726669,0.044888409440622154,0.08331060246337935
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02604616696420732,-0.012328667576374117,0.019936053761743105,0.13009923312117508,0.02594550822714553,0.044786617835625354
HALLMARK_INFLAMMATORY_RESPONSE,-0.05261384832214064,-0.036562552205160186,0.03702629529114,0.11616603812719466,-0.029334583657703805,-0.02360564869726447
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07472812210683727,-0.10260935079632427,0.06010270581825702,0.09174183159977942,0.0014161783404052315,0.0967070612235232
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.050191299947200334,-0.019931466510934876,-0.05011567385900976,0.15201698862182908,0.029244059454266415,-0.007902797848474747
HALLMARK_KRAS_SIGNALING_DN,0.053804470132675856,0.014084208652431469,-0.020367708313440952,0.15543986997835937,-0.022809276921023434,0.1379575842453676
HALLMARK_KRAS_SIGNALING_UP,0.07677617980144569,0.03161481763594327,0.045814851968025594,0.12065933386301508,-0.04774834424731497,0.06899434023687435
