,UKF259,UKF275,UKF304,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.0019958364047817177,-0.009276797092364944,-0.0023382345148976326,0.10064531406881712,0.13735626868657663
HALLMARK_ALLOGRAFT_REJECTION,-0.02986276367580286,0.028562699556152586,-0.04022015690906414,-0.002201752537847009,0.05386186773951494
HALLMARK_ANDROGEN_RESPONSE,-0.03693477902364025,0.02262028029872168,-0.007369593819859516,0.006185520044936524,0.03373751936292938
HALLMARK_ANGIOGENESIS,0.012332834439994337,-0.01651292253314763,-0.0297269452698363,-0.014724537717848029,-0.03237091568506582
HALLMARK_APICAL_JUNCTION,-0.032306843702796996,-0.022283088552222403,0.0025738582306548004,0.042104036459972294,0.16039707792923474
HALLMARK_APICAL_SURFACE,0.034243660708230456,0.08462575096188277,0.01932538931011392,0.09514614360478131,0.1935502150215046
HALLMARK_APOPTOSIS,-0.02002716632229634,0.030610140417297566,0.015150232807879018,0.021396330767288415,0.055563084127498566
HALLMARK_BILE_ACID_METABOLISM,-0.03532579593016553,0.04887894848919939,-0.009775821880886989,0.1110566686410543,0.17354497749285167
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006112030457046804,-0.06281876103003638,0.014415189383502563,0.16619656860136237,0.134980529371924
HALLMARK_COAGULATION,-0.05323602663763688,0.02204925712395011,-0.043866037233971915,0.034768315027592714,0.12008839522042797
HALLMARK_COMPLEMENT,-0.024383429812841535,0.0052066646912776,0.0013436245427879102,0.02269022199714796,0.09342495701461136
HALLMARK_DNA_REPAIR,-0.02053714659695208,0.016623504209277128,0.012302261014182284,0.1024915434703811,0.17062147951015322
HALLMARK_E2F_TARGETS,0.010128741085839263,0.03746162966000611,0.05637010157577783,0.15245910971231036,0.12610832941962544
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02887826302471903,-0.0349399893146908,-0.03886895350406326,-0.01289778654238865,0.08782561073300646
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.027861958161272554,0.019940434437687355,0.06100556585055699,0.019859614019316456,0.13022030024107528
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00627601489869348,0.05992516840765837,-0.010864792101450037,0.11853205987697366,0.03866008734384107
HALLMARK_FATTY_ACID_METABOLISM,0.013604669962764392,0.0499686571122062,0.014365812982388357,0.03360465788738114,0.0932151941177219
HALLMARK_G2M_CHECKPOINT,-0.025792177201494144,-0.0005914626564799742,0.09347896105810014,0.1464563421517057,0.16040850340927204
HALLMARK_GLYCOLYSIS,-0.0003913665744726165,-0.04883072310557331,0.07186939067980266,0.0670529135075205,0.1384074784132046
HALLMARK_HEDGEHOG_SIGNALING,0.04919035065110944,0.014240260868434117,0.0750418917811222,0.07484887629643239,0.08240317144414402
HALLMARK_HEME_METABOLISM,-0.008358180751737642,0.02888326989960251,0.0782690115195811,0.06979087855169096,0.17183393973775107
HALLMARK_HYPOXIA,-0.004159623625807636,0.03594422945183518,0.011196828200023502,-0.045047888174463334,0.08889174264358517
HALLMARK_IL2_STAT5_SIGNALING,0.03222854823223056,-0.0012420763886966672,-0.006238238110623953,0.062972953296592,0.017584486892874115
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.024426592627001042,0.017395749240255127,-0.012254667428503561,0.034703948895690985,0.07825967346603435
HALLMARK_INFLAMMATORY_RESPONSE,-0.012090297954914002,-0.0005190459219429441,0.03283636884375871,0.12122110180651222,0.02975605427329023
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.005123448196405238,0.07147486257613778,-0.047959476304448086,0.07826063019625853,0.04313093800057044
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.05807093540686013,0.026209828247280888,-0.029915199200150264,0.04286323217931094,0.050288594752095135
HALLMARK_KRAS_SIGNALING_DN,-0.02653879660522751,-0.01371584405801435,0.057825713480484355,0.15158756528383568,0.16487840121418498
HALLMARK_KRAS_SIGNALING_UP,0.001098643107479083,0.02900482253926591,0.06915147716873656,0.05237271757698069,0.1035082884470206
HALLMARK_MITOTIC_SPINDLE,-0.04085056356365704,-0.0006589691392718333,0.036622924686199064,0.11801297425326089,0.16230905377472316
HALLMARK_MTORC1_SIGNALING,0.015741678743670495,-0.05520582059544024,0.06659177904450868,0.04491129787240273,0.06908956745294745
HALLMARK_MYC_TARGETS_V1,0.001169551444104092,0.022485353348842153,0.03157239821869357,0.14900183076845003,0.16803682087843028
HALLMARK_MYC_TARGETS_V2,0.027380344149890115,0.04220959353886592,-0.01038537785795146,0.10159487759141639,0.12406506108394588
HALLMARK_MYOGENESIS,-0.035349879400193636,0.028579257579209368,0.04687838461082014,0.06120404517108343,0.1306791858082802
HALLMARK_NOTCH_SIGNALING,-0.049956064042090687,0.03502591617371374,-0.021028027362916046,0.07311765034665889,0.13060211408314734
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.014848119485886747,0.02305880250600758,0.08566332578240454,0.08442413863210022,0.1820366005620875
HALLMARK_P53_PATHWAY,-0.03337696774926547,0.010968772962905157,0.03128404109828943,0.06809739545748462,0.10066610194295013
HALLMARK_PANCREAS_BETA_CELLS,0.026195131574369576,0.0012396492745172228,0.042344176666327726,0.04253886813681206,0.16186984153791142
HALLMARK_PEROXISOME,0.014541570298734501,-0.008362550319837701,0.022302911094380946,0.031471018461068125,0.07105873189094074
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.04277047604608673,-0.04551719728819211,0.0809363272112985,0.05072413755852951,0.11208674341618784
HALLMARK_PROTEIN_SECRETION,-0.019277524706650548,0.02247412264051731,0.08559099658086458,0.09986237736516874,0.18351505505638335
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.00171106726176772,0.03853747334374723,-0.05266866568732095,0.006259610119932528,-0.06093464200354005
HALLMARK_SPERMATOGENESIS,0.004511604673518356,0.007080512279937996,0.09266526892044857,0.13256692579311338,0.16692060305517095
HALLMARK_TGF_BETA_SIGNALING,0.018721099649769455,0.030807960691938908,-0.009009249175872806,0.1153434105498269,0.1466580474564053
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.021220270264291415,0.048321094771453695,0.005537504400319707,-0.021100061487052558,-0.028715492010078808
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.027588574359659442,0.012858240890268095,0.06327062527488889,0.08283679973419752,0.1472707005782053
HALLMARK_UV_RESPONSE_DN,0.010602468824005083,-0.026151503375018637,0.05923931921895145,0.005158377356995426,0.10790882912980977
HALLMARK_UV_RESPONSE_UP,0.011365279057977552,0.05848727104355002,0.08004652782067351,0.09254335805657513,0.13710604018364853
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.06255331814977629,-0.000887582470120798,0.09215464402715606,0.03937948165869629,0.07916769753828541
HALLMARK_XENOBIOTIC_METABOLISM,0.022203755447079403,0.005958069588451356,-0.00772012568027003,0.06975767151357339,0.15696882636574638
