,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12584538557665698,0.0686060431517087,0.04153346502825878,-0.032912190327496454,0.13822236640224372,-0.0009690060085512817,0.04109150226939704,0.04379530000974231,0.13783914587601595,0.02479003201303785,0.025827507056636625,0.14145986939107638,0.00046432872060916985,0.08319709455912595,0.0007741838244647772,0.10340848969327014,0.0658016895339626
HALLMARK_ALLOGRAFT_REJECTION,-0.01945867645906174,0.024630818534599364,-0.10468613593876135,0.012848406518394905,0.02568165208755865,0.049906874681529094,0.038400144750912774,-0.03627382575803926,0.14249169499509473,0.023372597541745622,0.035365794240843934,-0.14490829601116192,0.05658448109381796,0.026981710835500116,0.01211555376532355,0.05686326524142181,-0.03258891213931264
HALLMARK_ANDROGEN_RESPONSE,0.15468402548982924,0.05126817651954586,-0.018462668073473333,-0.013611162699402152,0.10436138665784965,0.02601877446882246,0.06984833844936632,-0.01190311085664874,0.2011667675696888,-0.009951536698131048,-0.014899901115062765,-0.028708524111006786,0.08443732436095194,0.10569038263326923,0.0747151105448586,0.1304966805384776,-0.0022485442683898597
HALLMARK_ANGIOGENESIS,0.05204680123142962,-0.0025768152131741538,-0.015153353648178122,0.044837684940927096,0.04702220823839971,-0.002111326712832987,-0.14405317851639796,-0.028739833579687027,0.14001506405671973,-0.08560222838334551,0.11071039421708653,-0.13737716324772384,0.12657131727643392,0.03845552345270953,0.055563767680719064,-0.046597920484979835,-0.04657188974729558
HALLMARK_APICAL_JUNCTION,0.14922799730011785,0.06368376378119106,0.048548802431667905,-0.06155226712160093,0.1383659356925785,0.02160286221633422,-0.04554290268952745,-0.009545244416509339,0.15130018388175823,-0.04567967283995569,0.04003504187078267,0.13019100443735218,0.10465391661701912,0.07267968543131784,0.04474801124468805,0.03498445761460577,0.03456297947489738
HALLMARK_APICAL_SURFACE,0.09283839541384996,0.10070775565299421,0.11463979003150156,-0.025002112224137816,0.04630570256326988,0.022945728553648886,0.0008784276946937562,0.07119758427519415,-0.12135614171342676,0.0914643097490264,-0.07332109332179437,0.08791725195243688,0.11572593592221345,0.10061850029157067,-0.09660375325223121,0.012658354314029455,0.007189008606947026
HALLMARK_APOPTOSIS,0.00432816009998163,0.04228973756473454,-0.050046263974196,0.015660332506149954,-0.009852583596261398,0.0020356763486243687,0.04847273768765663,-0.011437568730770219,0.011417529089480086,-0.07466457635776227,0.011919010345723437,-0.007060056063326657,-0.18411245937972953,-0.033586933910953166,0.047258815155108096,0.0628823006299061,-0.04578305585305978
HALLMARK_BILE_ACID_METABOLISM,0.10110682999105446,0.12005255224849933,0.10751188504158948,-0.019957452533008468,0.15621703459995134,0.024272474326762883,-0.0594439966781776,0.02630021078673058,0.16399778706517834,0.009811671022960463,0.06248312517947332,0.04726414020936412,-0.059130301444433646,0.06485776999852495,0.012198642060837322,0.09773337973968824,0.08473802955141738
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.147046447185342,0.1114193673541639,0.11198337454465479,-0.06012601718439553,0.12747544502606056,0.03618758582974817,-0.0148779507728234,-0.02862817465880897,0.16956392299207712,-0.09114689862055843,0.05671526273109656,-0.07534614290506875,0.02345191721351423,0.012238448552655198,-0.04492556209836056,0.0665368890856718,0.08941720255850963
HALLMARK_COAGULATION,-0.016311291728422803,0.11755225222438444,-0.048507433722457596,-0.004187178389174679,0.09342862170514853,0.012863122288539633,0.07330771064025787,-0.0527624347541178,0.13235236221413596,-0.05187955903717155,0.054666801595183896,-0.1337558148560433,0.226650528557897,-0.001789791051822337,0.06847553004540965,0.02850218827301325,-0.013604181528343468
HALLMARK_COMPLEMENT,0.05715771081073918,0.07237413600712539,0.024168813492912854,0.03961044380723917,0.10405813884612866,0.05050462209016969,0.10216451986095693,0.019029960313854354,0.14600025899172758,-0.045250164223537934,0.031265697831602504,-0.08760967037468217,0.03318122771415988,0.0476982621261729,-0.007844175965794955,0.059644262097962496,0.052394431377218956
HALLMARK_DNA_REPAIR,0.20016432366578996,0.08827913692198547,0.10029857643831276,-0.04227868431647223,0.1149841003534949,0.05002734078746396,0.03405522862702208,0.027686543318156544,0.17396664639787107,0.03060368969995291,0.06964478858675797,0.1649190798377437,0.09869136209289416,0.06487785201193166,-0.01856032917307092,0.10254668231162554,0.0942862835833724
