,UKF251,UKF259,UKF260,UKF275,UKF304,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.034619287061482006,-0.00866761187282759,0.0007808265828774567,-0.0005866580388992419,0.011972675116607656,0.0746847060756838,0.07360174652792885,0.14244198773494096
HALLMARK_ALLOGRAFT_REJECTION,0.018721554150552447,0.00039005708908137197,0.005554285808937128,0.1389502093163205,0.05208454624823716,0.05601029841461854,0.03317959153086579,0.13144301965550212
HALLMARK_ANDROGEN_RESPONSE,0.020431695768331894,0.018410209592587056,-0.001644215406336835,0.08234622891753235,0.08604597969202447,0.015403118971960669,0.0863845182486837,0.08833187855055835
HALLMARK_ANGIOGENESIS,-0.033748280543740294,-0.01620106687242377,-0.044321445460789616,0.04920924225414584,0.09602381354101994,0.05304187756299121,0.09504179495026721,-0.08932353141967347
HALLMARK_APICAL_JUNCTION,0.008543354893920855,-0.010081034954863519,0.0010292029364686447,0.04609815608731065,0.011097942186217121,0.07350325722514717,0.1133545719317964,0.1270240039503868
HALLMARK_APICAL_SURFACE,-0.0313101473806123,-0.010151928679186429,0.012567227662574964,-0.011031316768862025,-0.06376151246839062,0.032680872832372754,0.14076058792469212,0.084017854263128
HALLMARK_APOPTOSIS,-0.020974602877684073,0.024910927659903978,-0.05864227079472793,-0.004707420103959613,0.11186022526309194,-0.030824696716441762,0.03197302932731736,0.1523845978806325
HALLMARK_BILE_ACID_METABOLISM,0.021772769095309695,-0.025731203323923982,-0.039505427178234194,0.0413762439046699,-0.0007880533151550077,0.060700715359720804,0.03727556259935073,0.09491814909696356
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04369833807025367,-0.01274603902716229,-0.05480926977555479,-0.01905917455979448,0.0836198850395076,-0.00233479649083696,0.06545686600375498,0.14289002161200684
HALLMARK_COAGULATION,-0.029273025446938876,-0.012021446900940407,-0.06910255974324393,0.10274159220231747,0.07062646186560581,0.0687884993805709,0.01790398675767562,0.14578395415206172
