,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0010104013685557094,0.03731994361354525,0.0665802910146529,0.03324747723030863,0.07448856409051746,-0.017118497271962713,-0.02432936914510976,0.08434978842495049,0.09468600497193243,-0.02348895550978138,0.11503721734942148
HALLMARK_ALLOGRAFT_REJECTION,-0.033746322301731795,0.019284739153602404,0.0025389955105560753,0.038175268143334225,0.12451248281600999,-0.01556408987742116,0.01609742548701698,0.06970033761144641,0.08185118305987826,-0.10804164807329113,0.07862845311263755
HALLMARK_ANDROGEN_RESPONSE,0.004724342892624428,0.02999517961239236,0.07004843119634217,0.017385305806007143,0.09548389998424456,-0.000228594013752673,0.021802157429522264,0.0945135362454184,0.04666761804699164,-0.0003536086144164043,-0.008681410805607985
HALLMARK_ANGIOGENESIS,0.030375698916278122,-0.029136869357503998,0.015202960302563809,0.021321701478170432,0.10335850211295672,-0.010137809705841654,-0.025783402138833924,-0.01572464135059602,-0.02372487486055085,-0.058980768481826304,-0.14486306569551594
HALLMARK_APICAL_JUNCTION,-0.021161637947873117,0.07680798493393853,0.06259681252940223,0.06686530918316816,0.10069528481721265,0.002131315254949274,-0.010973671043750435,0.07513432828400236,0.08484621240611778,0.05272877385486799,0.07264198844490727
HALLMARK_APICAL_SURFACE,0.0007322381197306026,0.012871366505163441,0.0405097129779148,-0.004397512864661213,-0.06083998908435976,0.025060367910509394,-0.0538409200471015,0.01923007684939511,0.09080910261158517,0.05446109157124829,0.01969030121100377
HALLMARK_APOPTOSIS,-0.013971134064106357,0.04245440290254827,-0.08477761972831932,0.006983562282479614,-0.019926776265962207,-0.0166975463467368,0.04095446444921517,0.021918355166423313,-0.010144906822421678,-0.05750976500681686,0.025596992367999134
HALLMARK_BILE_ACID_METABOLISM,0.01683230186238343,0.05988342392790167,0.03151345974907029,-0.044551801028424626,0.08375786972415598,-0.04487587972733535,-0.006977244988935838,0.10926268276873652,0.06329999477681854,-0.002779561093610903,0.11732867848209838
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0055719275404815674,0.02189968527768823,0.03147245506660385,0.029183699451041878,0.08633755012644048,0.0018321596235836084,-0.011197696561971122,0.07075511173987961,0.1024835258910982,0.04155008737002454,0.08866464816924961
HALLMARK_COAGULATION,-0.04256973124625054,0.036520090130726476,0.0021059370925426662,0.034832431686456486,0.10234685649274716,-0.016474066306630567,-0.025760428776474713,0.06069810078603591,0.0755362548810767,-0.08226889831042995,0.030869408025721502
