,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.05943910358380396,0.04054872867333073,-0.004140442567718338,-0.011568398768335948,0.04246566029574173,0.021764025931335296,-0.013459983633398467,0.05568887759585831,0.009839730849995922,-0.0767671486003226,0.12253752021050354,0.09452027300975452,0.09329879121812837,0.09643548145645339,0.11271059699859386
HALLMARK_ALLOGRAFT_REJECTION,-0.002870028373309116,-0.03575256309463209,0.026279517768959784,-0.0848907906388115,-0.016293643319965617,-0.005854199677286614,-0.02229129279161166,0.014196234127732268,0.05326748041346158,0.0006720844696758629,0.045564107342324675,0.039861400770246705,-0.009141105039968251,0.04918676049367982,0.05790055441306503
HALLMARK_ANDROGEN_RESPONSE,0.0498501431245011,-0.0973383979826665,0.012645976218576839,0.07271097041328385,0.006770916180371154,-0.027699307216212367,0.026838362256187572,0.011849088772448913,0.0219019742310404,-0.04744952010260116,0.12989754398729567,0.11021245634004369,0.03590296335924876,0.010632728619586827,0.03519712760288978
HALLMARK_ANGIOGENESIS,0.02363979901355918,0.05422265074326191,-0.0859782679712186,-0.005386861233791517,-0.014682240792130184,0.030042308149583495,0.026217966967606827,0.04760063769970174,0.11378880395346738,-0.006860966286457628,0.011898338366853362,-0.06548070802087422,-0.10396848166479117,-0.09280462777534867,-0.07250883230693518
HALLMARK_APICAL_JUNCTION,0.0895657529426798,0.03293744300273882,0.00012344207815880379,0.018909500881401062,0.024799454108943388,0.0244641756308544,0.024522846231174136,0.06981835009787532,0.007758547563886994,-0.02838120523482843,0.13126282217196,0.10356584139964416,0.07117361675455088,0.06975791347035384,0.15056145554156275
HALLMARK_APICAL_SURFACE,0.12174167915642772,-0.03933318216754702,0.03979807771970622,0.006667884719646975,0.01316892648794613,0.022450271435058747,0.0196705117104815,0.016699813310055888,-0.0021664798837085393,-0.06977637501784612,0.12313461196244464,0.09372425177397604,0.028850432987312626,-0.016375555142976225,0.07765178178757888
HALLMARK_APOPTOSIS,0.005799976709869284,0.05153822129576154,-0.03663392455658038,-0.010658794792854403,-0.00828064465927931,0.004287195106985967,0.02502405071293777,0.00903754737275773,-0.03071004423337948,-0.10509311506233077,0.05721719613022699,-0.02982612176081478,-0.013927399529226244,-0.01849254391389855,0.16000898537477742
HALLMARK_BILE_ACID_METABOLISM,-0.013132378672727523,-0.02585226391142046,0.03738875452104517,0.0008092567520893788,-0.03328643151995036,0.020615488241049515,0.0261686256872959,0.025432882258785334,-0.033040152713223844,-0.08672838782789397,0.10936546962025821,0.053372465085204074,0.052654240776278415,0.09290359361818323,0.0413713678830626
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0643483292627231,-0.02330390721488969,0.006692496869956575,-0.001005684156559776,-0.027562565094949174,-0.013048774495621541,-0.0071713582347609365,0.08332631706430488,-0.051651298612211564,-0.09859050044593032,0.11490577908781542,0.09727447597843358,0.1070074681973682,0.07519482324907566,-0.0149474155224514
HALLMARK_COAGULATION,0.04373689332591138,-0.027715942864451677,0.008565071889128986,-0.013632971105011231,-0.05057900469094876,-0.0004657761244628761,-0.01533192354492153,0.022913259728713213,0.021066475027298536,-0.07497797519030468,0.12268056980006471,0.08931444617944481,-0.013523261994905878,0.010957861144380377,-0.03149337379131109
