,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.06037681077902674,0.016970690964441815,0.08810898768622703,0.042386268657612095,-0.03321207996109389,0.009707227282588425,0.1071775623499221,-0.020570410214470976,0.05680859299325608,0.020899265768743985,0.019259899029522267,0.091494426648834,0.051840985986654875,0.13251405566375915,0.03804628552152983,0.02684703283548381,0.005788824666853864
HALLMARK_ALLOGRAFT_REJECTION,0.007202269991203738,-0.08448768509633302,0.10337260698950879,0.01470491545762258,-0.018889918537699647,0.04903032839858529,0.14102447590039038,0.007488900361255003,-0.09786834530599378,0.050493942787600166,-0.06015726104357416,0.07998176948810076,0.008322409361459922,0.09283034914560523,0.04865689187366594,0.09084676943075856,-0.024843654450733648
HALLMARK_ANDROGEN_RESPONSE,0.058057501136993386,-0.03308134139605293,0.06036874077237731,0.04954202933781181,-0.030974239026078335,0.09281738778254203,0.10246485810433717,0.051240635648674315,-0.06294869017793549,0.0963302508994786,0.015079131295441575,0.11033587847329018,0.024911143804300942,0.11551160674916165,0.009208406834854832,0.0549224936008749,-0.009634268885284578
HALLMARK_ANGIOGENESIS,-0.033240829979540844,-0.08747163709519318,-0.03410285112845639,0.051213100962004494,0.07391971741495856,0.05701200009128455,0.1457326911003062,0.02851624463951467,-0.11547941848933546,0.03984472546946535,0.08020817868797371,0.014814238232880318,0.07567446108139121,-0.07993385302065817,1.550715241419664e-05,0.0754456483117966,0.057101954117987165
HALLMARK_APICAL_JUNCTION,0.06334957201951173,-0.015737775684917885,0.1156371219564114,0.02134744464144684,-0.02510151689252814,0.06969203896190648,0.14963434375367157,0.06488312123490365,0.03890853428812787,-0.010168245934133261,-0.006813692592031361,0.07117288772299987,0.054393307502179425,0.14387673708597123,0.016402540566484856,0.004228879977360182,0.02851943182179087
HALLMARK_APICAL_SURFACE,0.10647971170557625,0.040032669765590154,0.0417702853786363,-0.03304841452140107,0.017559986029824323,0.008885773247813773,-0.05879382962829974,0.011127096687023785,0.058202724379452106,-0.029182237826875575,-0.014957990968275907,0.0094968021541403,0.08394380031216131,0.09749779411065523,0.017385822474347768,0.03522029819031598,0.036971718520378546
HALLMARK_APOPTOSIS,0.021639220691376335,0.008518171491948247,0.008191777044348102,0.03610234378078006,0.024596036541756496,0.014103932259282708,0.014363055814868313,0.11230945216435094,-0.026893895448518404,-0.053095331343726154,0.01572046718880544,0.11040462233624829,-0.07675706465129198,-0.06606967944497652,0.005104046936036089,0.008054609573530961,0.05108346675075682
HALLMARK_BILE_ACID_METABOLISM,0.005095070531767753,-0.014194072693282786,0.07086874502446927,0.012548583346475082,-0.010690888445064984,0.05232275484169658,0.12241922304045941,0.016267901675802474,-0.07099236375995865,-0.07659101708467461,-0.02270479512281199,0.06389695170703272,0.11033587939768005,0.14160714224966206,0.03094465762324035,-0.004872914546164164,0.01300088661285136
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05859764184196973,0.03892772458887152,0.08687883335880876,0.00176135833723452,-0.028783794188372642,0.08852343372086434,0.09095145097253961,0.07074045012081234,-0.1167029360206585,0.02149854863697078,-0.024741586304567152,0.06684744575640816,0.08986786275446941,0.1606885340143689,-0.009596884162678758,-0.032337697879545664,-0.02183820590732071
HALLMARK_COAGULATION,-0.002941253369121197,-0.03892422631526307,0.0076070689396036915,-0.011709280975120128,0.05611201435527728,0.08117667153648482,0.1005155127888778,0.02035780994268883,-0.11704199478257017,0.04364575447141982,0.013229850591216574,0.08218626865161335,0.01708333189908281,0.052409943887692156,0.031496899232991656,0.008692032749366748,0.0024026640568613287
