,UKF243,UKF259,UKF260,UKF266,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.039435449090123045,-0.010180799987637922,-0.019247159683960253,0.0413359467852571,0.07280978816994459,0.11411629948561162,0.10309341561792719,0.136077292910263,0.06245115878931203,-0.011068838687926852,0.09150296438591224,0.03085214142615654
HALLMARK_ALLOGRAFT_REJECTION,-0.001375342856424652,0.001692748114478411,-0.0548133891768024,0.15449193790647847,0.01779876934460262,0.12101134523068713,0.08494820440344376,0.04610502339082351,0.12053519481617841,-0.034223349466503364,0.1425137967111097,0.01804541479940794
HALLMARK_ANDROGEN_RESPONSE,0.023714985483972852,-0.002572388934277919,0.048475006921397085,0.06719774239011383,0.05850309607619244,0.08885185032876472,0.11016991304429898,0.06490619335176916,0.08261905696098974,0.007733006694319303,0.17248141272161804,0.11570204207704149
HALLMARK_ANGIOGENESIS,-0.040589073510695114,0.04563225614938788,-0.040769814043704826,0.08299815609305855,-0.04573212054586264,0.09286659386732048,-0.11340688387370428,-0.10552814530978964,0.11818926622759172,0.045377361312988515,0.1303208378941748,0.20281910395140207
HALLMARK_APICAL_JUNCTION,0.06719526579689701,-0.015008607535598628,0.03370203857435787,0.10848935185865488,0.04312396602846757,0.12373054139392617,0.09392513103470741,0.1595042636121528,0.04927278426704507,0.0024485803470301864,0.13164015369660217,0.1136111436996016
HALLMARK_APICAL_SURFACE,0.1279831830505605,-0.05461700768942191,-0.014413057606499047,-0.07265265915745672,0.06054929532296917,-0.04175729055372006,0.08324074041118988,0.10787092330871963,0.040249053347111326,0.00013605178034124235,0.14852010580849737,0.028771963958618883
HALLMARK_APOPTOSIS,0.07135947309186794,-0.010237008471574015,0.10419937714116767,0.018704437004171626,0.0661614843511955,0.11525205819993364,0.0877505886432961,0.025101679074081687,0.06910045914450998,0.031643148438078285,0.05958324369644905,-0.05881331671687928
HALLMARK_BILE_ACID_METABOLISM,0.06154784883582287,-0.0067650737133366935,-0.03573017725783028,0.01173580445615064,0.015901489721777403,0.021500155407029993,0.08994513611620407,0.10514396337513798,0.014692270418566227,-0.03074274913217969,0.010945423880533363,0.05796464663615951
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06425215722485975,-0.03678452199265668,-0.05106605066724217,0.03187412427321122,0.04758747475731558,0.07620863121413547,0.06561035357925853,0.15772107628926374,0.055112083596776024,-0.008256176941036175,0.008199208915358037,0.031051878753172682
HALLMARK_COAGULATION,0.07284051701501194,-0.023789485952970094,0.09169592382556346,0.12593515379645262,0.05163173500001288,0.14540588762293258,0.049028495607063884,0.10936885690829125,0.10129640868512932,0.0672986352813836,0.16112823869359327,0.06702910139518195
HALLMARK_COMPLEMENT,0.027207520226399672,0.00535649288870686,0.040884669177642614,0.11083197354530823,0.06047090605884702,0.10434944444534937,0.054454064957502844,0.08114525694643077,0.08095659597592764,0.029308143664251336,0.07469957889916573,0.10351821587665602
HALLMARK_DNA_REPAIR,0.039885355168153724,0.005503113202037769,-0.0022024302595964056,0.08856134580825176,0.09209751458225247,0.09275146306434968,0.12037129052265534,0.1648816512926179,0.059104985938167195,-0.003985327293677832,0.05398755714845215,0.09541243318031528
HALLMARK_E2F_TARGETS,0.0365226048744105,-0.031354023856189905,-0.012240052359384145,0.10071762797261212,-0.003200194787905522,-0.07160091849248824,0.11430300476112491,0.11619308976821388,0.0803966918432967,-0.007595001202169897,-0.03596272258275092,0.04396713230473006
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05086141654667999,0.07141366444910924,0.07690175389212255,0.15056532948816873,-0.053344717267531976,0.10307329342198777,-0.002468908958646868,0.11022098489433926,0.10180795680944765,0.054109444478204004,0.16445412991555183,0.19133008478218372
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06294035750705182,-0.013768946005951119,0.03885770785693494,-0.008069783568924186,-0.06880601268018852,0.041084752882026454,-0.0421687070170388,0.06471753755121541,0.009776485850670922,0.012520875727269686,0.07195453750181749,0.0965693691338019
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09315878486881096,0.009285953627958574,0.015357697639583426,0.0564764662308215,0.05818460926663507,0.05184811652604253,0.09268676798963499,0.07326117325894255,0.081814491786028,-0.002952546582754043,-0.026006490190361185,0.00782524789805342
HALLMARK_FATTY_ACID_METABOLISM,-5.27104205989172e-05,0.007426580221760028,-0.02626841573914554,-0.023848107494940405,-0.012465516549943816,0.017465630112126887,-0.04293014154667411,0.10592008148054671,0.01020556882837002,-0.00840595583209933,-0.005081950133497983,0.101141613517125
HALLMARK_G2M_CHECKPOINT,0.04388275621982581,0.04736662731834502,0.006285113382778949,0.1274589882289349,0.062248360604941474,-0.023292475029151917,0.05258748215774839,0.08596499968441505,0.08303063814728943,-0.04667556949880464,0.008573575474822003,0.1644483546952066
HALLMARK_GLYCOLYSIS,-0.027628214795422195,-0.029821034560180693,0.07884251867349729,0.004714022692347786,-0.022745739969864898,0.05704080304148175,-0.03226108252017996,0.0782365574628557,0.01940568486106143,0.02629376775784273,0.04428474679085189,0.1074933360521321
HALLMARK_HEDGEHOG_SIGNALING,0.0028878881314098486,-0.005249557615909079,-0.015858370023203682,-0.06473199919469139,0.022768382505791922,0.09431319874231109,0.03161064290840958,0.09439606408737902,0.0005265889579435653,-0.005286088784061646,0.009604064246945347,-0.050734936043807
HALLMARK_HEME_METABOLISM,0.045376338233447215,0.0013616077978788645,0.015103055583085188,0.012884894549609217,0.10729831812855928,0.07980455930339368,0.12587230719432096,0.1633066058040189,0.03994987731312273,-0.009010707878158537,0.08852887220338793,0.046037049209872616
HALLMARK_HYPOXIA,-0.09443423533325532,0.040681759956992886,0.06495663316946149,-0.041164631203588084,-0.05387052101564624,0.07610998871179706,-0.13648631232408384,0.07582302134201065,-0.047537655844092544,0.040960184693606336,0.04005816749962346,0.16544336827588177
HALLMARK_IL2_STAT5_SIGNALING,0.06419559170172898,-0.007845773516343444,-0.024740288304817813,0.018053166124201613,-0.024376421810724427,0.17309385069334376,0.04120049944436259,0.06995980293235173,0.08618890352983292,0.007548327476380095,0.08042559535970158,0.10957038185986764
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04609844737664414,0.03146127526371287,0.044818650251560656,0.08289722259092266,0.09731889687319727,0.08151986812060696,0.05824938144896154,0.08312680577916613,0.09127378422912662,-0.0060502147546716845,0.11942004429334513,0.18176182344202615
HALLMARK_INFLAMMATORY_RESPONSE,0.1265174834763309,0.011174512754105958,0.07001066547929398,-0.08143275065109985,-0.004906100383639306,0.0028810940373618257,0.10574058439764909,0.05219282192656072,0.07243500257002847,0.014094383752483793,0.03414226808014051,0.14247093839651095
