,UKF243,UKF248,UKF259,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.17179859188536595,0.01663893182744604,-0.09042589965354633,0.08419898805523236,0.04053484043847542,0.07438427640249173,0.049011540684694765,-0.0792887365848982,0.030105071442684216,0.034511898780806086,0.1550275130734942,0.15114912474988013,0.07392024491119911
HALLMARK_ALLOGRAFT_REJECTION,-0.10702691804139537,-0.020222381486509462,-0.061847016239277325,0.11935595943834881,-0.05331607107128796,0.062006108711670956,-0.025447944192070304,-0.032159080174394956,0.017711279236990517,0.01591184789924485,0.11931606586852501,0.06734618736158322,0.01866727486623766
HALLMARK_ANDROGEN_RESPONSE,0.1166839072961244,0.029078245071353252,0.008760858231606484,0.046264043861603495,0.04376510125826441,0.042428979114037,0.0359106159745407,-0.0461908543385767,0.0792389116999281,0.04213060282702099,0.1550956278011945,0.06614019965656227,0.07014410311261346
HALLMARK_ANGIOGENESIS,0.06027442135825875,-0.040668920937138864,0.09354581450858937,0.12120985824998488,0.15695071987346423,0.05816109329681197,0.0705292826261172,0.013223930572915075,0.07049323775168152,-0.051556486205413116,-0.06555449807699372,-0.11301091980189862,0.04745317252305675
HALLMARK_APICAL_JUNCTION,0.16327625261924478,0.033828194319476,-0.06434387072174731,0.12579823577562174,0.1343282480747701,0.0687800736984438,0.04077337260656105,-0.0698284533943281,0.10208809190626003,0.042810162278755816,0.1524212992425874,0.10797899145988561,0.06728429019587605
HALLMARK_APICAL_SURFACE,0.079681816517258,-0.00537249999743046,-0.0770650496830078,-0.034598850774430596,-0.06733792496721264,-0.020704258783062722,0.007887410219159613,-0.015978401677610665,-0.01926896707320895,0.05874456981035296,0.1389318095932275,0.08846415519963252,0.025345827170160973
HALLMARK_APOPTOSIS,0.06577279083274243,0.04082311653758416,-0.069693512338226,0.037210547709879326,0.10346860224376511,0.012358852221554596,0.02598634431920989,0.019545771115284286,0.0005545483777997478,-0.011200085047657085,-0.05174516306095058,0.044260305770293946,0.03810963412994396
HALLMARK_BILE_ACID_METABOLISM,0.14642565345243083,-0.02573454358902463,-0.06287215919964578,0.06411806217385048,0.13413714708676786,0.02297177683144078,0.0017200189611550332,-0.049963696121793195,-0.03513456386393988,0.025385957226291223,0.13599495127920605,0.14109780047641737,0.0852366636478094
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15032754939842452,0.020966172375173397,-0.002360830566504303,-0.01414858093204882,0.14470026477101405,0.06116258300696614,0.14115164794871932,-0.019629348654960077,0.006054413342430059,0.0161423212909956,0.17294707248417174,0.13561959619012587,0.12265310679818503
HALLMARK_COAGULATION,0.18875488420657552,-0.00496794648836831,-0.10108219868859522,0.10216085314922646,0.08475857733525897,0.012194189665223551,-0.04921376709541759,-0.12325531574391758,0.08683753403985373,0.02677638980168094,0.10451628600314716,0.06240288530512716,0.044219875072399814
HALLMARK_COMPLEMENT,0.08836555367488337,-0.013347297025625385,0.010088579385212581,0.11579954707668402,0.11792252291499904,0.08695833965833974,0.08928903925792042,-0.03137284996148032,0.061699980339838756,-0.0055722142959561335,0.13431848221569445,0.10919349275783839,0.003325360978066964
HALLMARK_DNA_REPAIR,0.13622883321823226,0.029481857084787087,0.0033423585278196987,0.10875028723415225,0.06145283760764014,0.10058168809036802,0.05591357186146498,-0.007322316273222311,0.09805943975522935,0.04831566160082576,0.18095672391263665,0.14957744290256297,0.11089194943178941
HALLMARK_E2F_TARGETS,0.1360876437792419,0.006222257412798969,-0.05472566125392865,0.07552041231523618,0.07444963623116858,0.09607694712267859,0.05500024323040769,-0.010935265537017347,0.05448046250401122,0.03358621335709191,0.12027939370989728,0.13462866373726207,0.06818148211536351
