,UKF266,UKF269,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.016347499071340522,-0.07931242898364844,-0.023236050043354745,0.008171950018033561,0.11001255909487055,0.018654400901930046,0.05551324889480821,0.005101197272922167,0.06258276945882922
HALLMARK_ALLOGRAFT_REJECTION,0.08156730746466288,-0.07647698792083325,0.06349613405793163,0.0881829227043603,0.13594752407640712,-0.05124303247195031,0.04605971010342177,-0.012373895430896314,-0.10264829292810876
HALLMARK_ANDROGEN_RESPONSE,0.0792557633822131,-0.07761436539164143,0.027037996907399737,0.010150124571831393,0.12919236350991864,0.03591614402589829,0.031206615510660767,0.016183551644040485,0.05593619352961755
HALLMARK_ANGIOGENESIS,0.09992526774022199,-0.07912905900996313,0.023447521008103787,0.139717280198784,0.13929432075064693,0.05820227883887161,0.0763736429534931,-0.09102564523306417,-0.06717212846790392
HALLMARK_APICAL_JUNCTION,0.11791232948684914,-0.08108245551754924,0.06509771982604448,-0.02088868987276815,0.12147491319631196,-0.006780548087310251,0.07415956997442665,-0.07234404968185676,0.014017619817792811
HALLMARK_APICAL_SURFACE,0.023885890903966103,0.04127505273003362,-0.08989547592833377,-0.027423282708590048,0.14174349306748493,0.036641057033648415,0.012039451513118494,-0.012946102336880188,-0.062028423176916585
HALLMARK_APOPTOSIS,-0.007539482077174583,-0.018001125964467266,0.057074600130921783,0.11442192192967339,0.10849143231930533,0.02617355767929662,0.010177981313739558,-0.03130213893262257,0.0048944552495346575
HALLMARK_BILE_ACID_METABOLISM,0.10265096731688939,-0.09570313684035632,0.10392784797408888,-0.03374235850680255,0.14021352762413125,0.05008864400574385,0.09948209773225,-0.00457795232459549,0.13067423347412796
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07747172843255096,-0.08524939012908778,0.06301751809239245,-0.0021222737734922425,0.08055710900365688,0.048915235679255695,0.0175793561278972,-0.04017478092499968,0.07152244921351279
HALLMARK_COAGULATION,0.07498538522617781,-0.09002834955489733,0.09537076230931286,0.07235299010922255,0.1837078657585843,0.03156910581605788,-0.0036776810391928776,0.009386343350929116,0.025085120691173225
HALLMARK_COMPLEMENT,0.0682137081290436,-0.07293600762452601,0.08040351950821097,0.11076186514573919,0.1499597556516956,0.03961042961974283,0.006882953552751452,0.04180339266331721,0.026853325351692884
HALLMARK_DNA_REPAIR,0.11845841995594368,-0.09256546274852642,0.019891722470534636,-0.019891121530973756,0.08905822449138645,0.03380392705180551,0.07641239702939555,-0.044794045481596406,0.03134814361684227
HALLMARK_E2F_TARGETS,0.08888457144662675,-0.08949809207029889,-0.04932547767137536,0.07036185115602737,0.19241781100575137,0.07893814687066857,0.08023663056278502,-0.038735351358304894,0.05417797678011369
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10442239932674141,-0.09727455735035348,0.07342316130903948,0.10802839600175206,0.14526451220761463,0.009246032666276773,0.03436983398385957,0.014836642909733194,0.040841256965018065
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.031101166251920095,-0.038147383223046234,-0.05468050658866528,0.025767753366678275,0.09945356852177424,0.031836406220707485,-0.012883562230318642,0.028601525833934976,-0.012320811500499821
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05367448579491004,0.058767410784190274,0.12373900837837437,0.029830647344658994,0.11850861123183257,0.01122637004825275,0.0670960105657649,0.004793110142316988,-0.0005079713778341342
HALLMARK_FATTY_ACID_METABOLISM,-0.03831991130571535,-0.05988532567598084,0.030745918029991066,-0.03969309164780428,0.0004115506345415157,0.031766949898936137,0.007918554329855986,0.0060717654991696525,-0.0004653161095822138
HALLMARK_G2M_CHECKPOINT,0.10143444209047164,-0.07449086051041393,0.02338958766688374,0.054645633871669305,0.15750279400473566,0.02527042546917442,0.07093363829523476,-0.019930896014220097,0.07270365745541993
HALLMARK_GLYCOLYSIS,0.026689653221097676,-0.07305749958340274,0.013840396506484366,-0.004657751049893783,0.07509330032839893,0.0163034108441399,0.04695885135601604,-0.010761734316198158,0.016853532165900506
HALLMARK_HEDGEHOG_SIGNALING,-0.05515235381908851,0.07188874385702743,-0.08056238433553031,0.08254093390533146,0.13935322046666804,-0.07224412655334146,0.031010096633026944,0.0091102291027986,0.04834570834780497
HALLMARK_HEME_METABOLISM,0.04811860265009814,-0.08093615229362995,0.008317905511115234,-0.020552591038865968,0.1041575326963973,0.030577633244749367,0.025598970134096233,-0.045888067654170285,0.09424775372184309
HALLMARK_HYPOXIA,0.021970981480709865,0.06702830949462524,0.08586966164875529,-0.023152787546556274,-0.07773129945261051,0.042072395203526104,-0.01316092329650545,0.016271412085312333,-0.004155384275438604
HALLMARK_IL2_STAT5_SIGNALING,0.02511815852321788,-0.08064810954859275,0.042305700542371275,0.040068606192813855,0.14782774574332672,-0.0022341841124091794,0.043901335224261075,0.035586022434550384,0.029779679956102194
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04734205520106842,-0.09511690847141514,0.060514552795440636,0.12092177127513756,0.18543515081618653,0.013512358708700021,0.11600417048674976,-0.05434814434539347,0.08344567297343919
HALLMARK_INFLAMMATORY_RESPONSE,-0.031016486147551706,-0.06814302913591187,-0.0548025833875775,0.019221823013777055,0.044886373980491,0.006587983731942034,-0.033029825051385,-0.04366780905170921,0.10670257543531686
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09022475173800226,-0.10868236029092486,0.10571845732089,0.01956845605542893,0.14296787117930082,-0.029612393856480634,0.02645799189528411,0.019071044569735927,0.006736312143527657
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.014470376929287283,-0.07357694115821621,0.12268977516219347,0.09597367856331314,0.17965480519740637,0.041851627027815475,0.02152701968942141,-0.018945548220928574,0.04798981152545437
