,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0925859379264579,0.03846254099810775,0.06024520856224739,0.06921644392367327,0.10030975492876026,0.07208386633983808,0.06431940113822233,0.031088541331388473,0.010850717854611513,0.13454721246377133,0.09949570442802819,0.085534637500866,0.07859496498014992,-0.0740260306118432,0.09436091534378503,0.14129415604497114
HALLMARK_ALLOGRAFT_REJECTION,-0.10453634428996994,0.04345117802995867,0.0747394304446247,0.05693540843387952,0.019743688225562515,0.10789719471096096,0.08119422126040188,0.0006035822800347575,-0.021229136650299955,0.10500783970293633,0.09827637692959619,0.0941620129559377,-0.013431235587829368,-0.03508487897037937,0.08183855643640438,-0.005630041376569853
HALLMARK_ANDROGEN_RESPONSE,-0.01584727274288332,0.05296731699092253,0.03207289223383319,0.091268787373714,0.07137521623882954,0.05581560858738241,0.10355462322935545,0.046511441393135025,0.005685742275424825,0.15501055339246714,0.09206110519810312,0.13288879593204062,0.09309528156450603,0.042552953871344265,0.06322127735079333,0.0728457460593838
HALLMARK_ANGIOGENESIS,0.01960875488504708,-0.041416877701188556,0.034461592911687,-0.05554154823417787,0.012069704071151587,0.10227253509558532,0.009318962192409288,-0.06036336276215615,0.03495564278100008,0.12680054546625927,0.08588610318203853,-0.03122626372045861,0.0920184738599332,0.018656917373471794,-0.10829796517935975,-0.02709572765572908
HALLMARK_APICAL_JUNCTION,0.0855335585684283,0.09154814040464418,0.037157997508131736,0.0805176863641161,0.07022755081629312,0.10601119142281643,0.07042131173026607,0.02345500841314977,0.052115204977475224,0.12443401410088184,0.10683813422940439,0.10063691945300234,0.08385887485941662,-0.02824888614251511,0.08382879210095862,0.08782514658873156
HALLMARK_APICAL_SURFACE,0.052976095159735406,0.1045549189714506,0.04369525574383422,0.057748147033336306,0.04871703870373788,-0.05843543737603972,-0.002460897729266693,-0.015849232213432967,0.09572407348704262,0.06089671378462814,0.06169687954064169,0.060435515156076654,0.03721481654001097,-5.5276632008905955e-05,0.02976232317782931,-0.008127940731386977
HALLMARK_APOPTOSIS,-0.03245467821076925,0.031677959755289205,-8.659317164067951e-05,-0.00549743420613257,0.08485986581351974,-0.005284663801907847,0.01711616196772447,0.02154184749482601,-0.008919457819693982,-0.01878933733089625,-0.0051395825247777475,0.05080849784688225,0.07541383777550596,-0.02809249767548228,-0.009904883354315493,-0.033525514122399805
HALLMARK_BILE_ACID_METABOLISM,0.1277851961608605,-0.022174348882307553,-0.02573086838107306,0.026609332376109136,0.07848608828950333,0.08415216005101588,0.04741981559235406,0.012576407097099274,0.01794392526177891,0.05260604372463551,0.1348830119635075,0.11913016575661743,0.0848620209754544,-0.02129795371111035,0.13746429378492653,0.17238874998009052
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10336288421762464,0.0113739593489804,-0.00567449401705702,-0.004154644520805055,0.04216690108925167,0.022458113029772932,0.011830923884376553,-0.009066754140900782,0.07306145537807558,0.09434399226191087,0.07328639209213335,0.09663299957119618,0.03820905497011409,0.005241311217847732,0.09677515828224051,0.15048899742768304
HALLMARK_COAGULATION,0.07736939822862511,0.08863802467862994,0.05476281800186574,0.03086025655311877,0.019295938722354265,0.04432080591903381,0.08088224914127035,-0.01298526282709375,-0.012998230525557847,0.07309047079545945,0.13320257615643538,0.1152357794172934,0.0895834286734829,-0.04804942046117183,0.012899074255836382,0.04920318382665728
