,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0885528460119061,0.11853517338114304,-0.02463313738508435,0.05493875464741447,0.07005458129029002,0.13253809459912355,0.008799279417400125,-0.06053954543319301,-0.04887425583148855,0.12026955050375818,0.12544322692151336,0.07119008577351675,0.04255361699716946,-0.018060682306580693,0.0049672933372037625,-0.03743827310903147,0.16710717165962738,0.03589154937020412
HALLMARK_ALLOGRAFT_REJECTION,0.1275391695073191,0.1522894858091963,0.06030702727164206,0.15406804369283517,0.1617111848056358,0.1553167366897865,0.20832834590237592,0.08585387381494079,0.08573030954160694,0.14777424935148736,0.1931075332755075,0.17396324763523371,-0.044653338928379464,-0.013125778333228604,-0.03952941736955764,-0.03563749932674634,0.3351435263498141,0.18301349637556028
HALLMARK_ANDROGEN_RESPONSE,-0.10064388700231533,0.11841234883536875,0.0515578440029313,0.026676940220900485,0.09306493041294349,0.11980372023790083,0.17243561245667716,0.05681729011608608,0.041921823468081945,0.08050512111715011,0.14526729482005563,-0.035697610898614916,0.08264638225517938,-0.02225909408486621,0.06965522932883092,-0.06309536000260331,0.26572258051438014,0.06983831212420524
HALLMARK_ANGIOGENESIS,0.0692428873419885,0.00355882572278492,0.003935140715431839,-0.033322563259630844,-0.008945553699413663,0.14445781772931582,-0.036690850122877,0.0357735628808361,0.06705967998514914,-0.0895436036994407,0.007499503503540763,-0.07115570069575058,0.13703393745903447,0.03647270847143363,0.016808263803098123,-0.038187290352697835,0.1125318698908164,-0.010080462601561894
HALLMARK_APICAL_JUNCTION,-0.0631547857256435,0.11765689753728206,0.015436749704471652,0.010974534956590338,0.08372471400154485,0.1596026669659163,-0.024346190599951887,0.03851302284869686,0.007234829574474885,0.152808579303997,0.09681686217749524,0.15984556333915148,0.09571870547149942,-0.0090832242085732,0.011518898401777373,-0.06742124147597192,0.29013574721642466,0.09608104318978204
HALLMARK_APICAL_SURFACE,-0.05003347527176641,0.08405745200267044,0.05520179103933435,0.04654191839076171,0.09359071221916523,-0.015959599176675793,0.1591740734012323,-0.0537802165846344,-0.04634907127957199,0.13129084745977096,-0.05088344364956744,0.12412318194876006,0.0318971311684975,-0.005378579279608724,0.06031392028370882,-0.10382421360296329,0.2636148594330116,0.06028304768300393
HALLMARK_APOPTOSIS,-0.007494949873216236,0.0834510871389439,0.03622149216918157,0.06423193073245334,0.033302479457971,0.07429604694832768,0.06197149253743954,7.778535592395761e-05,5.1085379947846876e-05,0.03371314858412109,0.06578323944345302,0.07401251436877375,0.06830266522026916,0.04579458657348143,-0.005675522353061616,-0.015613766433395692,0.17942777501151108,0.12262433997173246
HALLMARK_BILE_ACID_METABOLISM,-0.06939988786410456,0.07525571712106809,-0.015093170330690676,0.02105586271397415,0.01959779978737337,0.15117043309952305,-0.007313395585625434,0.01702069554791372,-0.041454351236649596,0.0729741966335509,-0.0568671887802866,0.07366514026246063,0.061758262131657436,-0.022112210449377508,0.038347632462697116,-0.0609843713706062,0.05896803837946803,-0.01623288036605449
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04565353668182351,0.001302155673058517,0.034538191319856845,0.05941007279112117,-0.015167318516928624,0.11295945442103512,-0.05199773949684379,-0.03802429194848697,0.0326016909608958,0.14390059805326275,0.062183609737178056,0.0862007474632642,0.018803688890475255,-0.014549680569019452,-0.01142795117197275,-0.04361447375419603,-0.023227219856556715,-0.08409413259973952
HALLMARK_COAGULATION,0.1707489810340633,0.18129837308381208,0.08056064254985043,0.07786336563751343,0.08130885991749719,0.16121294051766336,0.03256123284815858,0.08489771542825345,0.08943300408619739,0.07434923422203824,0.1422752207297224,0.2330129821642152,0.08868650252144554,0.052201645078825715,-0.02004494887627266,-0.026924240772720306,0.31504903991099503,0.12019728038100382
HALLMARK_COMPLEMENT,0.07946363291584216,0.07733939237449411,0.005213236391379369,0.05687133630345212,0.056397849394937666,0.1542587731470224,0.08321203491505927,-0.02084675242177875,0.038019236378305586,0.12415943447364483,0.12559082756152437,0.11646327904076201,0.018387181766262414,-0.043251185618217655,-0.008112870156043367,-0.01871477992657245,0.07056194034210345,-0.031161426600845043
HALLMARK_DNA_REPAIR,-0.07926944968735218,0.05808615438027621,0.003785104067423625,0.011927459483051234,0.0926746729074391,0.16113776124137508,0.14128829228793754,-0.02425136434915032,-0.03992341144880147,0.15690231806561264,0.06613773593200428,0.11989022880804442,0.030021757631599567,-0.03238115505270417,0.024901905904960088,-0.06367227143686228,0.12244036962396063,-0.03425992688918435
HALLMARK_E2F_TARGETS,-0.13050816716719593,0.060177775559138294,0.006233016883513469,0.036170884211026044,0.0559974200767115,0.14116812219798236,0.0587653175556156,-0.0018206986273871064,-0.08137369239641253,0.0853845059405546,-0.06960699772682988,0.11105111999783057,0.08096763771867181,-0.01014023749758774,-0.010881704207288942,-0.059521635372527096,0.05231053139419128,0.011607162837050591
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.06837585806837095,0.11935182998496005,0.0330781221750751,0.0009822098391858152,0.025666468863971593,0.1618221700005952,-0.07037598120224758,0.00343875831120691,0.06280494087358393,-0.06204790338705603,0.09462951948663531,0.18444359843124417,0.18264290213547235,0.0775960034821964,-0.039275381044933125,-0.0586837890658641,0.3805262092529228,0.08806198798170597
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.01999007795427329,0.030398959873303197,-0.009862627718408944,-0.009334944057041912,0.05088890575498948,0.09470338109003623,-0.005147913512130412,0.05998788609571195,-0.059888028173296554,-0.10579607795705286,0.09016482274109848,0.08149668426954376,0.05747660217517697,-0.013497805872094,-0.015229009971242718,-0.029220903245983674,0.14695091650806877,-0.023146455848293862
HALLMARK_ESTROGEN_RESPONSE_LATE,0.050642663884769436,0.09286339681304122,-0.004768888645468491,0.054398554562754914,-0.015724636399588432,-0.03895886557930405,0.04338702594190398,-0.09897615623302515,0.03877716740925585,0.10088888805063087,0.11205932072601364,0.048339132341396494,0.021991489240482963,-0.03457578081801093,0.0961634555639281,-0.05127647858568614,-0.046845910572957526,-0.017425009471560116
HALLMARK_FATTY_ACID_METABOLISM,0.07154308664314286,-0.011751943050632287,-0.014851247731334628,0.0151164056092955,0.050993436399124986,0.07180075084232176,0.023163472439527835,-0.024131205272049667,-0.022456706945730064,-0.03988221480772383,0.04408251475065367,0.08116340813832452,-0.026062524690307277,-0.026058424446708073,-0.0015102375679908956,0.012883736514553535,-0.04238764944057353,-0.08219093796090232
HALLMARK_G2M_CHECKPOINT,-0.07136243993967985,0.028587191566546943,-0.011514864127520195,0.003582284238410733,0.0250277822412053,0.1448569628327386,0.03573386941830213,0.006513890372053062,0.009988366169706454,0.11798389744951734,-0.03801770502762263,0.07397299809412218,0.10014908519430638,-0.03172448868241177,-0.0067689939313632375,-0.04367139600247137,0.049546524824741214,-0.05992537295586992
HALLMARK_GLYCOLYSIS,-0.11570646853089034,-0.03321060088388021,0.025808206833294628,-0.053403048800599824,0.03460074862594797,0.11095023044203708,-0.08172152712370592,-0.057432084704532725,-0.029358911198969193,-0.0034018776800565855,0.005721022177847567,0.04112769417698802,0.14651525536515883,0.008957346906540318,0.025662505273862036,-0.06647354652682776,0.0458301011723926,-0.058411876413543104
HALLMARK_HEDGEHOG_SIGNALING,0.005905973722830443,-0.02599112714316833,0.01825848241953301,-0.005108788944941093,0.006047899087747186,-0.07932961049786671,0.020778251700715566,-0.10565351086658394,-0.08249820267228483,0.10132178871832052,0.11829813554723256,0.004733289111675392,-0.014143488373153438,-0.00614959784189789,0.011923722697281609,-0.0005818168919584656,-0.04390008884159132,-0.019808466381866376
HALLMARK_HEME_METABOLISM,-0.0282619541846452,0.09788188450078177,0.017224100967587908,0.03651953661130058,0.028072117388386872,0.1710408544722872,-0.011174315335357461,-0.02385219468043237,-0.013295975506759015,0.13000218317191684,0.16890628670952473,0.1064322039131895,0.026471410768156182,-0.033475655080342746,0.018937563053289745,-0.0551621185707943,0.12171449433212185,0.012187853650526282
HALLMARK_HYPOXIA,-0.05699880354228891,-0.14187606364506963,-0.0401302615957484,-0.04777936040443114,-0.05566561386661282,-0.08429583391442977,-0.03841325751909792,-0.04882321970419129,-0.023881596189039598,-0.08591591805135926,0.022133478483913133,0.0338575105659487,0.05159529873966581,0.01575002580111614,-0.020974359461696457,-0.023436969833111446,-0.07241697392526909,-0.10155564997337692
HALLMARK_IL2_STAT5_SIGNALING,0.08935797233819821,0.08588765273886936,0.04119073916416146,0.004378950781602102,0.040959495446100495,0.149357105445795,-0.03321627615926126,-0.04399610631282469,0.016202535919400417,-0.0565146457253839,0.20659758220597166,0.066956382294292,0.030887600562955548,-0.03186673842017244,0.034834485523614865,-0.039061964936537595,0.11716176166301587,-0.012612156703233686
