,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.10638047600708833,0.09753950170698719,0.17453184456367188,0.03061692039954983,0.10899456613145452,0.004968173698718907,0.1362510361514514,-0.012216576509029655,-0.20253530559609823,0.08214962559576695,-0.05841203719304235,0.16265822852767997,0.11125600585789189,0.1440870825760056,0.02102790377069246,0.050320669920501375,0.23439275910100332,-0.03399913946584917,-0.019551722937597455,0.11718278229184069,-0.036680522220793106,0.15163035884412793
HALLMARK_ALLOGRAFT_REJECTION,-0.14834239780167,0.19539342753114253,-0.02195139476110573,0.07363166595469661,0.08721999542627966,0.04836935560465869,0.10784199320697217,-0.2214405181872166,-0.33870855928334603,0.046477181695687673,-0.04621753118963081,-0.13532560195651067,-0.1543200437775102,0.14397915908411812,0.07242443255174306,0.1218148126956642,0.23377172197608506,-0.008803673010793914,-0.0054531130079333,-0.00011605266425796739,0.008700382688620311,-0.029034091506676046
HALLMARK_ANDROGEN_RESPONSE,0.1260498288727863,-0.006126412748385549,0.14544499933510577,0.06922333065480603,0.09614250511790937,0.023086612416106156,0.21190714002890032,-0.22918909262484818,-0.3788672180373497,0.03514029308319146,-0.06684030636848676,-0.06701544048925588,-0.1430820471385821,0.17935285276684831,0.09108009728100011,0.03325090109146114,0.12801186636076023,0.0167086074979053,-0.015751584245556095,0.1802421133902184,0.016354915483317658,-0.05699859424535774
HALLMARK_ANGIOGENESIS,-0.08390171004244962,-0.2938801031215246,-0.2231282334162102,0.05937596308690426,0.15683799881511007,-0.10719738873672296,-0.26411956407453885,-0.3499687814749383,-0.48156899718686136,-0.145715727821221,-0.17243639055000157,-0.16294510666282078,-0.3639477546738006,0.14580837297926227,-0.14512058625746294,-0.15018205913681218,-0.09717828269803966,-0.06657105345201174,-0.05317871902559777,0.07441355238999785,-0.06936577618770794,-0.15490044878746378
HALLMARK_APICAL_JUNCTION,0.1766751543470421,0.05767037935499943,0.18664941839848045,0.04337107890028282,0.06360700705452205,0.022613786904432828,0.03659882405484076,-0.2802693303698618,-0.358040637610501,-0.10042678306289143,0.01493442939869256,0.11419537956759358,-0.20890584171108278,0.10232293759612719,0.09988677488672454,0.03660596521638464,0.25329604189403404,0.04284966869291803,0.07610583986105297,0.15595281660293203,-0.04596173744019086,0.23118676150603532
HALLMARK_APICAL_SURFACE,0.18052859050947967,0.22429505952159737,0.3032032761037331,0.05526945261199312,0.07314976396038896,-0.030399031470986836,-0.00044845621919787753,0.1283642745025126,0.3422098973924244,-0.0026601190664072966,0.096214656193461,0.07134540867585688,-0.10945068111812761,0.006406687665255926,0.10785059038356569,0.021499050484676575,0.24570746564889231,0.011139117581301079,0.0778289101019388,0.12912680012116245,0.11054391747849171,0.08253321161255375
HALLMARK_APOPTOSIS,0.03269869390186636,0.05656393830146945,-0.0870681576641886,-0.03187171415896248,-0.09296295795585881,0.007815385576229579,0.039423891587168934,0.08576028559125402,0.0029730071923402147,-0.17902954084790185,-0.03918811893699815,-0.0090168205544601,0.13974168422788052,0.12642269698198016,0.05956123235947545,0.10332223360877539,0.07157623241176261,0.037307175215994005,0.004897423782442392,3.2393941725713184e-05,0.07058438129002119,0.12158452550023714
HALLMARK_BILE_ACID_METABOLISM,0.2050640930621458,0.0053852787044978345,0.15868599666872565,-0.01543014827251126,0.10328860507943562,-0.035791691334110906,-0.055591916955997245,-0.15910073831740623,-0.5014535506781571,-0.01183796647815063,-0.07145570095928758,-0.043318742333163004,-0.12246634058118845,0.0640913002847616,0.183123267083572,0.04800333334795189,0.1657342187244902,0.032795507564730375,0.007348299128138709,0.06438287777667875,-0.08136242164975938,-0.001959449380934839
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15190909543196893,-0.04435223689860805,0.14866583252278237,0.027433611647238242,-0.00482235805923935,-0.01414269126430014,-0.002283536729430816,-0.2971513477063203,-0.26285036221695224,-0.1518668279488336,-0.1046450534459668,-0.0693420810086261,-0.2926351323561356,0.1577747093176631,0.1003586294842257,0.033105494873225026,0.14762868215313063,-0.008818027236638291,-0.05961328909972566,0.14207091249998566,-0.07530944240262126,-0.002310813013459824
HALLMARK_COAGULATION,-0.1562941092892195,-0.0337072559480437,0.0609448762443331,0.0420148416499688,-0.001000398231298198,0.013228347773289108,0.12038202179943307,-0.29951118397185933,-0.4329485776366482,0.005665325462872156,-0.25582593487951033,-0.1550101088949072,-0.19701878727120745,0.028656662654926945,0.15907814026733944,0.014352973077745591,0.2953162788943575,-0.03795767637139176,-0.026487006719323195,0.123221627171254,-0.049398036472765194,-0.16576109709741738
HALLMARK_COMPLEMENT,-0.09402077002622233,0.19240386629801026,0.0015958292777995986,0.11010597268310436,0.08050486756364489,-0.049345824354331345,0.250352966232032,0.04503178176115336,-0.23060908512707376,-0.08743168004269879,0.042231373383612596,-0.10753069277475646,0.09144083998516067,0.1057680513374698,-0.10136066877104621,0.06674199316562543,0.26921852329188967,-0.039392108481448966,0.0457412190052541,0.1514426295326307,-0.05688812561423928,0.17110601600450626
HALLMARK_DNA_REPAIR,0.19778947781233078,0.07806784447018895,0.25343741165214606,0.036053124912083366,0.07801686011325434,-0.013145652331068363,0.20110286793657653,-0.1512142852834921,-0.24552241237676,0.024831775278879992,-0.06983399778470359,0.1681788176351294,-0.11467867943929436,0.1738924900219711,0.10621024735455264,0.13697411286559172,0.3225009108558602,-0.023645800412831076,0.0728072041808795,0.11705140434906493,-0.10180499915806453,0.20552576480008342
HALLMARK_E2F_TARGETS,0.1832618699358939,0.13931320564527755,0.28330062565939385,0.029796519256751947,0.12752953376497356,0.03858908526767702,0.11842315141515504,-0.2792245821824003,-0.39798551754460587,-0.042440356850680046,0.029928650999779823,0.1406585088660927,-0.19040787145989477,0.08920483741305299,0.08003111558697594,0.10491140720012196,0.2505830992140605,-0.048730405891041335,0.012637227338212877,0.0843028579512633,-0.04745863464095881,0.13480200901679712
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14287801613838008,-0.23346104585510638,-0.10030651000384691,0.00034180453250947735,-0.1025297950403765,-0.059077429084845944,-0.13134532200742693,-0.3265869558270754,-0.28817219845430037,-0.1318437809250133,-0.19081427710536672,-0.1023756673983878,-0.319055569900742,0.09190531436794823,0.07679613658413817,0.010769022170471784,0.2713237671813361,-0.03315600962851851,-0.06418561461980997,0.11281243118044142,-0.10017843449064814,0.046490075622360516
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04777926059089234,-0.009027713499267181,0.035285167964794015,0.008772743063668757,-0.04915804507520315,0.027392356863711595,0.26945302879756133,0.16964534182003332,-0.22805038519442516,0.052212781943971,-0.08538692826968865,0.1379428293800854,0.3625108930849485,0.0590565319956839,-0.03866960078653108,-0.022086864003067783,0.17524393691032047,0.014202101661113194,0.08639568580984527,0.12522773269832643,-0.07620686099759232,0.15433975587095963
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.006160690324427431,0.18151462321563885,0.18682271203745132,0.03239914990079388,0.11079475142455013,-0.010011089541565352,0.07040673847975845,0.028620379581657845,0.38812227219600937,0.004213636744201729,0.08700761681441402,-0.006039992518691356,-0.20932967731819396,0.04434851629583159,-0.005000377563897878,0.05850673375989422,0.12799630930407913,-0.03478526564408025,0.06522574647330781,0.13673829105102253,0.037190442896940276,0.11386039866866136
HALLMARK_FATTY_ACID_METABOLISM,-0.049754770047924196,-0.02042187204927734,0.010259185190119778,0.07215599721192474,-0.10229192751082555,-0.015852267354409956,0.1189283073515916,-0.046889754702338624,-0.3080976766870191,-0.13238369488489216,-0.008713014506497864,-0.030201903334131038,0.27448043591821986,0.09097292314765056,-0.10871725789304987,-0.03333380836062896,0.1500359582811735,-0.026622956498538828,0.03521208072697848,0.09738187009083224,-0.06661062395255003,-0.007083273193675501
