,MGH258,UKF251,UKF260,UKF266,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06310562700818552,-0.026369493621606798,0.0562784617033228,-0.013431876830932093,0.01840817398355061,0.03762704605461267,0.0660601341710347,0.07298287953258746,0.12735782755177696,0.09065648860297168,0.06824802941916759,0.03663026255218392,0.04024077867884151,0.15032872289583118,0.1150564061336481,0.07120779637808197
HALLMARK_ALLOGRAFT_REJECTION,0.038805096333346285,0.0321358237918213,0.052404997041601405,-0.009852000154835916,-0.029306217909439502,-0.02146676097362045,0.02036375350835321,0.012570004586889614,0.06165990568447695,0.0877950663019886,-0.0097961238538832,0.008514187395710204,0.04833854665483885,0.16695458814493103,0.0300941795617881,-0.044269199706828966
HALLMARK_ANDROGEN_RESPONSE,0.06299571445293478,0.04241890489740757,0.05147291196327532,0.012231344350489845,0.007295769899713941,0.018686791385104838,0.028248539796983618,0.05835928065428467,0.01641986450053454,0.0757407756910873,0.05685577603260421,-0.05802432695459199,0.012381579591942186,0.15214813190661855,0.15225661669501833,0.20597619055135935
HALLMARK_ANGIOGENESIS,-0.037576265265440764,0.028007814734051357,-0.012767573825282404,0.005628211277325914,-0.002058695084905327,-0.03258340356036141,0.008954818075367372,-0.08788387461867321,-0.005408847584499367,-0.05285892627258636,-0.06710897280348675,0.009448641738081656,0.0069792726108077255,0.023562105997318155,0.13502224635305177,0.04008778029964945
HALLMARK_APICAL_JUNCTION,0.03252763811537714,0.017405794186767923,0.06881368050812012,0.0023974483953966906,-0.04273010752811371,0.029346884526204545,0.05906560329412491,-0.02886157684763062,0.11893314433031024,0.08016938931128773,0.10469676496032611,0.051122723714280685,0.09898731464543453,0.19369532428484917,0.1223837869061855,0.10769081215681536
HALLMARK_APICAL_SURFACE,0.011848598618379348,0.06736083375601976,-0.005140801359798256,0.06727873639114147,0.07192921635190819,0.04791626643433091,0.046793059490410745,0.024839772855552403,0.0024007775838112617,0.08366979155639705,0.0790089261841838,0.08386734045244316,0.016424446488349235,0.1793635503413174,0.19505556101552307,0.19988942455207215
HALLMARK_APOPTOSIS,-0.012552762709397784,-0.02516706695656772,-0.01569879246185477,0.03090934677526856,-0.008675210737932315,0.022987237520193764,0.0018443763040654365,0.03276080597095625,-0.00139170359707665,-0.047027389426461064,-0.02604122005202379,-0.017923832197233855,-0.05474591776158903,0.09873150812700393,-0.012874494997395777,-0.006844493342337051
HALLMARK_BILE_ACID_METABOLISM,0.023300263302943047,0.06335130575505221,0.04634073554800565,-0.02370437892063391,-0.012929311158044068,0.01647302848889573,0.028371004826746767,-0.003287571200016318,0.10245164623550866,0.046417240163351754,0.06405143411155886,0.017906738926045454,0.011719119283244333,0.04861109834439415,0.1136498217760588,-0.015004476376070044
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0342032885415422,0.018164974755376644,0.039005295406290524,0.051273754058701076,0.007339721640597395,-0.0017843895652133698,0.056306455070627356,-0.006908042380908625,0.003629976230984992,0.12288636960743504,0.10743441914899268,-0.07719877911418827,0.06022258330649541,0.09287866033616177,0.12150507276485285,0.09120766463834984
HALLMARK_COAGULATION,-0.021348554179544458,0.037460206632494,0.03917177213090523,-0.007380138043912869,0.004379214329997394,-0.013647260109563178,0.06066822776717672,0.015829974683370045,0.10618911263448569,0.05054243491157068,-0.006131976840033243,0.010764698501422448,-0.0587632819620033,0.18537533935875802,0.07753020015533392,0.027805786923754218
HALLMARK_COMPLEMENT,0.0381469345617913,-0.008585930042660143,0.03424939418597237,0.0038581412833110776,-0.002061137102744117,0.04291379180959615,0.02380107024296016,0.03806367570272308,-0.011238858063156849,0.0770534153705792,0.05411535505872578,0.00044904377469726764,0.00749488258773225,0.10367258809338117,0.10587854750404277,0.09690417453812702
