,UKF251,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.015568279438933866,0.03508096869295952,0.02606066887951081
HALLMARK_ALLOGRAFT_REJECTION,-0.028284543172659618,0.00967609495985456,0.10355685149952291
HALLMARK_ANDROGEN_RESPONSE,-0.005575515658434446,0.08298940191439573,0.008789129092795398
HALLMARK_ANGIOGENESIS,0.0680467687433933,0.06860833656232006,0.023445238388766516
HALLMARK_APICAL_JUNCTION,-0.016557240273952393,0.0664160340585893,0.05589588129681319
HALLMARK_APICAL_SURFACE,-0.031648550906801395,0.05346847280199072,0.01330293145612807
HALLMARK_APOPTOSIS,0.019334617362651373,0.042143323510571824,-0.01537627234608614
HALLMARK_BILE_ACID_METABOLISM,0.009904682142536897,0.04275132112281931,0.016728128651921404
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005474162746873871,0.10503193010072473,-0.05158623378178738
HALLMARK_COAGULATION,-0.01805050950569704,0.049606136380155395,0.026106956455270586
HALLMARK_COMPLEMENT,0.03492695484097119,0.07522856477966267,0.017114876752258253
HALLMARK_DNA_REPAIR,0.030147908189461742,0.0720018899266025,0.005155689937602093
HALLMARK_E2F_TARGETS,0.057887654659091535,0.06379700806803816,-0.007707592959238526
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.050797632229500254,0.07042758076625986,0.0323536261511045
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.005614530768328569,0.0838303802042049,-0.026224658998969693
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0010210601756893889,0.07351850390293774,-0.007255127865993938
HALLMARK_FATTY_ACID_METABOLISM,0.012639946823853582,0.08751781510947072,-0.04406349397592942
HALLMARK_G2M_CHECKPOINT,-0.009268548095840294,0.07395374533791603,-0.010291199764181986
HALLMARK_GLYCOLYSIS,-0.013639301739029601,0.10659160410158765,-0.023912665227976925
HALLMARK_HEDGEHOG_SIGNALING,0.02684955815970457,0.05434564004193473,-0.057214029362434145
HALLMARK_HEME_METABOLISM,0.0071861603759328764,0.06808633922649047,0.0023628454612449083
HALLMARK_HYPOXIA,-0.0502523527982751,0.046659641430626106,0.007581111467732296
HALLMARK_IL2_STAT5_SIGNALING,0.052122295924682,0.09473152379085625,-0.03396964850339492
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.025992099488404734,0.09989072838790398,-0.05939006673833431
HALLMARK_INFLAMMATORY_RESPONSE,0.03133025294094859,0.06653362965222315,0.026111528389490803
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.04805710172558995,0.027011387642024688,0.07672464395787855
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.0396408665352091,0.11667809648095998,0.007712847816358231
HALLMARK_KRAS_SIGNALING_DN,0.029445499480065262,0.06308444013648014,0.04794636420371991
HALLMARK_KRAS_SIGNALING_UP,0.046143179476033316,0.01935118065910232,0.06674758612088393
HALLMARK_MITOTIC_SPINDLE,0.00782571520636945,0.05042437900519577,-0.010380683516622198
HALLMARK_MTORC1_SIGNALING,0.013891359225008107,0.08169870731409923,-0.04891431618358221
HALLMARK_MYC_TARGETS_V1,0.054028832182731815,0.07586967776480438,0.0008667334224851288
HALLMARK_MYC_TARGETS_V2,-0.012314611364569367,0.07529510552521865,0.013155232436370649
HALLMARK_MYOGENESIS,-0.0034004958161256227,0.07457223890820175,0.08332441085850598
HALLMARK_NOTCH_SIGNALING,-0.04374453142016841,0.025752168586306672,0.03542236887227785
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.01809854054426872,0.06219543125768884,0.05814311990142458
HALLMARK_P53_PATHWAY,0.03201890598109678,0.031609133341925784,-0.023526850281830974
HALLMARK_PANCREAS_BETA_CELLS,-0.020230774327413163,0.07268841083223851,-0.030095278319784674
HALLMARK_PEROXISOME,-0.04351212739144126,0.07144786926251433,-0.02491674174396125
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.04848154403467615,0.06507860347061263,0.0001589881002065465
HALLMARK_PROTEIN_SECRETION,-0.002477296901423329,0.09925706948808159,-0.006154430792612188
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.00534558863397038,0.06608068476461149,0.011532547675946313
HALLMARK_SPERMATOGENESIS,0.04188580776409756,0.0570165328685912,-0.019660604795463842
HALLMARK_TGF_BETA_SIGNALING,-0.019063800175251222,0.0350042032391619,0.01532347615017363
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.02316675222323815,0.0776420714925135,0.008903140724946138
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.002950869101864367,0.09278382343324507,-0.014632094911723176
HALLMARK_UV_RESPONSE_DN,0.010312196449415858,0.10368686929119719,-0.009477622245090777
HALLMARK_UV_RESPONSE_UP,0.055583627165603625,0.06266010857968422,0.02712633878524643
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.016497211897330957,-0.0013150824229172704,-0.07881759151214933
HALLMARK_XENOBIOTIC_METABOLISM,0.01756507836596346,0.06267894811101109,0.05294600886536553
