,MGH258,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04178387395847949,0.03577985221013164,0.11311725705480713,0.11378448386397168,0.024232475619675394,-0.024240890911065464,0.053409086748136485,-0.038836711105532655,-0.008545282418477828,0.05597088769743418,0.06057400039032737,0.06609174680369709
HALLMARK_ALLOGRAFT_REJECTION,-0.04560268432978657,0.018255134125041494,0.08079266907962696,0.1359826226471274,0.06097687122993054,0.0713635295107514,0.056377946381773084,0.05160015563137134,-0.0060954359367272415,0.06117095623137293,0.05919608617611349,0.19069029335158158
HALLMARK_ANDROGEN_RESPONSE,0.023278619882378164,-0.0036581111416404246,0.002789289059416307,0.09312126437076358,0.07276612065246983,0.06297911997395648,0.04215034375214239,0.022416068856150842,0.06187393267346169,0.04695299542467996,0.04455867289411388,0.13820526326308863
HALLMARK_ANGIOGENESIS,-0.01978790755054537,0.005162835375746132,-0.037263976643128596,0.12322631778418375,-0.01037618003820634,0.014433517195262223,0.01386717033135945,-0.026172598013801715,0.025097703179945616,-0.046087449715099295,-0.02733836134724252,0.03793238773873496
HALLMARK_APICAL_JUNCTION,0.10795325081082414,0.0224043447718879,0.023880258233999113,0.1156782710713261,-0.01122054790380271,0.03860466194522475,0.09941127304873222,0.0037592441796133764,0.007914028786674134,0.02084834050307028,0.025433617232565455,0.053029172234044464
HALLMARK_APICAL_SURFACE,0.05566733482103303,0.02890190865084754,0.09360995700010315,-0.04348336917656241,0.05036791774011494,-0.07160133512747478,0.126081904725517,-0.08899528964180761,-0.02276174276707721,0.003090676568194046,-0.036999257022933954,0.09393059393337198
HALLMARK_APOPTOSIS,0.03418452705502552,0.0866505948756233,-0.10868385970687813,0.02678073823259379,-0.024782087721153978,0.05000470318858752,-0.04693940279111625,0.07653047810413839,0.042712480083962584,-0.07813334510672909,0.10050552166543392,0.18980062680676985
HALLMARK_BILE_ACID_METABOLISM,0.09507968953381471,0.0004492890036521244,0.06437319857294693,0.07279577230634605,-0.059587954552708364,0.0012515744512280032,-0.036068312793037786,-0.0401718158702058,-0.0967322025069304,0.05852126288931306,0.012940585552295424,0.07155920677705627
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.033194090695614034,0.08489203604224412,0.09496380043191996,0.040513233334555615,-0.03443310201315352,0.03697460647506566,0.05485314222457623,-0.033350930305229363,-0.07093866840612256,0.02051123118843555,0.007495807961100687,-0.007682879099776101
HALLMARK_COAGULATION,-0.0650551743370129,0.05777636127325367,-0.031593767753536575,0.12280611376492907,0.030688347458328078,0.08671622143119986,0.1557091084664748,0.011417157901929074,0.03762881575918927,-0.021461276588682264,0.13916879486413192,0.14347926709711795
