,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.009991789392334131,0.12488237362043653,0.06457878176974481,0.0490334412172019,0.02193375774988906,-0.013472963659898463,0.20830817513496752,0.05959194734565269,0.045350088799060856,0.05829657885506886,0.0412272395488533,0.05792048414998308,0.023588870921236304,0.11138134778216964,0.14194158578205146,0.12312355963283006,0.06185631322495865,0.0431558601962657
HALLMARK_ALLOGRAFT_REJECTION,0.04971838315783996,0.09263095073958452,-0.044180824132780794,0.018237608743032416,-0.04530657983991082,-0.0810226652750379,0.23733290699784423,0.0038033346011471783,0.06192547934538588,0.026655506524177544,0.04581992527578681,-0.08127417928595009,0.03206101362846817,0.08825025345479062,0.04861979714477969,-0.0014440514716206893,-0.034839428612820945,0.08599324494308204
HALLMARK_ANDROGEN_RESPONSE,0.008288253401195003,0.0540747430415912,0.035844053503714925,0.046146035965682085,0.05271697397178904,0.014689696981115849,0.22691041381508456,0.007876511128726279,0.032529541023419116,0.018991941715461286,0.12357156588540762,-0.0009412375831147044,0.06302417090429718,0.05385554202395452,0.10805237975890332,0.10061687416120597,0.04498809609880192,0.08098144441801508
HALLMARK_ANGIOGENESIS,0.07841388811186581,-0.08556756671384935,-0.05445489208847211,0.04716215556219782,0.09808414142087192,0.052235030525807025,0.2437056240588447,-0.014222439092695223,0.036224489982405135,-0.08201983797695318,0.07072560451147239,0.06639561285653452,-0.09256985524937099,0.02127184528043402,-0.03462755930919316,-0.13413852685822156,-0.08286904766280963,0.020683807294560867
HALLMARK_APICAL_JUNCTION,0.01230866752060029,0.09947120768224144,0.05719441728944459,0.03226986827571529,0.07875328110556154,0.024725552363774602,0.24716746392093533,-0.03697076074011431,0.06389922327101548,0.03329279391203575,0.12165314713986145,0.03913204376900026,0.01969260764772024,0.11478229591222969,0.1069992415899327,0.14449519273515893,0.015025891375480473,0.019996639288424534
HALLMARK_APICAL_SURFACE,-0.043649797814122406,0.13066327867757585,0.12072867439795647,0.03497050756389475,0.017285755597572616,0.024751018848148003,-0.155722581477422,0.06054291404373163,0.012440025740560207,0.004342262430205656,0.10999285870851386,0.02966548469777156,-0.0035602026466929736,0.13132589053790178,0.09342639974064496,0.07536065008890405,0.006979182212264516,0.025122699401588656
HALLMARK_APOPTOSIS,-0.003147143552440988,0.05845970236440675,-0.06233231404874708,-0.01914950262265955,0.0637604883680449,0.028693794649907886,0.06442070476857331,0.001498741984378911,0.02466023072982626,0.025202807502007745,-0.03570199447627202,0.010610383344659151,-0.039890384200525424,0.04874008442093948,-0.09420315730241138,-0.0633165468035077,-0.015766816501044865,0.028774351856249842
HALLMARK_BILE_ACID_METABOLISM,-0.00566390198628321,0.07525210891265571,0.11270280575961329,0.006963327550178406,0.03602638314016164,-0.031167628801825723,0.23075441257542806,0.010491119694856447,0.04188291360349048,0.040886917667329464,0.08908928887434066,0.023672950729620876,0.056102761990069805,0.10740198270016046,0.11371106132904822,0.12449312706319979,0.1059763737667228,0.0715217718979915
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02332166001188441,0.12155511383850189,0.07735634889146299,0.009728153510013288,0.02675207681541623,-0.022587366170361466,0.1655920936739263,-0.04450717006978703,0.09614553482881041,0.06687896851329272,0.1354530095104,-0.038501059607714334,0.13997755953674917,0.07514382834777797,0.14669562937137537,0.10326986468686192,0.08914247309092901,0.046900757333846015
HALLMARK_COAGULATION,0.02071934663183751,0.09057649808695908,-0.016531744432946985,0.055939739926704334,0.04338602973247967,0.021510994578265056,0.22110968806378176,-0.011439416708175273,0.10114272405217785,0.007479295671666421,0.08145849549312673,0.019982949151243583,-0.0053670547864426,0.10601383675813543,0.08311002044342898,0.05583096052501313,-0.04661932894225803,0.011154558209379857
