,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.019277004147884268,0.07267173022894867,0.07848485463191546,0.029150319651279198,-0.084596175453782,0.007363471212297925,0.07637661243499129,-0.0038716183206298125,0.05893711250096827,0.0007116130166964558,0.03576668106068337,0.0865396144350283,0.06267903161661462,0.08107046244023575,0.06648594601335688,0.06590439984011554,0.1179846294734208,0.07468066842056574,0.16065639711322072,0.07873617995391266,0.08298000145278082,0.11193015295421826,0.13942955541361562,-0.04806362055228788
HALLMARK_ALLOGRAFT_REJECTION,0.0055702536918605956,0.04625859200544919,-0.030476923974659367,0.07043608302351069,-0.0489703378069915,-0.027827544628891653,0.021636468823110707,0.09299920112413064,0.07738447022930861,0.11434464415094875,-0.013375622134166282,-0.16424421375519346,0.010756419833947477,0.008648685740708121,-0.0028311215696722727,0.06373541951809696,0.07844274671987694,-0.0009555177584253592,0.1111782968044405,0.009352551328500365,-0.06883443500961929,0.0773047694767888,0.023810575121207947,-0.040872854351595135
HALLMARK_ANDROGEN_RESPONSE,0.07568065914348719,0.09049221368660361,0.025020633137858433,0.032426282268009116,-0.04151438389933017,0.017834204476542527,0.07328881044986466,0.048600778611189485,0.07520709878449987,0.11435161199714486,0.014333796360952233,-0.0543278419097102,0.07666155143725009,0.07353612459234639,0.08835816829567385,0.056838553673967,0.0058912791372962925,0.05670107462543997,0.1411415117648331,0.08916863628000889,-0.002959498139462489,0.12057751110366335,0.10713182947532829,0.0004703154175311911
HALLMARK_ANGIOGENESIS,0.04666608488991125,0.031039908725256204,0.01274590443278802,-0.013912455766488037,-0.03775566358682886,0.03717132305168418,-0.11728112032787653,0.1530825170295731,0.04294108717434105,-0.07218048689558351,0.01054399799482441,-0.19084060545263704,-0.07473029533634988,0.03933927017520788,0.1001643950177484,-0.12574486030763446,0.0073003407114496845,-0.0342449590791791,-0.045753700843378535,0.08641145087281402,-0.04682202448282036,0.04024130140989533,-0.05738279507032541,-0.12602942592915511
HALLMARK_APICAL_JUNCTION,0.081059637061987,0.06038912730278602,0.05739522316195034,0.052175624922562086,-0.0495415543860438,0.010746087829565923,0.04905939357170145,0.12008582551580728,0.05199613315788075,-0.010175296383356926,0.023965768699455818,0.08631859753719491,0.021310754988086808,0.08574327667608753,0.10429828151393618,0.04346213157364132,0.10358159850205055,0.06670410235451942,0.14935566083225224,0.04641453077276755,0.1447918500400218,0.12109800459495468,0.0979482563325966,0.013706853253528902
HALLMARK_APICAL_SURFACE,0.013490214355512087,0.059389979605742625,0.04547420953782967,0.02373559014503464,-0.08158355662589446,-0.007720786792310712,0.036820895924293,0.0005283675118799173,0.03420016430360325,0.10558950996363077,0.022407398055718113,0.0408303284251831,0.026665703193489845,0.036378352265553734,0.10010910587397714,0.1374619220294665,0.04095314483229606,0.02306899262410259,0.18598309767440732,0.03011704131202615,0.10865322519545667,0.16092201287986097,0.04535310592404143,0.039509689524889015
HALLMARK_APOPTOSIS,0.026271741275105072,-0.027031025265233984,0.03631155502860252,0.021771970031891866,-0.009289542973181124,-0.003131441261699262,-0.018029022572988676,-0.025132559610952,0.03301236418906664,0.030581309883887128,0.044904498188457126,0.03171113675868639,0.08272226659323512,-0.01951809925154852,0.00873976813439186,0.058985041897286,-0.001282765946573143,-0.019944273772082924,-0.08160081463844104,0.06701282740944399,-0.027883333434637593,-0.005700904139822332,0.07065846587204934,0.007803126457675157
HALLMARK_BILE_ACID_METABOLISM,0.05005383280987148,0.05182458971787114,0.029207653673737354,0.04694148928096607,-0.09974518885092486,-0.011239323890501153,0.020513556971412602,0.03808615082015906,0.055053436444530014,-0.0026410900473793717,-0.0077210697750918315,0.000875879401337887,-0.013176369084174395,0.050368728642863576,0.10324214305666508,0.07690039270291603,0.02741550717649508,0.054259499199292696,0.1636020504013045,0.03281875925984736,0.07343025495565933,0.07141310345702685,0.1413701756485145,0.005268761728324008
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0031262624198772114,0.01977371690186819,0.019871050343842383,0.060581326909212696,-0.0023552803079142652,0.019648537018774406,-0.01537307523485992,0.11123236609137604,0.0617882633972071,-0.02293100660072406,0.047845518105111534,-0.1146350676732928,0.05074407357580817,0.05119130906708135,0.017000189257688737,0.07594566108244573,0.049046995709087195,0.08829029667323622,0.14311070033852252,0.09323328307194237,0.049900062562923966,0.08756174355573595,0.1587731004594628,0.044873418529141146
HALLMARK_COAGULATION,-0.08468490713503589,-0.01341786555061712,0.04244903626145068,-0.010596755456164064,-0.07466243151815363,-0.02607598320034593,0.0657627931882936,0.08166534039521499,0.01802029225268055,0.04642535915865055,0.03347464544321274,-0.17082433483620404,0.003970667644905406,0.03407451273705269,0.012592096059948628,0.0680544357862191,0.09428918047353356,0.024752175493925836,0.10619544540562283,0.05157170310627869,-0.05788862073615211,0.09820236896497975,0.0687695430152275,-0.01741293224648363
