,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.0914754915781281,0.12628539353721963,-0.037828684413472605,0.05109977434294877,0.09552216593180028,0.03584969430985767,0.057370478649048234,-0.014082666502217026,0.052913948281695725,0.027958833622991838,0.007191398513644687,0.11695814900545048,0.03259239393660317
HALLMARK_ALLOGRAFT_REJECTION,-0.024899404502516532,0.07690038622347552,0.05178539168463287,0.038255020357857,0.08445558322921522,0.028690956455361852,0.03249613022522063,0.09849991042590524,0.054085609211711766,0.038237625814209995,0.02103094395180032,0.12691336443752954,0.0644445699631052
HALLMARK_ANDROGEN_RESPONSE,0.08166761233854629,0.10434549620607432,-0.011155096834075362,-0.0019350754325218483,0.06249168179706768,0.05220589415842728,0.06440888122879457,0.06755554623834453,0.0630737501877714,-0.002866800645568702,-0.01471580309911834,0.08918362609382284,0.003624296376811743
HALLMARK_ANGIOGENESIS,-0.04007627842940085,-0.037916373539726225,-0.025063151289168674,-0.05657759446000591,0.1208410143396087,-0.006608163244049576,0.039779495867953395,0.06879056598583237,0.082414425614294,-0.009442339996145448,-0.012904351828877147,-0.05732770706845736,0.06858126539051126
HALLMARK_APICAL_JUNCTION,0.05888239154743729,0.10267314679715339,0.006112911939179958,0.0282852178236245,0.08492623425427454,0.0845953112697209,0.010075547078459148,0.015024264755103578,0.12150798478977115,0.03210925750023062,-0.02907688879508289,0.13138523479114753,0.04390238266319088
HALLMARK_APICAL_SURFACE,0.06155311892364021,0.09549796686703436,0.037868834400281104,0.05337879030981355,-0.023793064628654728,-0.02588123459948761,-0.0009444352507890811,-0.07520614684508305,0.08208592354240386,0.05480226635996924,-0.040466561415954824,0.05303097705360871,0.05637979300598689
HALLMARK_APOPTOSIS,0.040464710001385136,0.030318645832020402,-0.021924346979313197,0.01715832804298569,0.016390024925942017,0.0007559225632377618,-0.011484297456347688,0.03004613162178121,-0.005028322693684803,0.021609388223513545,-0.013880866434795363,0.10236811166145063,-0.021616358157097233
HALLMARK_BILE_ACID_METABOLISM,0.14663255936363956,0.0498539071801137,0.030951597395272052,0.031202966599806422,0.057435925928961414,0.02192171513692926,-0.027615313455647612,0.02533718977862819,0.0710813413324762,0.008201533712524169,0.033707050075486335,0.10647938108844361,-0.017018210175017475
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05625611585233222,0.03363730644699502,-0.03714694483925574,-0.015788890173736806,0.013131622911345365,0.014382512965096543,0.06982005720212751,0.07359795705140915,0.03242598317489187,0.07165137597609761,-0.020195622051267022,0.12613647766412672,0.10539939109137024
HALLMARK_COAGULATION,-0.14162126067560746,0.10610130004812399,0.008980703123614679,0.07568532444966833,0.07615556463836996,0.09713898687919167,0.08993243718851254,0.1253211930183573,0.07811182379265103,0.026108749213769,0.04469128806349963,0.11005980331329161,0.06973153590887822
HALLMARK_COMPLEMENT,-0.04084840197570794,0.055201756714097695,0.0011077055279354764,-0.008357568965028456,0.10122273992079309,0.01376395389931456,0.08480991616756674,0.07596604876543794,0.058998872983784,0.05862838875639887,-0.00743925699926833,0.059645967467814656,-0.010478280512294035
HALLMARK_DNA_REPAIR,0.09414919915589089,0.10203917360473622,0.00950891093729229,-0.030429529397919878,0.1063647387351292,0.07502900582717993,0.06350094738508655,-0.015168184517515004,0.0699336480609007,0.05957754480671068,-0.059753305333086364,0.1085822795160031,-0.04592911962629906
HALLMARK_E2F_TARGETS,0.12020176213186344,0.08788817737355478,-0.02780858060904418,0.06914107727463455,0.07618848859133497,0.035399824544023746,0.07202923340439633,-0.05853577635562112,0.04334015385435364,0.006737969256914119,-0.0542025208868092,0.10305886658305959,0.010360089976469805
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06071083496952603,0.0451893500185649,-0.0032571001630450802,-0.005801104930988384,0.08623070293597875,0.05734051761400933,0.06633655540235299,0.06824239296780289,0.12420036355550515,0.0074978751683633235,0.01075681363549699,0.07684119278915731,0.013598980112675756
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03981700089369197,0.047992474420240315,0.009589644590210165,0.03329408015109784,0.03592009305951224,0.08507104979520419,0.03958916704537936,-0.09444523118900973,0.14863383715510972,0.041423209591458135,-0.0017426185932986594,0.12044990935528374,0.007117092112320519
HALLMARK_ESTROGEN_RESPONSE_LATE,0.007642744853313318,0.07984799598717994,-0.006576544404830803,0.046202131136891804,0.023972521477619038,0.0062471971479154415,-0.017875025212482968,0.08737214646448166,-0.11844707052797487,0.035607401546728985,-0.0351147862577861,0.06074400975033183,0.003800741963468766
