,MGH258,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.12839645601208943,0.02180188196114491,0.003439063386172678,0.12759434121890317,0.08085091349687731,0.033471159539037475,0.026093638734030818,0.04776105162793995,0.019157365084832657,0.08127619307332265
HALLMARK_ALLOGRAFT_REJECTION,-0.007197437511619537,0.016048050773173228,0.03256111242934882,0.08743061476911247,0.0764327723998996,0.08837075321679858,0.005016126204882691,-0.05125508933363637,-0.03408767372994332,0.009136940972068337
HALLMARK_ANDROGEN_RESPONSE,0.10785473270786089,-0.024078811571811937,0.030655893879835777,0.028044007655005677,0.11063979869757755,0.054972354151258916,-0.01846640238194665,0.00811866928067082,-0.028570060638678483,-0.035716455857238705
HALLMARK_ANGIOGENESIS,-0.048723473571071464,0.043894804757867716,-0.10491817255519693,0.02349950839861971,0.06698532355615057,-0.03543322885769907,0.05076803393169996,0.07481194801874021,-0.0008756075693098868,-0.1399890725033388
HALLMARK_APICAL_JUNCTION,0.09062082000345069,-0.016934796911703884,-0.033271332216622124,0.0871307124820388,0.0646732796140192,-0.004992711035505654,0.04426703437505171,0.030346424272907985,-0.01721101608624193,0.03359724492815427
HALLMARK_APICAL_SURFACE,0.12937376462954286,-0.09657142115676644,0.022142822674531375,0.1612471461248129,-0.025431583083369947,0.051862307426666705,-0.0745920924761801,-0.04714398423362641,-0.011425781999833478,-0.0028982735136772243
HALLMARK_APOPTOSIS,0.022347576836156135,-0.01999867994517059,-0.0030868891934351223,-0.06698779202607429,0.03642446838193215,-0.01072372182384874,0.06763626057123126,-0.006627923275424428,0.018645719494431025,-0.05099335782756684
HALLMARK_BILE_ACID_METABOLISM,0.08336647467224853,0.008271285269462598,0.013970329009287212,0.13765158987838125,0.08229833938165519,0.045326848594133225,0.041733015864491144,0.021935247236372087,0.04326146607886868,0.1482844241950041
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10555940928104993,0.045689801620231556,0.030955568488298807,0.08733492496788337,0.08023330948823455,-0.03786891123679035,-0.022206477791489935,0.03202434228770806,-0.018953763001341255,0.04197938279082807
HALLMARK_COAGULATION,-0.0454656126983109,0.06535928113849546,0.010757594815594735,0.07802833537350252,0.09090722365582105,0.04464244921372517,0.01792730368664813,-0.0657809770201557,0.019789416983314,-0.04106806825322349
HALLMARK_COMPLEMENT,0.023578589878759534,0.03977579596323227,-0.029199213708796065,0.03154073256089774,0.056053521904380274,-0.02069139788266115,-0.0183383104361586,-0.015407079070420021,0.018639145357821775,0.049356034426132726
HALLMARK_DNA_REPAIR,0.11689916751199177,0.014592992175585599,-0.014591745807133459,0.1272391878170715,0.10136034354110895,0.043315978771309833,0.007462873481238283,0.02815445996987023,-0.00745923606717423,0.14091700094390827
HALLMARK_E2F_TARGETS,0.09531849185497698,0.002912673626575733,0.009492247939071856,0.07709247897694411,0.11806796565309999,0.04015632156347802,0.02716386330792077,0.012524773317138325,0.026381103012714804,0.1481874481447678
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03575077592348657,0.024874659847808334,-0.09308859517222763,-0.018563774521998887,0.057164332118871904,-0.035726056587914085,0.0636980754954731,-0.04003639100058082,0.007907720908278232,-0.0671861695507286
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08093119547894718,0.0344182229996624,-0.013462535492073756,0.04162856333712392,0.028087409305251745,0.020440794944109296,0.012944412975936586,0.07268467594872574,0.043696349046652476,0.0991682560678837
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.013712296390627118,-0.009329022183705576,0.01994108927526833,0.0726114477986184,-0.032168080772346806,0.009041694683307115,0.01914811929165265,0.030422307203002142,0.011798788396985973,0.07800695257139387
