,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08659852135721831,0.10665631093230495,0.0412585550571637,0.3135009502503643,0.03875873688464822,0.17542496645519864,0.10755536594147631,-0.10704515403684986,0.0902727278608312,0.026812328018557135,0.20336115216861175,0.0914722469387578,0.1836133742200346,-0.053559655182040096,0.09253957295229363,0.03351330927518381,0.21352127726400902
HALLMARK_ALLOGRAFT_REJECTION,0.14705975286639372,-0.05084461858870291,-0.06867983010369594,0.16582034022953612,-0.043861853569702416,0.10223217038402804,-0.1180958481327078,-0.24197979096749075,0.07970028246839606,0.017113016325667925,-0.35653426197883376,-0.11303209704189732,0.06287480130126152,-0.07042985435015071,0.05417704179217697,0.015615918935423502,-0.017873358839409107
HALLMARK_ANDROGEN_RESPONSE,0.004269925893395249,0.06915392882228122,0.0035978043331996792,0.16142529824724608,-0.0034608446278209123,0.2071760108462749,-0.02722687173955738,-0.24896276453062804,-0.03293077621407385,-0.03264525290077997,-0.09951386377751875,-0.16487956409334584,0.12611534422311552,0.0008533641902086659,0.04508634275272509,-0.048828377206508844,0.11499407212966668
HALLMARK_ANGIOGENESIS,-0.21944992564888305,-0.08616318761057049,0.03730736868106868,0.17519072532653626,0.03841411488282819,-0.2786662904515852,-0.08976651920896617,-0.3012264872157784,-0.16056752650199335,-0.06297385784753373,-0.30811770629393714,-0.3769021651789789,-0.09470498741844566,-0.0760028150586967,-0.06605621198068841,-0.19146107163278112,-0.28167457114062133
HALLMARK_APICAL_JUNCTION,0.018559739806988065,0.09035470692059598,0.01293943061606271,0.37934669616658906,0.04639437796592065,0.05164175967840645,-0.010328143161465428,-0.2345444874603238,-0.08079003841211313,0.04331685214567641,0.10002491338195268,-0.2219682818619683,0.17769924379306545,-0.019505448335425623,0.10071175365883858,0.005725034820258988,0.25469549306276185
HALLMARK_APICAL_SURFACE,0.18265617526655276,0.14694454498102522,0.03374081027701221,0.20174868841762436,-0.0035672692292587466,0.060815996761189164,0.12069241398871508,0.17324519181774198,0.05305810243927404,0.09681481686478596,0.19197216479910542,-0.1034232673900016,0.11926461489137807,0.06040894397168679,0.0647622907508392,0.1222759113829803,0.27449307056078204
HALLMARK_APOPTOSIS,0.005476608975299117,-0.016732544806863665,-0.06422156964745923,-0.06727701478990213,-0.03633350713592746,-0.03364958370599789,0.04057581868312575,-0.024079981190182193,-0.146147065639488,0.05695162229381359,-0.07646531752957123,0.20359446355018185,-0.06261015050842171,-0.02658341659053399,0.02892231713351925,0.14271022579884976,0.20473704871174148
HALLMARK_BILE_ACID_METABOLISM,0.005211491541253702,0.1025566728254232,0.0018012764412503946,0.30045576092692644,0.023855155911558484,0.04954864861702969,-0.0056290730633808995,-0.3003445561075949,-0.11286336039822197,0.03367427551973253,0.00010251143831378512,-0.15167365091327184,0.17606083819095072,-0.05124625852641599,0.06193574091208905,-0.04305202060063439,0.01383247373608935
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04393465692378403,0.0864542404542436,0.009539381150115555,0.2517694041640375,0.033853459756937515,0.019395479325814233,-0.08723345223542033,-0.22921763478044724,-0.14223351310222115,1.7641022299446963e-05,-0.2501276391519307,-0.3041806676219211,0.15750541782944985,-0.009077728111368552,0.05491705242587113,-0.012590131692879515,-0.01584793162689921
HALLMARK_COAGULATION,-0.014418608937098159,0.02118863151103252,-0.021436860120668946,0.1852634000186976,-0.0076834044483421494,0.1064524721932785,-0.12365184180539249,-0.2762169658862349,-0.011861055348276578,-0.09333453372488786,-0.3666139996589187,-0.20720366978768165,0.09929120487223932,-0.11730518220757911,0.07537492770155417,0.053956537194268524,-0.14586904149604057
HALLMARK_COMPLEMENT,0.10891585496569575,0.015458375162524293,-0.023529426320957687,0.29931989526801756,0.006046027075696001,0.17802889020999377,0.09233220067863043,-0.1881727686770309,-0.08937863718721475,0.0865537452980566,-0.2163954095360026,0.05265751929138236,0.11016191446333674,-0.019715754720747682,0.050363134887577155,0.02519961540650911,0.25319481106725517
HALLMARK_DNA_REPAIR,0.05670167053096707,0.13452849289879965,-0.01148436761507313,0.30148376358508644,0.021603426046562166,0.21581624998960972,0.015475143345419235,-0.17346968579399447,0.024707617914359038,0.01729628262465384,0.2363729738687486,-0.1685786491171765,0.16138706783118428,-0.03206805178729449,0.10490903186389657,-0.09790716887287919,0.3029942048598731
HALLMARK_E2F_TARGETS,0.14804460741238704,0.13471434500887083,-0.02658777804634837,0.3156873781892012,0.041357979898308736,0.1702527983079576,-0.061961307063285856,-0.23287293911420603,-0.03396456880561242,0.04128644804178704,0.28472949976709994,-0.18871218163419343,0.08782499333347724,-0.04422220753452109,0.09448147330695579,-0.0735972577054326,0.13951385811463066
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.18874147496203497,-0.028172293465038727,-0.00964994401641853,-0.07258859153109638,0.004441953282889063,-0.18236824610720334,-0.09954594206566532,-0.218065478227711,-0.16655034897719345,-0.04079472690461453,-0.28157129989795854,-0.3383906352608987,-0.056907311348688594,-0.07166775878630091,0.05045143708332893,-0.10458268525088425,0.12926461779989912
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.013785827642319304,0.08143475969639762,-0.03108426935446245,0.13720742316604603,-0.03415597166457075,0.23149741659600936,0.06952784920402603,-0.13117087974774677,0.021329255233809644,-0.02937263601679309,0.3417247960822103,0.3392996597710028,0.10621840924380141,0.028237693855757636,0.05515513511885798,-0.05673889083274012,0.24064734302101384
HALLMARK_ESTROGEN_RESPONSE_LATE,0.13122161306042016,0.06211680127184258,0.028154730365106018,0.30449608069259254,-0.01603771032990217,0.07708672323269382,0.08212734660011319,0.18954805999639232,-0.025758499766681625,0.029597524478555407,-0.09161895861447303,-0.2502674211240208,0.12095745971398199,-0.03569918529917221,0.062019547039574935,0.06940906300770035,0.10829002230468562
HALLMARK_FATTY_ACID_METABOLISM,-0.06142242855305958,0.02385894069455952,-0.01590995000411273,-0.1184922801161457,-0.014975690768794491,0.11427272386215603,0.06014813038380513,-0.19021891586443837,-0.09904362129483979,-0.006992990639620175,0.06629612070574309,0.2248597063982956,-0.03669317958847247,0.08584381190403212,0.06934214843020625,-0.043250765620487144,0.03196710855861305
HALLMARK_G2M_CHECKPOINT,-0.04115004120585772,0.11493438095353316,-0.0007933473998088644,0.23360692401283292,0.017854581987463248,-0.01923013014951127,-0.08182252174315459,-0.24013018555113338,-0.10691638312267711,-0.001992769246564311,0.017155936656644024,-0.33195037635679003,0.0456244106586615,0.019860692038053233,0.09668622024733507,-0.20473385771452268,0.1332099170467589
HALLMARK_GLYCOLYSIS,-0.04417541219540308,0.08748931814683289,0.0296348778236272,0.17759036642259846,0.04750723239986919,0.008751824912222405,0.11990767026942377,-0.1383025196921188,0.08868461115275597,0.0729516926248889,0.3802824935497659,-0.023645057959183497,0.07325610277723565,-0.008292836996245275,0.08134940015451714,0.0045461776476105435,0.3102207468351532
HALLMARK_HEDGEHOG_SIGNALING,0.18341821034806433,0.16211800341223154,0.04681402881114888,0.28623768601846794,0.08024951634433196,0.25942262002902533,0.14687751658974174,0.274986099076435,0.20083753800816004,0.0997006209648255,0.40382516718524364,0.2964997883271226,0.10560540996169746,0.051775947426314584,0.06049011080628289,0.22192367584222705,0.25341024810919294
HALLMARK_HEME_METABOLISM,0.053662639407563474,0.11481416114879595,-0.03820658126308259,0.26388704862353246,0.07417711160669238,0.2575635660091546,0.11061678335756721,-0.1775917556798238,0.10741870347413028,0.001677350668938563,0.21517344622523477,-0.06519447486257814,0.17420933094947819,-0.02122564942737596,0.08924736039261283,0.0676694259700275,0.1717219052400902
HALLMARK_HYPOXIA,-0.2568637844505993,-0.08045799543818719,0.05638624853643602,-0.2648924672337346,0.0006870574049637337,-0.14534241972500384,0.026940052464286712,0.23184828024513024,-0.1618488708879581,0.029979369900256975,0.0004993523435382227,-0.26314391530240216,-0.11710975983909751,-0.009285841878931323,0.06821431639131122,-0.23792436044441723,0.22815580286950982
HALLMARK_IL2_STAT5_SIGNALING,-0.0001161037975833255,0.08939534001077212,0.019919210313013698,0.31293028932083994,-0.009831812290745331,0.1080299374623717,0.08426150833542215,-0.23656263461570173,0.015199202124704301,0.056795070058248416,-0.09933499484556362,0.004612882764177548,0.12108221218069405,-0.059900256651530835,0.10550384581716575,-0.021712917299326562,0.014574829307160973
