,UKF259,UKF260,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03817397686260515,-0.07080129526251569,0.011669322489919592,0.14073997810131153,0.11447958222260597,0.09423354178645618,0.07970810345071967
HALLMARK_ALLOGRAFT_REJECTION,0.011344413368158307,-0.029610274268429722,0.025458516655868204,0.0713375682499853,0.059820769765900145,0.06734150119488413,-0.04382564311227163
HALLMARK_ANDROGEN_RESPONSE,0.043419550229863414,-0.06098999422688304,0.017633213274901034,0.09313932179726056,0.09048181375196052,0.11409979227698057,-0.015275378498926372
HALLMARK_ANGIOGENESIS,0.02205638086218533,0.08569539653569798,-0.05385566530257729,0.014955404152070383,-0.09258100589985169,-0.03677990000732357,-0.04947320793113902
HALLMARK_APICAL_JUNCTION,0.014417473145208469,-0.052897302598925576,0.03159735177969571,0.1341482890330703,0.1046974855695037,0.06177026623122825,0.04702288866515421
HALLMARK_APICAL_SURFACE,-0.011192442498215261,-0.03098267591111066,0.177365811143644,0.10430445294205161,0.06567716833092098,0.08973695525472643,-0.028681253303163137
HALLMARK_APOPTOSIS,0.04683208113015237,0.036553002330006114,0.025877056494566737,0.03564762072627624,-0.029306573717974328,0.09579084904192567,0.007598365508937347
HALLMARK_BILE_ACID_METABOLISM,0.01881936601247759,-0.06595812414784984,0.03228352895920538,0.11206589343785188,0.10238102241637224,0.07672901211787991,0.06071127990538393
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02459873886479806,-0.08052372802802626,0.09257904475368735,0.10038949547639538,0.12763084635954033,0.10016729785965728,0.06691214897306937
HALLMARK_COAGULATION,0.023118880249996268,-0.06154639035122802,0.14599241635847363,0.08819681282706594,0.07285706362868957,0.08800569753078602,0.0996790624374124
HALLMARK_COMPLEMENT,-0.02401958307300913,-0.05436908369230719,-0.011012974657905404,0.08677114996792584,0.07484334369511712,0.1049904919796974,0.07045450440788252
HALLMARK_DNA_REPAIR,0.07528257223185673,-0.057651083538634094,0.07050131444038672,0.11329186834101351,0.10992261111015045,0.0633982787452662,0.05167778208298364
HALLMARK_E2F_TARGETS,0.030918335127961806,-0.07221937432591138,0.03565090092065074,0.0895883191848769,0.076255416519581,0.04976435553691854,0.0434357841037978
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04744199473754995,0.059875834020049895,0.0334675710469445,0.08179304505345517,-0.051554039700196806,0.05078071229696389,0.04049388150410948
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00464023967864282,-0.07457179115617552,-0.023406887392390337,0.057911049814360446,0.061124835281027606,0.08172955493088306,0.032624310538020104
HALLMARK_ESTROGEN_RESPONSE_LATE,0.039027059218398934,-0.039789993688010096,0.015076853987093063,0.09918647542820341,0.09218708929161093,0.09044503511504595,0.1019439556027137
HALLMARK_FATTY_ACID_METABOLISM,0.05659160180996886,-0.010469900227612457,-0.008774881780933573,0.016163944307015166,0.02262338556578711,0.07664352232276646,0.009837949960058861
HALLMARK_G2M_CHECKPOINT,0.0225567025906025,-0.0004824378241544683,0.014608679080294777,0.10096497669492947,0.04509210306770195,0.06000111440055696,-0.02026279128531523
HALLMARK_GLYCOLYSIS,0.02715423894927022,0.014143850605229045,0.008165335647045259,0.12873927050494283,0.0756881537908207,0.0877100725454632,0.034951456649425644
HALLMARK_HEDGEHOG_SIGNALING,0.00933353049268509,-0.08776678867751952,-0.0607810253516778,0.0724551140863045,0.07402481371737428,0.04266138423800421,-0.01328046445934584
HALLMARK_HEME_METABOLISM,0.0561711467151317,-0.09638428700041847,0.08369071669694725,0.08443085340127625,0.10281144300923428,0.10695444795392735,0.060446780698857
HALLMARK_HYPOXIA,0.03806653857740829,0.09758718650583287,-0.06867997777249053,0.0634290355188432,-0.102856907764274,0.01986604914469595,0.0004259892329840195
HALLMARK_IL2_STAT5_SIGNALING,0.06972250967495272,-0.12449580706741496,0.11803757998903076,0.09330569180590075,0.07964773405817632,0.0612652415843346,-0.011647594848097869
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.00999051664783371,0.060027363543195024,0.08046833896026344,0.02185705326821407,0.06711009985627472,0.11045278652287514,0.013899035609824742
