,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.01684736109041424,0.155645864345176,0.19335594393094954,-0.0064354243842894955,0.03730843261005404,0.11677663856227571,0.06412666153963273,-0.13854586601963417,0.07357773535378144,-0.046519431151089224,0.23570294957792715,0.15363973053460744,0.03658776724361525,0.010826832550894045,0.12270801412680378,-0.01250388516834899,0.1233113223299886
HALLMARK_ALLOGRAFT_REJECTION,0.03417869892394413,0.14544239931498307,-0.01919525304326129,-0.0018297129071648752,0.07089593184585914,0.05052142584590384,-0.13610211661415095,-0.40239670348121914,0.05164233866768033,-0.09555058344568138,-0.5119330890854064,-0.22428385821317,0.043470207768168206,-0.05925166824476842,0.1535143066003886,0.1533402911328619,0.0452211664556614
HALLMARK_ANDROGEN_RESPONSE,-0.009224218524619923,0.02449844461140909,0.1981257896501189,0.007710753566425973,0.04860673812632671,0.23327918423033336,-0.07574706783387417,-0.3828504931260435,0.009140591963122054,-0.05884053701985582,-0.20165899347797694,-0.17941744713724947,0.006851205697971653,0.03205469196595236,0.1668107484410871,0.05242269502975831,-0.025362938480500467
HALLMARK_ANGIOGENESIS,-0.026922511319903655,-0.29028221525400916,-0.08938673320608345,0.013668493415298017,0.022390262934680306,-0.303504583931603,-0.1560998458771723,-0.505569284629902,-0.07764530628343144,-0.24859930447841738,-0.5030162607976457,-0.4926380344835979,0.019785713785971788,-0.04412756527138239,0.0346591165379666,-0.03649811758302204,-0.3095147161029872
HALLMARK_APICAL_JUNCTION,0.028299934344088413,0.06321626877139362,0.21903828865233077,-0.017389006927991963,0.037123693020216106,-0.011450091777054286,-0.1000806609256248,-0.35362559729676696,-0.007431228270949339,0.019952368839708058,0.06844445354576423,-0.2972387898087212,-0.002415965563088464,0.030738853267769786,0.15981844059793787,0.03904662241156183,0.2021859441433444
HALLMARK_APICAL_SURFACE,-0.014565838518769041,0.3080564300343053,0.25271288377836265,0.029064816878676937,0.03627195630141085,0.015060672709001398,0.10196659547922705,0.41376182763537867,0.03130113317000443,0.23431344779362384,0.44536103696881435,-0.08396484914527805,0.048806811879501026,0.029695830045331054,0.12391075015356186,0.1905155625712697,0.23548764911610778
HALLMARK_APOPTOSIS,-0.020592681859974853,0.05658901607990578,0.020513557876667,-0.018813466753882076,0.044257712916299284,0.037116625772887664,0.0026182168052974407,-0.03854273849218775,-0.04660486489829842,-0.03643077015155719,-0.15281636438146123,0.263379911504047,0.02854163076998196,0.026536817715570236,0.11322527213088623,0.0948190959511138,0.1950744818041594
HALLMARK_BILE_ACID_METABOLISM,0.008219134547514674,0.02280746524074142,0.16199819256015854,-0.02667324120514267,-0.046489013170273624,-0.03437841967224497,-0.11181784079844366,-0.47722986702286213,0.027048630984441893,-0.0767022257935135,-0.09455075385590381,-0.16786533084170852,0.012210196878231685,-0.0025595446623501005,0.06255300103324626,-0.06961536143606153,0.026248537083071642
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0011459894296525536,-0.05249589293537593,0.15974309111043392,-0.000248284964710221,-0.024911236941098466,-0.045331524447822055,-0.19624208816879624,-0.32005843953596047,-0.03558085113364354,-0.09333372699176529,-0.38239024624786827,-0.40513155531376166,-0.014245899513755461,-0.015698079099171525,0.0582906941766864,-0.12881407492629302,-0.06334591091246984
HALLMARK_COAGULATION,0.054859331787501055,-0.030412115181730922,0.08857941578467085,0.04365363196998194,0.01825693771627322,0.13654599953836113,-0.15445227110092663,-0.47643506315276196,0.04211007339270516,-0.21704420500405325,-0.5672178677351561,-0.30886792827062065,0.05528778749766676,-0.08196823642148926,0.16593972675588833,-0.022494278599146517,-0.18239194987392446
