,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.13987099636646055,0.10270798383972239,-0.02342078707157811,0.1255591505478264,0.03372275720692077,0.10698473562365429,0.06595293917247885,0.021555723316957393,0.05114438059008359,0.017446642573684393,0.018452570055177416,0.13259445331662068,0.07254944181305782,0.03317013317354414,0.081955722392393,0.07139381744711518,0.027983095810077956,0.09141745559134475,0.022734064630331077,-0.1669344123695132,0.053336299055428714,0.03157347771603,0.17406679333324218,0.08358634279526635
HALLMARK_ALLOGRAFT_REJECTION,-0.1265579962005528,-0.017346581767243612,-0.036145171634769935,0.0624760931912664,0.0017598894308002106,-0.03119009742574021,-0.07705260860042856,0.050542412018468555,0.15168117165642328,0.050039226073727607,0.0180680650190999,0.13382669998923014,0.029572981872076666,0.14067568432830765,-0.029778958891593644,0.013985919444992754,-0.02429518870343422,0.023073728926914873,-0.03523764329960136,0.06512241496490662,0.012529792355313306,-0.057694630839003905,-0.07399853099392414,-0.03649594052201018
HALLMARK_ANDROGEN_RESPONSE,0.058183437936838604,0.13077395688257723,-0.005485512510960829,0.1069590747952865,-0.019607950217278444,-0.114145020271226,0.012962472657180403,0.06270576773853805,0.09513041040058741,0.0600814119563984,0.017657330293729748,0.08994590094217457,0.04379917876399016,0.03766354637301147,0.13875291472245735,0.15765372993922783,0.0100203575623514,0.14818709426826074,0.03918461460364643,0.1494294758137893,0.032381360592121426,0.09611749709612048,0.2247936970041962,0.1577783049251441
HALLMARK_ANGIOGENESIS,0.0012230385713869409,-0.018220400479085828,0.02181116726653909,0.016419681558796726,-0.04619439473643734,0.025522714570444992,-0.018511780715274418,0.007536608704902552,0.0012020150120458956,0.0787111647845198,-0.0846381481566761,-0.0816609512432476,-0.10093652365118308,0.056737016060520506,-0.03441807050909185,-0.15211070160561785,-0.03045735431904193,-0.11997906970182638,-0.009460046760833715,0.36274647857842357,0.000915530831957167,0.08291455112898956,0.17517872251924105,-0.05798745700173032
HALLMARK_APICAL_JUNCTION,0.053809321374648944,0.08631206229146149,-0.04109064044657354,0.12049562709106017,0.0279199921008792,0.19604772389777994,0.023196628163560565,0.03336052623755545,0.06646848400983468,0.05572809022285597,0.08537302887182423,0.18218790777643828,-0.03388763079570554,0.012276124106579455,0.12368018444549919,0.10915849832731299,0.060725303564624016,0.14800686931605245,-0.022234188141277554,0.06545975707680723,0.06563409298386395,0.06201235621195543,0.20529601641984127,0.11392806216786541
HALLMARK_APICAL_SURFACE,0.0140692125148198,0.047563334923022754,0.019657666793265857,0.07354628285723652,0.07797541009210988,0.22806648100830224,0.1469438376924567,-0.0216519771637966,0.1054412141939787,-0.04697300375049977,-0.004906435403397751,0.13854020310075096,-0.03595277990464109,-0.07155363516864975,0.053696023203278764,0.14662999395483317,0.12057843173294645,0.14131482848689983,0.0797068497110095,0.0802807865202899,0.0715420652439595,0.08667365816698976,0.2493783857632755,0.03239334824152943
HALLMARK_APOPTOSIS,-0.005334486502926223,0.04703903292034389,-0.020285624268269804,-0.1043771851252178,0.02042768829109703,-0.14828816968686567,-0.023867038898921764,-0.016122060049475653,0.08296168329678232,0.018778551400575844,0.04557607587967928,-0.004346427254666886,0.06065080876388656,0.1663462047686739,0.035447740086451046,-0.006137964464690301,-0.11324061165235674,-0.1707427901008242,0.03695035159607312,-0.07262683338945919,0.03430054653449908,0.03410368394142879,-0.002657063951942032,0.10734141255311759
HALLMARK_BILE_ACID_METABOLISM,0.12195373252635153,-0.003640717293262766,-0.006236956696376657,0.10538144447555284,0.001896921146765885,0.21095816438338943,0.0005082878833489792,-0.011722568912980078,0.02551898172693455,0.06507614500635345,0.011673398539764103,0.04330847137589932,-0.041603658325598994,-0.057232201375757664,-0.018655719510427157,0.1168071652587854,0.05004766057920119,0.1517506787601082,0.007829189169271866,-0.08906923205823988,-0.0032991375354227423,0.058667297496439785,0.0758645872628075,0.07443542446562433
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09013150170971586,0.10245642567329274,0.0012328841137517542,0.10657917755471563,0.04134974610406882,0.20324313837894425,-0.04710722738296853,0.05297781823591295,-0.026370584178944643,0.06801755844504524,-0.028685412591789968,0.1433936903714706,-0.05023304284752519,-0.02518873923818202,0.10576075314556056,0.16580937447434885,0.08709160291765505,0.1216140632129917,0.04926403744313982,-0.14243325886641078,-0.010419678550690514,0.15926675714669059,0.10675038531988516,0.1535362517908796
HALLMARK_COAGULATION,0.07783306214644191,0.09119312805775825,-0.032293832643966694,0.07070900512480191,-0.006012984818514519,-0.002353661642271743,-0.13457462582320306,0.034964067204192505,0.06228650147519044,0.10263564060518816,0.026532514251605768,0.06857345091791676,-0.02022604474820912,0.11276366464148013,0.01946530173629205,0.030856695588783057,-0.026706537771775316,0.03392959009918842,0.01656738806817022,-0.1417108374311451,0.06820899089871622,0.026682460958634087,0.1620681118057468,0.04520860763424037
HALLMARK_COMPLEMENT,-0.017933231826632857,0.049622320189911036,-0.009587534684366475,0.08176041298810022,0.012291457904591971,-0.11460434060448677,0.010080892889253205,0.025941683486208057,0.09097039859422473,0.04494196383280405,0.01375562310596219,0.09172723885039535,0.02808353107706747,0.08395874458922171,0.09617897803175587,0.07573755782384947,0.059076747359938724,-0.0007926701342885099,0.006869756735455415,-0.018257730246935337,0.07048620897353669,0.11454543628439715,0.2054171756211245,0.21749683046931617
HALLMARK_DNA_REPAIR,0.06646460349900617,0.126699444168243,-0.007582954261559058,0.12219017135405273,0.021409689495214802,0.1164983225138714,0.09445232191631533,0.01253811175495531,0.075351519818891,0.08619960807700283,0.016190518421773662,0.12383174426691855,-0.008696947712990072,-0.05310790411168662,0.09454620025504132,0.13596015231681466,0.051164643526961005,0.13074114303180565,-0.003291127156629125,0.02669921235773918,0.0691055549054846,0.06835442560556866,0.16562978761632857,0.16618854542449113
