,MGH258,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0033463794687141,-0.03128920273721031,0.07762473876916519,-0.08046631338188986,0.005332136218730213,0.03221372423447758,0.07739807665813599,-0.03031416226298077,0.09116118523568933,0.05071148233698794
HALLMARK_ALLOGRAFT_REJECTION,-0.0341934410206851,-0.01982342025767198,-0.08460330987895606,-0.12151992966639996,0.02308182247309186,0.015199253672633438,-0.1303528574611231,0.04920461100413113,0.16011582537330604,0.040252565775919014
HALLMARK_ANDROGEN_RESPONSE,0.06266925605138146,0.05033208318245316,0.04138388823270035,-0.12580145635301593,0.04672623745532313,0.01230155193367466,-0.04879911098303378,-0.014335333677731125,0.07186877652190088,0.06558062273048028
HALLMARK_ANGIOGENESIS,-0.02287854540847231,0.0583590824536637,-0.030544106665827096,-0.16777038835697522,-0.07016565244511619,-0.03450467233032528,-0.10545121783127097,-0.001412418115181718,-0.03384880789882114,-0.07294972158612306
HALLMARK_APICAL_JUNCTION,0.05822215811459361,0.04024625632458279,0.036434043216151235,-0.11512223122133362,0.018571619115302838,0.04370291352152424,0.020534853778088634,-0.03163234830188525,0.13474372365426018,0.034666507900526215
HALLMARK_APICAL_SURFACE,0.019685531009816248,-0.004226729716736497,0.1383612887647974,0.15024551802638214,-0.0031896904498746608,-0.02849402173527797,0.07115132014886334,-0.016172621778492137,0.07880214104023656,0.10173209615174642
HALLMARK_APOPTOSIS,0.0037966927809828673,0.08422961838011177,0.05694664780762898,0.03245836621011626,-0.022383610530145676,0.049766524085723934,0.007406072870756118,-0.03165413576397672,0.12452488465443559,0.010093300825162826
HALLMARK_BILE_ACID_METABOLISM,0.024982129545174644,-0.08452019115977888,0.03902033087433652,-0.1470450525954014,-0.04553454062775109,0.08803005582078925,-0.016941861000190742,-0.012477881607934827,0.06490608389559013,0.0013776249733940414
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005224241108113322,-0.028531642445148886,0.0028719438871224177,-0.06611226113691816,-0.047844427948610976,0.04515754284532972,-0.10728572276062419,-0.08303599223046494,0.06506577332669437,-0.011999768905820588
HALLMARK_COAGULATION,-0.10180243063897537,0.10497960011205218,-0.0486821911116091,-0.1260513237030862,0.03963022685365087,0.07100904173873754,-0.1474903444858009,-0.0161365135327873,0.12277590551612158,0.008872754533408377
HALLMARK_COMPLEMENT,-0.052006516450635976,0.07323332566794867,0.013546386403738389,-0.08230230401005133,-0.05905836264137583,0.02229594839027173,-0.039418752630579285,0.004497212407721105,0.05583050465237701,0.05959661328780984
HALLMARK_DNA_REPAIR,0.020492256617599618,-0.035629242308052506,0.04808625117122821,-0.07044745730525398,-0.020396646622594203,0.036326263542481314,0.07402073760543686,-0.030355020557556154,0.09502432398273891,0.06962031884916237
HALLMARK_E2F_TARGETS,0.06774574367288937,-0.04513673635186348,-0.01556108263676635,-0.13030005791517343,0.018346034361107034,0.05570712701419842,0.11136301785880458,-0.06367911462906078,0.04676701738170257,-0.010344669489279862
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.005799851166902679,0.08094994179660969,-0.0281663055200914,-0.09700757019687774,-0.08167723708716099,0.0689341695813912,-0.08980208199056225,0.01080860651075154,0.09524627837315651,-0.033768573710994024
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.00610203896825739,0.0974266341813943,0.09141044775714006,-0.08225250012761892,0.07534827076595024,0.029933522616917195,0.06509522943243842,-0.005660273800904788,0.08692417835641347,0.02667024269364481
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.057038972523726854,0.016865304630457656,0.05582928353608575,0.0905470162760859,-0.011837273277957078,-0.011087111610375872,0.03489046837275591,-0.002023311223813029,0.008445255452160301,0.024706758010826738
HALLMARK_FATTY_ACID_METABOLISM,-0.048756069823746286,0.07452128112956324,0.05981669691135122,-0.10434086975177588,-0.039711974739499147,0.021409652670374688,0.036622774159110444,-0.012853294112465642,0.01808842956653585,0.05389763803836661
