,UKF248,UKF251,UKF266,UKF296,UKF304,ZH8812bulk,ZH881inf
HALLMARK_ADIPOGENESIS,0.048167075398082494,0.046693587136704524,0.0021602372660799295,0.01849666380400679,-0.016265019205810957,-0.015452398695635241,0.005775845508529991
HALLMARK_ALLOGRAFT_REJECTION,0.013944241573705754,0.14500346651307527,0.03838893991016215,0.0035199771959630844,0.12248552480195825,-0.002909149055551452,0.02761888311910983
HALLMARK_ANDROGEN_RESPONSE,0.06746628559163687,0.006811997617102923,0.07395331419354263,0.027127183036631492,0.1455334435962484,0.015921488893776748,0.0422203000652267
HALLMARK_ANGIOGENESIS,0.01525591967907835,0.0036139360687347036,0.09964114971131532,0.08723931168803499,0.06560081412357896,-0.016307632559233315,0.002378630481777646
HALLMARK_APICAL_JUNCTION,0.047454211716074744,0.02657307484020224,0.08135252635837627,-0.05216908380109891,0.11512784714084641,-0.014843176623921463,0.03775689790824574
HALLMARK_APICAL_SURFACE,0.006169454094866288,-0.057244627753306035,-0.0020887087055177344,0.04870795353937464,-0.09607657831561475,0.0995478457686443,-0.023110517534578965
HALLMARK_APOPTOSIS,0.021338726983017448,0.042097379079596015,-0.04634661790835132,-0.024337733908172902,0.15404273832141271,-0.023892455064268524,-0.03070480786556378
HALLMARK_BILE_ACID_METABOLISM,0.0022513923878259433,0.005563411468328594,0.028606509759333525,-0.044009117305500785,0.07854656394163648,0.012954858250977237,-0.003062302655893316
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03070828403001687,0.03941509414543031,0.04505806651880374,-0.007241884189453775,0.16226965960191334,0.030033147561981204,-0.01195828421444784
HALLMARK_COAGULATION,0.06936947627927716,0.05930973267510827,0.0380281229281489,0.008722391424844322,0.1685618813087141,0.019503501573939416,-0.004770652245238634
HALLMARK_COMPLEMENT,0.010642683687499913,0.05144662973968154,0.02683066817179036,0.020444189333370326,0.11308586950693363,0.0003935302379383539,0.09921646214258635
HALLMARK_DNA_REPAIR,0.05417529910721661,0.04930149668393812,0.046747822276033184,-0.013641693529428464,0.034066153534798936,-0.0007531390434156017,0.06529500976873513
HALLMARK_E2F_TARGETS,0.04440742157559709,0.014073142118893019,0.06692097815658783,-0.021946149291139992,-0.010412329212214239,0.048045330266147324,-0.013835018581748154
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05451970065386055,-0.00628156874113826,0.029107667125873815,-0.0222014358597131,0.16929187390708458,-0.025374614780029763,0.04723127857250019
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.014449948710109918,0.0052358592782933405,0.010647390404085065,0.06801014904659453,-0.05973747949593429,0.005473486933759538,0.02760376498115102
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05376309172879445,-0.0013481788394291458,-0.009922949503510959,-0.08313822524921691,0.136001590814962,0.007972657957560027,0.0100685495517907
HALLMARK_FATTY_ACID_METABOLISM,0.03354521968038513,0.016854967987625844,-0.03742980303422751,-0.014239529108284138,0.02267366099718841,0.020222388662094762,-0.05031212049670936
HALLMARK_G2M_CHECKPOINT,0.034799286800030166,0.06373536891177158,0.057795714776758746,-0.0164167535541888,0.030865891293555648,0.0037276043007135272,-0.00598192788480038
HALLMARK_GLYCOLYSIS,-0.010067965104743073,-0.004840426901441405,0.03562151881536549,-0.02863087974010431,-0.053653824148937185,0.015752234289123646,0.0702465909365713
