,UKF269,ZH1007inf,ZH1007nec,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.21250785258683705,0.07627450848221556,0.03478934841377743,0.1313873321947398
HALLMARK_ALLOGRAFT_REJECTION,0.3072165741943823,0.11757637360646132,0.021367219910414417,0.0729060094625454
HALLMARK_ANDROGEN_RESPONSE,0.2302507227305084,0.06827265036549948,0.11916551306888717,0.16508642014469213
HALLMARK_ANGIOGENESIS,0.3642011648288176,0.10237473456789162,0.003654481814791192,-0.018152507431537023
HALLMARK_APICAL_JUNCTION,0.2885046836379747,0.08017825802712485,0.05765054409121558,0.1305452016785115
HALLMARK_APICAL_SURFACE,-0.08367124821693088,-0.039387442190006186,0.022037363529573403,0.0940912106814831
HALLMARK_APOPTOSIS,0.04963179439550329,0.018651562829261663,0.0353087770744976,0.005930874544064846
HALLMARK_BILE_ACID_METABOLISM,0.28279472162240477,0.06114240126500914,0.05002850856661954,0.14708067161104166
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15310333208571164,0.04221644898100623,0.11267945347281351,0.13306690979477295
HALLMARK_COAGULATION,0.2898778078931111,0.04492819409923539,-0.0070926048547961555,0.1150572247095625
HALLMARK_COMPLEMENT,0.32807053695835864,0.1658374463318448,0.09891163390969042,0.10248478975358995
HALLMARK_DNA_REPAIR,0.2701046024720947,0.11921596181432292,0.15571297138676338,0.13478054601332967
HALLMARK_E2F_TARGETS,0.26569528864605796,0.043831436952204324,0.06634959775567767,0.11582622473713543
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.3134494495994716,0.016479074343586624,-0.07256323326120484,0.027491341903548766
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.17024270301383237,-0.02271256270796793,-0.014877006326786008,0.11897077404121292
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.006383005328189198,0.11709356434524835,0.03422865020207974,0.12707594857884325
HALLMARK_FATTY_ACID_METABOLISM,0.18398259314568735,0.013870174718256944,0.10391231406005752,0.0077647777324424665
HALLMARK_G2M_CHECKPOINT,0.2588057598532467,-0.0019786237511448955,0.09558340681809632,0.09462879041824195
HALLMARK_GLYCOLYSIS,0.23941349634594672,0.10349649228755316,0.17548030236373713,0.11545932749241906
HALLMARK_HEDGEHOG_SIGNALING,-0.17089305881167638,-0.05121913884499704,0.10230929837242705,0.10126041156942718
HALLMARK_HEME_METABOLISM,0.2781841894962661,0.10266697982377138,0.11325998449710975,0.12652787420841216
HALLMARK_HYPOXIA,-0.09894326316130826,0.02400426713066429,0.021483414421299776,-0.06799005451380238
HALLMARK_IL2_STAT5_SIGNALING,0.30567378808982626,0.14026713842953445,0.07058668308313298,0.10721670346937509
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.2834722141222635,0.12954533647738833,0.04911947912519752,0.07029026244918089
HALLMARK_INFLAMMATORY_RESPONSE,0.17422089235136276,0.01771765254944322,0.11817901761660193,0.08319025466865872
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.33870314336820956,0.09554566066638075,0.02704423411258712,0.12890228933249434
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.3325098198167014,0.07459487850753632,0.0954322863728029,0.08020003095292569
HALLMARK_KRAS_SIGNALING_DN,-0.07384878621023443,0.03060141170029684,0.10806269728718411,0.10174174117619285
HALLMARK_KRAS_SIGNALING_UP,0.033422105456183966,0.11747570136595391,0.07791820980346813,0.1162887929519529
HALLMARK_MITOTIC_SPINDLE,0.25622569264739464,0.06759446081216718,0.05710812883125008,0.1258169649146699
HALLMARK_MTORC1_SIGNALING,0.2701422578022947,0.021828339023722117,0.03258256279967362,0.044956514665523424
HALLMARK_MYC_TARGETS_V1,0.2611769479367901,0.10659617112788698,0.09710891144076858,0.09540283561540872
HALLMARK_MYC_TARGETS_V2,0.1188271468562132,-0.07767487143945409,0.09616856940335379,0.06348169649717422
HALLMARK_MYOGENESIS,-0.0994699327993749,-0.025578894700295535,0.024050335438005766,0.10026073813190378
