,UKF251,UKF255,UKF260,UKF266,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.050074001618098433,0.21509354959839602,0.034168359661778724,0.00382941829566639,-0.00019708811100340611,0.07954092131260547,0.23245592616932018,0.16665066687785868,0.06679147568879922,0.1611064456431325,0.1040337436667835,0.06779813203893746,0.10059607655632803,0.19382303884081578,0.027494326846216204
HALLMARK_ALLOGRAFT_REJECTION,-0.05254950864756075,0.08999921090665304,0.08646569370163565,0.07661493739631685,0.03612043103792327,0.07954284237233128,0.15061492472268564,0.1529694665113013,0.18510316205423247,0.112703242955613,0.09277863183222963,0.04512802799524318,0.08564560740328013,0.22707881189233428,0.14268376616490683
HALLMARK_ANDROGEN_RESPONSE,-0.013796219279792533,0.13435440555345282,0.007085100204571389,0.0649087307323426,-0.030505265750813696,0.06822490640055591,0.1673060594382247,0.0817773536301955,0.02196236673868058,0.16928216463514142,0.08491584334380337,-0.07117418613816279,0.057535085456302405,0.25199352772162675,0.10631022934010546
HALLMARK_ANGIOGENESIS,-0.10677865001913348,0.15884268627266473,0.01575095783704741,0.11560115905148347,0.08609480980341427,-0.11495243092252216,0.18472986609564074,-0.00323684190235838,-0.0652899739440224,0.055396378797318846,-0.03994097955068076,0.00430668830028661,-0.0029453262518503824,0.003572221277360895,0.029382137434620623
HALLMARK_APICAL_JUNCTION,0.06723906676562112,0.268719063709666,0.11300078588261582,0.07716177418427084,-0.010197509411360382,0.12174814191126788,0.1984413097307282,0.18398671661060453,0.09965777902030099,0.1634672885413001,0.08150694835455836,0.02349748605000456,0.06439408058499438,0.30641028691605815,0.06882477114140571
HALLMARK_APICAL_SURFACE,0.04642375744125422,0.18388366019890076,-0.016073094405648233,-0.08810358088568053,-0.056275783317421134,0.09499548070322374,0.052477149584486155,0.1272535872390206,0.09937082384564429,0.10039298762528705,0.07095397763966382,0.09080234153179839,-0.00590128595846884,0.25623308194686795,0.01440661067242577
HALLMARK_APOPTOSIS,-0.044189858589873315,-0.04305479825985244,0.04700805757060014,-0.034219879873423786,0.027387651494843096,0.04878087204217511,-0.0023089487775620624,0.12972890863179276,0.0595092645816547,0.0175095186301529,-0.005687457496150084,0.014766002536184888,0.08108435776604539,0.10977581046360958,0.063658597251726
HALLMARK_BILE_ACID_METABOLISM,0.07059230707024136,0.15018862307154573,0.008162869251569185,0.06716315479311619,0.03547642323847764,0.04321155928383573,0.08294630499901537,0.01329376995553595,-0.04233975688494267,0.13840669939763697,0.04304108814611292,-0.05572271427646907,0.06194786517542722,0.10246005424470495,-0.01212473783050231
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.016267199305702355,0.17976546167789187,0.0577173673904112,0.04265391129136449,0.006114139014361015,0.07884255390402506,0.08789132722835087,-0.04243033318364487,-0.013013580575327187,0.1553436489392071,0.08363179598280451,-0.04117793004526271,-0.02226330416926215,0.16010513820565891,-0.05885547742960663
HALLMARK_COAGULATION,-0.11585244792082498,0.15238010888868994,0.07809813367328206,0.10598771467938524,0.05994679939088603,0.04678767416169296,0.17057015130756187,0.275908420267316,0.17495238932188886,0.1454806679699968,0.11370148042704672,0.05580263004706144,0.1279717131330191,0.26884509267571893,0.03132758580843913
