,UKF255,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05191962217352237,0.06024618360667531,0.049516877186917795,0.11605112673537965,-0.001136971385438526,0.0707960779664057,0.024170320912901506,0.06719533843458565,0.018205138512587583,0.22603905870954463,0.05999484871840012
HALLMARK_ALLOGRAFT_REJECTION,0.061690723283244896,-0.058725721366207254,0.14633105564962282,0.044818908209394305,-0.027969988262027925,0.0598067458273743,0.060971396636742545,0.06300085410927721,0.13411600043964594,0.18408484248841092,0.04824248323244086
HALLMARK_ANDROGEN_RESPONSE,0.07273392898500508,0.05711151530722212,0.07550208046888951,0.04298914358544389,0.06000585646981191,0.07981643112434694,-0.026850476423047165,0.08985239865064991,0.01984675425195865,0.11951001290194316,0.1075467192477126
HALLMARK_ANGIOGENESIS,0.01635728066529965,-0.0056939682887880315,-0.16040259857830924,0.018302688095476794,0.08753368384115759,-0.0057709651599520215,-0.02430808260060651,0.02417644267755375,0.07136098761037706,-0.189787909091386,0.08546761389845595
HALLMARK_APICAL_JUNCTION,0.06837473251924683,0.017796357755222276,0.0002470427461303874,0.11403433454074735,0.009689740678022855,0.05838408946669244,0.0012479951112117763,0.12957543316062434,0.0625295890763054,0.15586341263223927,0.0750676812774495
HALLMARK_APICAL_SURFACE,-0.05351771838898262,-0.057245204408407316,0.08332754706805415,0.10351912630923127,0.015004191689264437,0.07879171689833356,0.04917777358066747,0.03922269466911087,0.041601454338254226,0.11826724534367122,0.07203470141801165
HALLMARK_APOPTOSIS,-0.037496364675982295,0.018615012106352115,-0.011847480060597992,0.0837200529068048,0.14528157413105616,-0.005938442791589506,0.021432796556309686,0.04514424973756384,0.04443411640814692,0.1736381558256084,0.02777274364957029
HALLMARK_BILE_ACID_METABOLISM,-0.06832819552803733,0.037956278406715734,-0.022805390712556356,0.06357481164996368,0.0708998220730676,0.028324691851879958,-0.02820568273321025,0.07018547371965353,0.041961642196896624,0.2246810723063069,0.0761096042619709
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.026718107452531482,0.030677018818965167,0.08237777068623844,0.074042405758358,0.04140874114534145,0.06585076907677748,-0.04702663475757402,0.09643497519533414,0.06245541537139992,0.23148995151275453,0.08823126863761344
HALLMARK_COAGULATION,-0.026201550037571093,-0.02516274701429455,0.0035795233293052587,0.09756939911610772,0.0004074621837495343,0.052099875444823265,0.04415789727864095,0.030078598351177595,0.11815898132098704,0.11447601050177009,0.030197260478707754
HALLMARK_COMPLEMENT,0.050628032607014595,0.07173714464080164,0.061534424992915296,0.12351200850199887,0.11525024919812911,0.07481053949225594,0.04747297025049661,0.0014506472786339104,0.11189261118179117,0.25193191192534026,0.005918569186433078
HALLMARK_DNA_REPAIR,0.09254082149808222,0.08034727480405938,0.1325633995449659,0.10210010820555812,0.06274122347045127,0.06509025816751762,0.015038260277640382,0.10856738222301571,0.15637466457368251,0.23365611253691118,0.12551939532610953
HALLMARK_E2F_TARGETS,0.030310948046884275,0.05097472205171906,0.16409306958245506,0.10758012291694904,0.019731791328397395,0.07400664058875533,-0.028931113707927784,0.10278335945261416,0.00597772275375582,0.17608783903005212,0.11933415564025703
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.005706133177153819,-0.0005954711512003376,-0.014892990483553494,0.14271031181698393,0.1372706593765227,-0.0037799113102287897,0.027664973576477885,0.03993275016500458,0.08680925419724074,0.007895375674192745,0.08495599293272307
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.027702151256447434,0.01750146053412721,-0.0990209066275152,0.09357165174870352,0.061063301337011475,0.03096744756468641,-0.0018113015302867498,0.0565199000345072,-0.040646660165653596,0.12845977737187267,0.09257104581217303
HALLMARK_ESTROGEN_RESPONSE_LATE,0.020190229822037442,0.045571422096213,0.12124923565827081,0.0859992093406953,0.009629372406997754,0.06492767502880109,0.01227434073972226,0.05084004442459043,0.10786628693074105,0.2078362018091048,-0.0007315462090232959
HALLMARK_FATTY_ACID_METABOLISM,0.004948300587563041,0.08712134895382138,-0.07961104613969301,0.13499654036264178,0.22144690155443394,0.04656109948909167,0.023851224596192582,0.0019418035249187374,-0.02851451872748719,0.10269869932194273,0.06210014851068235
HALLMARK_G2M_CHECKPOINT,0.1502960038712284,0.03761115533085518,0.1926048476711829,0.08821791713967952,0.033425744920837705,0.03163348273992734,-0.0047954256910770566,0.07228678277265407,0.07024943359136926,0.16504624363556678,0.13111451952460354
HALLMARK_GLYCOLYSIS,-0.005277352177530927,0.09054963330884991,-0.12569895923419253,0.07950382766805035,0.07036265550801618,0.05829837835053622,0.026020908501214843,0.11110247753107029,0.08520628526111686,0.18211853862537003,0.0700848966034934
HALLMARK_HEDGEHOG_SIGNALING,-0.025492447415213945,-0.08400380452521732,0.0700931885577682,0.18259491726247196,-0.05566742602357993,0.04286394247775265,0.0024174376649419207,0.037239970868288744,-0.002637533517315903,0.15761832272608997,-0.03983474710386976
HALLMARK_HEME_METABOLISM,0.04635715123820442,0.01825441088445641,-0.010551947879578492,0.10192211842989106,0.031220220457939023,0.03839241815100678,0.03222977348215306,0.05898548904135151,0.09469859019054383,0.17452206442215706,0.01750927798310893
HALLMARK_HYPOXIA,0.0019026935727870949,0.06820095073468013,-0.1767452384601313,0.10059360853708277,0.1743078039584153,-0.016930380274690425,0.015186827187098163,0.044552760064094754,0.046019539156783494,-0.011967521829375908,0.10180489845710242
HALLMARK_IL2_STAT5_SIGNALING,-0.005452783884530166,0.052879117308913745,0.03160345864849634,0.1867322887933014,0.07079135500639983,0.07023144346177768,-0.008617755550114854,0.07434729237853281,0.08341082100411934,0.15839100496413563,0.08511102727768415
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04045447895981921,-0.07240092378776143,0.12402376360822125,0.058280000859221984,-0.03166942513095537,0.057041640857462286,0.03826483921828814,0.09332455637616806,0.024000108033718034,0.20275841987737792,0.10567014906661278
HALLMARK_INFLAMMATORY_RESPONSE,0.019146934228423302,0.0956048520502222,0.1515169745982118,-0.0016950865365591267,0.160601984618512,-0.026603221863984606,0.01122611332216983,0.014732239846743355,-0.07725878352593536,0.07972498203058209,0.05718183597796204
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.015554734314565928,0.0151291377988146,0.10082119824188161,0.02440314226251857,-0.02708483888221687,0.04236788052450666,0.03614231991952129,0.05177949973767282,0.13092417599408437,0.2116267894983975,0.09701988378506564
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09250619606414325,0.09597053627027752,0.011052062429946238,0.11816387127259194,0.10443643716124755,0.07153202886940954,0.04989868119120217,0.0613465077203193,0.05406692119547745,0.20922839399419663,0.10499070970007707
HALLMARK_KRAS_SIGNALING_DN,0.061277015806322666,0.0807296662557704,0.04507261599337957,0.1165400986471841,-0.023934842432551024,0.04561824062680264,0.04322678658750153,0.07664391660308426,0.10242357081100885,0.20276279842974868,-0.012301224426236443
HALLMARK_KRAS_SIGNALING_UP,0.05764258835414039,0.10808240427836183,0.18525178425053226,0.09574853436406043,-0.0044064940691618155,0.06741083185858546,0.03270510189031354,0.10276010325165189,-0.06305061264164796,0.13341246624522288,0.025116120232403127
HALLMARK_MITOTIC_SPINDLE,0.028368427097031232,0.050408707291492764,0.03192552554450637,0.08429334564543473,0.015734222847222375,0.07013986836157737,-0.0032347512526751587,0.11487988822550846,0.13691800230673765,0.13601167337503484,0.04873274758640247
HALLMARK_MTORC1_SIGNALING,-0.016494485102738914,0.04022524337412334,-0.1169244501447229,0.11274996770608266,0.14270965037960645,0.02821238505942747,0.04762666683985512,0.038429193845180856,0.09106582544744331,0.023643111062620608,0.09559761121027428
HALLMARK_MYC_TARGETS_V1,0.0899506968785019,0.10104233725154751,0.18840657019045584,0.10552273918429977,0.052672014454546084,0.07080410044012024,-0.016751052395261503,0.13914006039124813,0.25546172224399544,0.17284071229609124,0.1591477704665128
HALLMARK_MYC_TARGETS_V2,0.04733747527028877,0.08848624853545026,0.06938535484057176,0.06366260737296481,-0.00107289249576993,0.04951825516281529,0.017259411674658012,0.09632895249335961,-0.07961525649370839,0.1580281500918617,0.057613278420328734
HALLMARK_MYOGENESIS,-0.03153023952882944,0.003702443360271644,-0.015072738165081595,0.09654210563688799,-0.021483283898557526,0.06464382579758964,0.04741441010923815,0.05533078209972167,0.02418134911348417,0.10430373280937405,-0.03990587299620992
HALLMARK_NOTCH_SIGNALING,0.04928300837470982,-0.0162025982646537,0.023510688323646167,0.08860008292625159,0.0031332491850164347,0.06158596978646338,0.05725530182613075,0.09976213109681689,0.08198899755189117,0.1558250482956605,0.10344895675312842
