,UKF248,UKF251,UKF255,UKF260,UKF266,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.04165251131795318,0.03583118309237553,-0.10919338184014973,-0.1381708256757472,-0.017284919135685185,0.1409749464009674,-0.08670371403977827,0.07594727501379586,0.025795536373126468,0.043340038914103464,0.08185393226201217,0.04109091166835554
HALLMARK_ALLOGRAFT_REJECTION,0.010517426812652574,0.029790688508277947,-0.0226818539159318,-0.08542684996751494,0.061936559242849104,0.07356678768891549,-0.1461351103364132,-0.018389751755819507,0.026802639146271727,0.026701989981532625,0.0849584743058163,0.052584221542298776
HALLMARK_ANDROGEN_RESPONSE,0.013670954933050754,0.008632500916200577,-0.0009796658482347153,-0.035409847114880905,0.05668061332079261,0.06900504261120641,-0.05346558196952726,0.09454016438816759,0.034745487446904866,0.11974454847330045,0.14119230102327107,0.11261134710316041
HALLMARK_ANGIOGENESIS,0.05902075292482252,0.05735839683569251,-0.06741915549985203,0.09582623625943516,0.15375808767625013,0.07228295577930088,0.19908357838440188,0.10420907438137163,0.06169351385190821,0.06968600505507512,-0.0028758561382729807,0.23104130218174654
HALLMARK_APICAL_JUNCTION,-0.015881069061940152,0.02830734950368423,-0.0676573297290409,-0.08835317972092524,0.1035798737797167,0.16322910195574664,-0.09252494153774926,0.13083159934526256,0.0029494845455329713,0.09199852386213529,0.07895455918613067,0.07461759585831991
HALLMARK_APICAL_SURFACE,0.007221363514353956,-0.028623576241590194,-0.02052150672713229,-0.14845249621583914,-0.010492155589793968,0.08919537491837044,-0.19873709371567985,0.11792537331324587,0.04959209651622732,0.03551162560435777,0.08025445924409054,0.005887488668553194
HALLMARK_APOPTOSIS,0.031011693199082188,-0.006105682023485652,0.082310597378812,0.09391800900206713,-0.08483945310554773,0.10502313616913941,0.006837246637516302,0.04798431436242374,0.006011856797209742,0.022944955856682492,0.07287886813569204,0.011878751513552688
HALLMARK_BILE_ACID_METABOLISM,-0.07846882272538279,0.003587885703514946,-0.06846228965055942,-0.14103578918278786,0.09159895783581301,0.12989770842076329,-0.18564769867822417,0.0707735906605731,0.024495165436007008,0.038154435515421234,0.07359645432873245,0.020903296171826936
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01106034877479955,0.022933852322411873,-0.07669650913907428,-0.12317665311195457,0.09311988726537905,-0.020533593039959202,-0.17103924696821587,0.08202889089311487,0.03123111712072963,-0.013648577551543072,0.029027483090630204,0.024373649870333865
HALLMARK_COAGULATION,-0.006336494803039581,0.02426846158828778,-0.05491540972626883,-0.04098733878261267,-0.037636539673546514,0.134568470821713,-0.07512701146781552,0.08846380763924233,0.002725456146210972,0.027092691018607652,0.0995996405998104,0.11670066217103423
HALLMARK_COMPLEMENT,-0.022970557225069074,-0.005075089789904063,-0.03552699070423015,-0.002608555605496329,0.0006223883849109895,0.10552240707315505,-0.1691373103178188,0.11572382669426878,0.028072645464620787,0.041373620271774776,0.07521807934309332,0.03795679520801566
HALLMARK_DNA_REPAIR,-0.02966763038446844,0.034147756957391515,-0.07490184105367452,-0.12548503143665388,0.13420234976746304,0.13616290125244637,-0.12923127918227967,0.10499353620591413,0.06975610556108044,0.09553061343106332,0.07808668131842054,0.06263549400744099
HALLMARK_E2F_TARGETS,-0.03355831140117778,0.04984417488448983,-0.09152502061929381,-0.13624919226081847,0.11022153574727446,0.097886525581876,-0.1321519198720753,0.13096003778819632,0.06467498315623976,0.0466585512136299,0.05812350786726729,0.055033640552970685
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.042146785336460296,0.005306664556375042,0.1654939088597399,0.1223892133023149,0.09086482896138878,0.1735495275920635,0.027596483491274207,0.18516520276569473,0.06784607273671456,0.146551375516109,0.12069884626330708,0.17811657766562056
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.008059888935266988,-0.021950095428655024,0.002516493683718388,-0.08349714132490262,-0.019940265364278602,0.007159267144704851,0.09819403575967085,0.150792832644884,0.03312646097975835,0.048578205249188586,0.10787631926039151,0.08732779081587086
