,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04029566871513816,-0.010087249105933086,0.04553812797616555,0.05281836096538116,0.02857778069580582,0.05847921087008989,0.13595468637384067,0.03236802331034647,-0.03946763737023568,0.08626347030266482,0.08435008498304196,-0.06292314600795869,0.04867166580946149,0.0234888506747377
HALLMARK_ALLOGRAFT_REJECTION,0.02066477232604351,0.005233778528282583,0.04920695457877524,0.10057521103734143,0.005510224601288497,-0.01856058979797224,0.16351960674198407,-0.030290382826317533,-0.03316141272039602,0.07333516206306075,0.02376071170912496,-0.028042625085029877,-0.005360431817694627,0.023902515474763523
HALLMARK_ANDROGEN_RESPONSE,0.02976673047565764,-0.06232023086005518,0.018190277239165192,0.1140801471493712,5.241198304672385e-05,0.0587244023691603,0.09014274788409578,0.05909417601905236,0.0529972043092851,0.061130216348513185,0.09797523300157056,-0.010984207214092925,0.07132332237375186,0.10043650842203797
HALLMARK_ANGIOGENESIS,0.018557251245622384,-0.06474423600335345,0.0007547474654051627,0.0739181123172295,-0.011573424433512924,0.04842874406328301,-0.02919616558478656,0.06881545551932337,-0.07970231955172419,-0.05737406705901125,-0.04824356659408547,-0.08324409147736209,-0.03551078846010299,0.034962949564011365
HALLMARK_APICAL_JUNCTION,0.033199441509765004,-0.016047144557282948,0.017117856682227425,0.09129881143980045,0.01696598046178088,0.03843731804538728,0.16941557811740937,0.07398358265141926,-0.008493760257847208,0.008233830328707196,0.10958267174413908,-0.011956925682175362,0.02082436017223346,0.035078085909495876
HALLMARK_APICAL_SURFACE,-0.014332958603296796,0.025216270043742,0.053439759446909214,-0.08190213044862814,0.048491217528575374,0.018971399335794996,0.13844939190871874,0.0585147577816483,0.06195669314877047,0.07466983991136565,0.08632626899875509,0.002779089812511289,0.0058665279146730516,0.06288793798371965
HALLMARK_APOPTOSIS,0.053942069981158455,-0.016161579690980747,0.03507722772230589,0.03524266598435876,-0.014695048047369728,0.03219119911842517,-0.06822441982634365,-0.05039316066522231,-0.01799439985016601,0.02093395986511742,-0.012278527684384963,-0.05229439957833423,-0.017513262094459376,0.0029335871090725753
HALLMARK_BILE_ACID_METABOLISM,-0.04560186255317131,0.06517911946030384,-0.0070488141836202054,0.0806929996192594,0.05918144034049885,0.0310996127685962,0.036073047355987424,0.045372683154925035,0.04144651827323991,0.06489306995781417,0.1024052718083593,0.04561233941262117,0.06987001759108506,0.027614217040131624
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01790266595340808,-0.045694730003703284,0.07802761392483358,0.09703476295179442,-0.004708619893288165,0.015540151478192646,0.1437772220147254,0.1262942927364609,0.07272471786051465,0.05490524774424735,0.09569958268129237,0.046814191591395125,0.06199742829739978,0.06255204821681691
HALLMARK_COAGULATION,0.06156393616207003,-0.0717255934557745,0.052900105843282544,0.09846583802623868,-0.05433059449657348,0.017187766010505576,0.11368791104987637,0.01905214723511857,-0.014566535330177736,0.05765257503809298,0.047270035034309314,-0.11027116991644371,-0.008743827248224343,0.04730411970326447
HALLMARK_COMPLEMENT,0.047377056129490815,0.008138592688204167,0.06748656792927629,0.0642697117557607,0.08134316579698207,0.03536748375408087,0.07795144180393528,0.007223653155657439,0.0505886963718427,0.10297188303292418,0.053060500452665416,-0.07429253422609179,0.04117624416213487,0.004844906623411071
HALLMARK_DNA_REPAIR,0.03289660445701655,-0.04193832673696907,0.06286896187592855,0.10447760791085332,0.055278952500161106,0.05539703754187656,0.13687347286378798,0.11381768707406327,0.11084747283277407,0.06589888839092639,0.10745662245865609,-0.00044206764203285525,0.07203992371429878,0.03777818562345606
HALLMARK_E2F_TARGETS,-0.015609715174108522,-0.0018129213531820603,0.04870470618803705,0.09303506629895847,0.09191475457058136,0.06463368704037045,0.11965495333391053,0.05496031982701803,0.08289431353562175,0.023825974664740745,0.08418044612933832,-0.028424344827678943,0.07902285513610406,0.07091866843108005
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03370822495932074,-0.03325204796671646,-0.019533850461909443,0.08785682058062205,0.0019983416687132994,0.04783403731700652,0.006643179486007827,0.05576772430003249,-0.08539596186860368,-0.0012603337091246292,-0.051751643700310664,-0.10578899782093329,-0.03097788340536988,0.07548678382596004
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07251702087288597,0.01942116693980339,0.02492638848315315,0.05486701455614595,-0.0643288446223437,0.021775382020146863,-0.0923396179305364,-0.027407864129147065,-0.07981139570759739,0.04363520093041443,0.007515266555023929,-0.06660249735449882,0.05357934505494483,0.03626925551642304
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03317550254181143,-0.05927570508736086,0.01418089066539758,-0.07904582289112534,0.005517458203939327,0.018406767598142658,0.10608334411441672,0.104114722957871,0.0926958436945079,0.05049859533392256,0.09398353799808891,0.03790396323585439,0.05626419702696645,-0.012458713871594489
HALLMARK_FATTY_ACID_METABOLISM,0.007657143035887123,0.00016892451246408672,0.03904458040457433,0.09384262465050584,-0.026836991510499404,0.011785075319309394,-0.07252235365670928,0.024618508045396295,0.02084775227598793,0.011238592934114618,-0.0047108471862017404,0.011273602740983378,0.08662452317383461,-0.02320881145062875
HALLMARK_G2M_CHECKPOINT,0.017071186728883688,-0.04013102912144536,0.03878319077054976,0.11012319677722279,0.033303656274025095,0.03550906090140549,0.095721573824486,0.0824120447870877,0.06994556382462698,-0.029452342799910526,0.05757572567932627,-0.026945523588428513,0.07941457916145331,0.04691149092840984
HALLMARK_GLYCOLYSIS,0.031937828334498944,-0.0025888082566535406,0.014805777799353614,0.08552456101157818,0.005661081927364754,-0.015433388383488842,0.009715164992838693,0.0738401127885745,-0.056951401187272314,0.020083443684639928,0.07486259426699393,-0.02716679682830282,0.07097989166355138,0.02603324010742324
HALLMARK_HEDGEHOG_SIGNALING,0.00018938551652771115,-0.028123663136613422,0.027937921483079775,-0.09307023255959886,-0.023627551022617647,-0.0401295730446854,0.13265993865346304,0.028025743898190108,0.06639135719140897,0.05062589558774239,0.04510807181185976,-0.0915306650926142,0.07489695821323725,-0.03688637883764723
HALLMARK_HEME_METABOLISM,0.04806011056734411,-0.0387089898333508,0.0360448944038027,0.060833548390832645,-0.015570802160821904,0.06512436420437955,0.06393789770987496,0.10733828964386051,0.090310773828608,0.07776824991489167,0.09002126482504474,-0.03472399120506503,0.09201898265300579,0.04669153233999016
HALLMARK_HYPOXIA,0.004507055961124527,-0.010394754807049583,-0.01769554044387799,-0.05196433614737372,-0.019358289786669567,0.059338706190706775,-0.10280572055773317,0.07637324335217674,-0.074424337200543,-0.01579410238142191,-0.07824241281751947,-0.056624670720566594,0.019403828726713646,0.01640925026874065
HALLMARK_IL2_STAT5_SIGNALING,0.04501970037844339,-0.047379247900204605,0.04389347170869876,0.07568495648882347,0.0033303497611397027,0.02540263620646555,0.012684986702472083,0.010721944790880303,0.005023489056770663,0.05449669675758107,0.09198227367936847,-0.015319306188275992,0.07551038863498709,0.01574935577704968
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05873540709187521,-0.12300872337472318,0.032236512242466854,0.09017571541058529,0.0025484384897852402,0.0546664782010293,0.030454685623579725,0.01037683618803238,0.016873123571729823,0.018412199777406886,0.09313147011824155,-0.044168928850141405,0.04548807363955442,0.05809268345414245
HALLMARK_INFLAMMATORY_RESPONSE,0.015958092905632635,-0.04593505719296254,-0.0721421910699,0.03730599399069701,-0.02277631381817659,0.025939209617745755,0.06618497686317949,0.052716524480158115,0.058175102636467496,-0.018791117431912807,-0.03682446866953509,-0.039494789459001256,0.020970406675875432,0.018740368529910578
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.041294384261798184,-0.06066197012225526,0.11401330355896591,0.12129224623343758,0.02473996682599387,0.02901039898359328,0.18615790125963486,0.09931252863673201,0.031597579892459614,0.0626664175609075,0.0949409732439947,0.07260872560950209,0.02690273907786064,0.06179999263087193
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07464808175596693,-0.025485882558134092,0.030572952405806392,0.10556321649486597,0.006921874909420474,0.0729890984312923,-0.008675334815686116,0.03948769975549013,0.04675456307713738,0.02618114953700192,0.01175468001224319,-0.06413753763732676,0.006312065379297742,0.08661656189254523
HALLMARK_KRAS_SIGNALING_DN,0.022848265212909172,-0.06893213536956581,-0.009263797015496502,-0.017025952926269173,-0.004707030055213322,-0.001335110024003756,-0.0026908590112128274,0.023938224426739128,0.09049676197634206,0.06602550679172825,0.10439473179658182,-0.017380618264856477,0.11198623338978826,0.009601809420450639
HALLMARK_KRAS_SIGNALING_UP,0.031161354286538163,-0.0968693675900439,-0.03446575934494343,-0.036405893973654346,0.015873734725293572,-0.06645362595604949,0.128389322545112,-0.025489313117031485,-0.019631260494656567,0.05153284874251609,0.09027266972367128,-0.026276286008358674,0.03816225456050182,-0.005448216080034704
