,MGH258,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.028186362487635595,0.04962969575476452,0.062452067203790734,0.10376954935299762,0.08515140964966976,0.05984334635614813,0.11911751184830492,0.047543752780476366,0.023093117189107296,0.044698542855949486,0.0483117524254149,0.1250768705168953,0.1546184082372789,0.1234980465561547,0.12652711718006676,0.06124136499499721,0.1088015446461969,0.084398399983284
HALLMARK_ALLOGRAFT_REJECTION,-0.047165827372827145,-0.04048312849922518,0.026961136293866844,0.013434346036902706,0.06909728476064197,-0.009656414208738286,0.11326055087836585,0.06292625203347359,0.01041021251152258,0.07735016617723421,-0.058025948294488976,0.05411455804906947,0.1614059949167931,0.13067507158382624,0.07015925542447886,0.07667855265015014,0.12932752785265114,0.0359109793653084
HALLMARK_ANDROGEN_RESPONSE,0.07140920563661284,0.06663811483778513,0.062449368619848025,0.003920828285796405,0.03278801135389865,-0.004950248229134287,0.10604388491190289,0.052747943333792846,0.004371449984124534,0.07516986285638916,-0.03939560095195073,0.05760549220648546,0.15869011587416967,0.12613467394338634,0.06302514949227847,0.07752916812764404,0.013506944764680635,0.11613704235620671
HALLMARK_ANGIOGENESIS,0.03431876345428321,-0.10965316688232875,-0.045643335377637886,0.0049994829961674155,-0.02001351667691666,-0.08240951658507484,0.09112971619094555,0.01653223233003676,0.04936789407696991,0.009192855653075854,0.010850655667995463,-0.02565186501587046,0.07770198346322611,-0.061577805048080726,0.09877226344762191,0.08634982665204247,-0.13374298946058374,0.13415655484547453
HALLMARK_APICAL_JUNCTION,0.09655793977542916,0.04105322607379496,0.06946501735917801,0.08208988194010035,0.04600230905451033,-0.01079828796697005,0.13055024681442878,0.07031191037583215,0.04243383635621643,0.05354916300422296,-0.024803526351621277,0.13154439343583457,0.14741733244663172,0.0965656559129523,0.11570469171203508,0.03854225176642316,0.08483629049457349,0.1336840441040255
HALLMARK_APICAL_SURFACE,0.062132401594518,0.03818410399558153,0.008053514060480348,0.056794302929107095,0.09075354760143464,0.06048837359207418,-0.04393450388539785,0.0004356334797829598,0.017778596294703693,0.018473251813966415,0.1567555495542395,0.07789220255794266,0.14819246150664148,0.10167337471026977,0.13153735489359353,0.03368692209414419,-0.006619500107986417,0.1093469064226928
HALLMARK_APOPTOSIS,0.01582395330793075,0.040055315526810895,0.023205976642640697,0.0029840019020952037,-0.02276163671981578,0.025736314513117572,0.019483436271194875,-0.005200693067930977,0.037370773673216104,0.05263629508717785,-0.08618522053183976,0.09783168897573565,0.028348217914949517,-0.017894416484322714,0.04957766760297558,0.0876781683178436,0.052448227767915565,0.005015229465058571
HALLMARK_BILE_ACID_METABOLISM,0.07749558752106432,-0.02872635692060771,-0.020700060092633855,0.04796012110449873,0.047651863288694876,-0.00021287604680424692,0.09035921381927976,0.03477496814287828,0.09383229773994564,-0.014074042223193816,0.03049520889309825,0.05054842916809648,0.11320337407409402,0.03656088800218694,0.015921591606455076,0.028139979690502616,0.12867345680235026,0.07523476584061717
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.053705813212259916,0.03762056369304873,0.030996252465121304,0.10497256104973955,-0.0035625533215913434,0.00463670846713053,0.06944334221961951,-0.028466255762489182,0.046961243099031456,0.026735049125907524,0.08790125597871512,0.11734673974276177,0.15207302585951585,0.09201143299487512,0.09071834445467437,-0.01747556094154517,0.12848403062738709,0.06454792628851778
HALLMARK_COAGULATION,-0.060566516256006515,0.04583215452419935,0.04576175782558005,0.06786190019975166,0.10079115036629399,-0.02672753361222066,0.10072134226226125,0.06561431633078223,0.09476979575372989,0.04191133282703613,0.010556716834810295,0.14244574983820826,0.1759470836437846,0.11376078710341572,0.11307677689815503,0.08117366021727808,0.02754857220007054,0.09432765178212446
HALLMARK_COMPLEMENT,-0.017449810095902914,0.046560314802481836,0.021267763907566184,0.07541983537806174,0.020115283173745873,0.003659639275125369,0.12102936722783285,0.02933616980778952,0.07332830265454618,0.10125507920555954,-0.047988663825333615,0.08011677785425708,0.1820774567716557,0.09110706156661061,0.11287848106781032,0.05611861634975317,0.0949991112488103,0.03431655318588636
HALLMARK_DNA_REPAIR,0.09832157201888894,0.0005390869193736578,0.0722435196394336,0.0458778283891386,0.03468944316828633,0.0384263443767939,0.1302845442356388,0.08919010313998918,0.07860268682366765,0.08944535392811849,0.033121118777700506,0.12540787420992677,0.16554338872673077,0.09211898063813098,0.0896355381857,0.016262352966202476,0.13771651966118892,0.09870215570368703
HALLMARK_E2F_TARGETS,0.08880170461351275,0.03128015943341879,0.09002219626302829,0.04966797769238053,-0.00905032606263777,-0.02353535065206421,0.12881534749109008,0.07902756697469834,0.027543391795660295,0.04622656463323816,-0.018788487403017334,0.08694899126887826,0.13839939283191852,0.09496346357658163,0.08263642500134619,0.006757755668628136,0.09781443131074559,0.12211815081537458
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09341687740763685,0.008412766083095631,0.029341522481908917,0.018897313544904076,0.019854153456824526,-0.009571388747478725,0.12230812398706532,0.022190863400144374,0.08088942806186866,0.01973825491812905,-0.06660608432778188,0.08137427398551031,0.07873077430101043,0.017872732504218707,0.11896235167279463,0.12611664505622766,-0.03000942494995144,0.09877223817802355
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04446186378784547,0.014598512856411094,0.04637330130728018,0.05550444963563549,0.045842922010376354,0.033914605310412266,0.09646577704560869,0.023190812270489327,0.07152985898207971,0.006114479693823799,0.10756874790730825,0.14917976276109954,0.137618754484293,0.06609640296658732,0.11031902033671734,0.037545916774178574,0.11612104715696077,0.09535016168761964
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04141491408603575,-0.011711048957991965,0.05333487876248883,0.0377189404667541,0.015728998190074645,0.045896899720459336,-0.010736014053828019,0.0780197140931255,0.00381779083929859,-0.03333614179511977,-0.01240361722458848,-0.016799551283453517,0.1339470958741972,0.08221320946904105,0.1109425595301595,-0.0009301620119250654,0.09175117982472343,0.005559157718955631
HALLMARK_FATTY_ACID_METABOLISM,0.018354546772067472,-0.061906962835463174,0.04209035490870338,-0.0005026043261522692,0.0011336151784998583,0.04250199781846244,0.07612332246343687,-0.035159491710174046,0.008502344516568994,0.05796387886843007,-0.02588418958260054,0.0766946021036808,0.031084987145234128,-0.035789190258640184,0.02870916199306739,-0.02798095494268042,0.09155188500566507,0.056457373295009154
HALLMARK_G2M_CHECKPOINT,0.058679383500978476,0.059926406386187986,0.07007878912366186,0.00707933811193051,-0.023752967713392366,-0.01888761886741388,0.12629898270319262,0.07505560123458535,0.062467091623660896,0.045546750930147206,-0.0012473628166494062,0.09447462900186437,0.11286714643925119,0.10891646483861403,0.0831152499652752,0.012614828117176409,0.07580441070811338,0.1384988548371816
HALLMARK_GLYCOLYSIS,0.058057194312198454,-0.0056025988367797265,0.012682646266966904,0.06533928579828972,-0.020677768801523676,0.039532079959430956,0.117819779746196,0.028110535401405956,0.03575654484334829,0.03993340051691486,0.10812289218619281,0.09525856515298076,0.11313634634118556,0.04269628017915018,0.08029412843861279,0.010528896438943718,0.10045670339140643,0.14215958836160741
HALLMARK_HEDGEHOG_SIGNALING,0.08812886162048487,0.0018908013368689567,0.054592640681207616,0.07750914252551869,0.004147436351524627,0.05593044006007163,-0.04580068403896965,0.06375979081124207,-0.008916253910324629,-0.0012533549945892902,-0.06819719808811453,0.06948260987748105,0.07250695592284251,0.06550481796100512,0.120153331894633,0.0002953993338620874,0.059086849064187486,0.06662685887814639
HALLMARK_HEME_METABOLISM,0.045926239443979784,0.0244513721197583,0.08265393460890218,0.09343682925047775,0.04440276989262755,0.08745231557995604,0.12960342924193285,0.10311741152153157,0.06992014094959895,0.050611874953801365,0.03291147736228131,0.14213053288271918,0.11964620306619726,0.08319628030896642,0.12352608488644785,-0.0013643908573371917,0.11334418792933172,0.08160041024559718
