,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09030849070809664,0.12963910671135087,0.0086860622659957,-0.036882924676162325,-0.021578736104592936,0.034333433076341145,0.023712853161284516,0.16010083312192536,-0.009402687402406226,-0.009614803006791118,0.28428123448465253,0.037369927107108576,0.18272905348240068,0.0746227744663373,0.15435863757000504,0.15339271580896588,0.14597685526658133,0.12443478976090232,0.177602096969182,0.02888105348222523,0.21935599461515093,0.1870688123790954
HALLMARK_ALLOGRAFT_REJECTION,0.1120940040745418,0.10488877934421474,-0.045920891109997836,-0.17054845158238843,-0.017678889097567204,0.017875749071280308,0.041003332640718704,0.22296027309589794,-0.11081239035083973,-0.025109873864424075,0.20633965672178586,0.08363474685210136,0.053011984253844506,-0.08609493584035932,0.13269571999979826,0.1444836372493698,0.005487971077118926,0.08749936871153735,0.10927508572249367,-0.015429345091554495,0.20829026101531947,0.051271612179066776
HALLMARK_ANDROGEN_RESPONSE,0.05603285045797721,0.10331457745708363,0.05134223625040573,0.07860189933518848,0.0963199010677482,0.014729685447004686,0.0769641094032463,0.17836687943885934,-0.08583587500323177,-0.029146185884189577,0.20890931858536105,0.15308870749750011,0.16610654054953106,0.012543694983088181,0.1698118980688246,0.05635479530578509,0.15169927444885525,0.18140205626396913,0.10772829804513402,0.015888108243855555,0.1740396006850391,0.24639350692291692
HALLMARK_ANGIOGENESIS,0.06999947047379372,0.00466713774576917,-0.06443450178306935,-0.18225688677918003,0.024721292616158866,-0.013047891464240123,0.10418793313246859,0.17934830284171221,0.08292253500465602,-0.07716561834344209,-0.23976763120846883,0.24535299893576124,0.14833682777768914,0.0024248621066797235,-0.23531657789721275,0.034196157166978026,0.04161339868459255,0.004520835547523888,0.11908631767122718,0.07722877992066003,-0.072639042213667,0.19097220618681454
HALLMARK_APICAL_JUNCTION,0.0879324219097632,0.14342500862194926,0.041812116700559024,-0.07096682807888896,0.037570948216870126,0.11592362714282844,0.1111425872721681,0.23719855267059894,0.08383447508557242,-0.034961103036307145,0.27610559461665884,0.17353746806872797,0.15816863410333615,0.05731708768138864,0.19948313788183425,0.2099333294260003,0.17622847835900687,0.14728330093255165,0.16065386930054615,0.11779489145475609,0.2657555732820099,0.23101870309676717
HALLMARK_APICAL_SURFACE,0.061964968878824626,0.11739126263501526,0.07848104087238332,-0.12217604196363688,0.01597182240458817,0.04136914747202709,0.017448361253308963,-0.045003868091816564,0.013941714922410822,-0.0009285817629462788,0.19803297892964733,0.14146355952386155,0.06368150329977872,-0.02442253302243622,0.026452059078314685,0.1327779919207585,0.18031148221558355,0.11340608570458541,0.11135968092476418,0.09211314016488986,0.20162344643134,0.18311490155285295
HALLMARK_APOPTOSIS,0.023555822223662804,0.056868951799631716,0.001192671908296204,0.19067863062914275,-0.025703869446215572,0.030626323099299285,-0.035480310139906206,0.1017595713935739,0.05868227891267384,-0.026463104988403364,0.12853124610060176,-0.1834136077875707,0.016529090851203306,0.05861182070475325,0.04212514090416887,0.08442102539862273,-0.028100023532665334,0.06444707336857151,0.0763756267782542,-0.00022591682338260263,0.1383726364204418,0.060668556279604
HALLMARK_BILE_ACID_METABOLISM,0.11177886122888255,0.054281197412251556,-0.01976711637956295,-0.1318989267271778,0.01509454974517877,-0.0033082632279236284,0.01702790375955979,0.17918409129378024,0.0676105678821509,-0.11081990982492575,0.1309534726327275,0.10153988512775303,0.1503799785503739,0.09478056403009257,0.021550535676420134,0.13390234000315396,0.1380893703015132,0.13034511012767075,0.06928063585210402,-0.002980259650700631,0.17949664035618937,0.19733402439402267
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08156410161041094,0.03612462913186322,0.0045675624776847995,0.015802421891940623,0.01125512853475364,0.04135894067980104,0.09759876962441329,0.13538276307444558,0.12902119300477785,0.007038769755100399,0.29849251714942193,0.2641664200454573,0.15133914602783657,0.06242931079836168,0.0904234920865219,0.12410893229981636,0.19679792849101704,0.13769397044386475,0.11397498012666318,0.04630458671725561,0.17954478900016563,0.2261944876322766
HALLMARK_COAGULATION,0.06014698312077044,0.15655287186505235,-0.01943293576687875,-0.0010853021712627954,0.027543929761599445,0.08535071613874431,0.055380189149369506,0.18070104609401075,-0.005887260822314684,-0.07018762640868183,0.022573896625323338,0.1043648846626008,0.08361511748404264,-0.00027306575250590385,0.08591138011552966,0.2456868591851587,0.11310257338293149,0.16048334223491423,0.1496197017474441,0.003131261583779596,0.2007806588818335,0.17510862780248912
