,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.06340572242458993,-0.04686148817698469,0.030766915156056264,0.20904598900118543,0.03601342379339845,-0.10929364372669609,-0.03561007806474094,-0.05157519899469282,0.004185429287926489,-0.030638872306601665,0.0958112004888687,0.05221216983877882,-0.034831313669571935,0.0869635121717505,-0.0015809171272671662,0.047866386441695344,0.08817319177848172
HALLMARK_ALLOGRAFT_REJECTION,-0.10303544533129926,0.07650061756740272,-0.04980627564553449,-0.003622732593883659,-0.008401521220317044,-0.0456717117307783,0.05580553198803468,-0.11243134978620695,0.057793311849696626,0.08803590797493914,0.13730240613734257,-0.053093193727732774,-0.03731534810033676,0.012135265804167916,-0.019732323379510853,0.0638555306616204,0.050575519353084006
HALLMARK_ANDROGEN_RESPONSE,0.04548053973507848,-0.0524926591494976,-0.008408394272282326,0.02932693929861817,0.012606885583488586,-0.01040097767355141,0.042310696385283564,-0.06323796609199993,0.013658904763627978,0.1088914317713685,0.046479470918867574,0.04775910998200691,0.019579855251988493,0.060476598782695415,0.045012914588751944,0.058810748964441134,0.12954393056460856
HALLMARK_ANGIOGENESIS,-0.026199888428589675,0.05203147739985616,-0.005724578977093012,-0.011400958955853857,0.013758111492453517,-0.0014330595240272877,0.07123020456296775,-0.0808128599852722,-0.0376989603809116,0.16458053314069387,0.02868873750404075,-0.0028655502423845115,-0.02151073758792337,0.06322629709449215,0.039302698962698265,-0.06483134080258567,-0.031982050086068595
HALLMARK_APICAL_JUNCTION,0.02683675158852041,-0.005926915673812736,0.0351628983228943,0.24403363680171894,0.04597579265418021,-0.07106706286321968,0.07185696145052124,-0.10787834037016117,-0.012059604643577491,0.08547038401279321,0.19185316691004772,0.07931018515313798,-0.0036823321738136696,0.10487611013293173,0.06608576812132834,0.012795984847048315,0.11256000588156019
HALLMARK_APICAL_SURFACE,0.04621065019482658,-0.06145994238672569,0.047673503015536536,0.24990632586921102,0.052934004502071814,-0.09012915115470087,-0.06775984062285441,0.040217092470826304,0.050709261071902344,-0.11917969021837492,0.16180642251044514,0.1041953064740499,0.0008204135473184529,0.11064758363155558,-0.006187072201546601,-0.055561428639139834,0.04846722919981008
HALLMARK_APOPTOSIS,0.007614745912685238,-0.011050359208115035,0.01825185038982506,0.026573427843157464,0.054927076926134084,0.0836902113066342,-0.028040639309106233,-0.037418752495564964,-0.022669190829545157,0.024572489858945907,-0.15193835002651906,0.01830266773154634,-0.011572858305300438,0.05937067308869204,0.01769410911111998,0.004924694255704766,0.01614013897157018
HALLMARK_BILE_ACID_METABOLISM,0.06876520690642106,-0.06611596525332943,0.02697831686570235,0.21104096558034854,0.058503718006833016,-0.10315199721290695,0.06359787819127391,-0.03989412225261941,-0.045752369892295454,0.07315865264982449,-0.052092255434497574,0.07701808910425502,-0.035901212107257545,0.04777184475280356,-0.005538190666506269,0.02113669313816673,0.15003843298365785
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024653308269335032,-0.09563245023008805,-0.03754732278405126,0.2900730258784849,-0.0025249636030474317,-0.07506326771235416,0.0032641740699407913,-0.04953101825446512,-0.01828076090720533,0.10214547065735197,0.07159076784230817,0.052758945578090084,-0.027807432801491283,0.08713854446252654,-0.001272580448339101,0.010530364888686061,0.08320299477453608
HALLMARK_COAGULATION,0.03538385694350854,0.0069121303348321905,0.006253300800259524,0.22892936107245798,0.05521476607012506,0.047205014386382124,-0.007989912941611188,-0.06145258798934635,0.029206949656176824,0.14582517384546645,0.310028824199322,0.04007437683344097,-0.06388554752963059,0.07305464471074447,-0.019287272100399537,-0.02634856291176943,0.1254405435852855
HALLMARK_COMPLEMENT,-0.015411010884875878,-0.08224086895484638,-0.031978485219800824,0.1559748645428335,-0.03971832714888115,-0.05491685583511784,-0.01736741650860359,-0.10914479972485235,0.007640051335222497,0.13291702363832666,0.06043755237994489,0.06223432950142346,0.0012627437449838073,0.09533965945387778,-0.0325404972715883,0.03718496765685855,0.04441790926428876
HALLMARK_DNA_REPAIR,0.09786012456543865,-0.06802384464273015,0.03027570430435423,0.18912334835009634,0.012832587445200676,-0.026645330035807848,0.07455212882319495,-0.10652292232823087,-0.02030958038688994,-0.06076099473696803,0.1531456859225776,0.10507018517380594,0.012243024739579044,0.0916654167838379,0.060286456691571344,0.054129333776508956,0.1484485144311273
HALLMARK_E2F_TARGETS,0.055002068017571064,-0.10270041448753371,0.056173776769263314,0.1452111898428899,0.04441813509031002,-0.11548895599978991,0.0616148375034427,-0.08574999369449234,-0.03134080746569859,-0.09414602766657193,0.1722154442899986,0.08555880544273334,-0.030884931400273354,0.07332111623966604,0.04160951300498373,-0.02400084516664876,0.03417644277025563
