,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08769174423858175,0.002123892728342379,0.024868874529784857,0.030703647932228136,-0.004224272618098183,0.038072464193196126,0.021558024960549687,0.05265497869212756,-0.04396328196559582,0.0692745464359433,0.06566548772459131,0.011981840570865708,0.09117307293702122,0.17406202252989927,0.036973353707424154,0.016588244085184948,0.11158223725134328,0.02573768232564424,0.04352417672556291,0.09046793521939873,0.010723840114186,0.12736175700009802,0.12917743113945646,0.009895011106420448
HALLMARK_ALLOGRAFT_REJECTION,0.01709240218216333,0.07127287142602017,-0.02227555344548845,0.003034795077863124,-0.0713363270530539,0.01917858299597211,-0.001751770273569,0.08273599192799753,-0.09273189144395344,0.022047166085136998,-0.14201705320217525,0.048448495372319975,0.01621519709167195,0.16612698803276302,0.0503276835410212,-0.02357290177808967,0.0370384022095653,0.010973015640220176,0.028097644378874968,0.06211145542955499,-0.045380491014697676,0.051833345472027136,-0.10591346122718646,-0.07759665747980171
HALLMARK_ANDROGEN_RESPONSE,0.15009085044069262,0.05341651602508668,-0.030029493867636873,0.11075856502630636,0.10263053462083611,0.03746647854070397,-0.005887897395267319,0.015473705341114623,-0.029898901348103767,0.05269349501720219,-0.005308473633037956,0.08407424438182592,0.06266477821597334,0.1386711750950679,0.04228926364619354,-0.03032279300100284,0.12235924484114548,0.04039534391945669,0.05757158589386704,0.12042662317523338,0.005540310949856866,0.10830214974615422,0.08353944001534272,0.05790466050493232
HALLMARK_ANGIOGENESIS,-0.03774835297710248,-0.022938471356127584,-0.006671862806725073,-0.04529053865436717,0.10143491390261308,0.0016132668549198835,0.0029446347390399055,0.03369591702649065,0.07895169466342898,0.0996863369345735,-0.06635001834372876,0.039822949488069956,0.10900615042281815,0.20579796507464695,-0.030399151150105937,0.08436790429211657,0.06779224110923325,0.00978582862574143,0.07744853816937312,-0.032576296038347594,0.05134934921330149,-0.1091433435971992,0.04728982520062263,-0.027406078159729213
HALLMARK_APICAL_JUNCTION,0.12045467894463613,0.01924458853615868,0.002598081495658508,0.04225390518563638,0.006197021972723188,0.03689602044702161,0.02664444310265929,0.0710741202064519,-0.0004683651286749851,0.0149098961993673,0.03721358758390024,0.052451917023896844,0.11820186809805708,0.12182351590047472,0.043990025676591715,0.04062493111478167,0.15751646812236833,0.049604040244971705,0.01889574225125542,0.14886983298533807,-0.01208023315302816,0.0833593809125993,0.11696717380481418,0.07598917617536186
HALLMARK_APICAL_SURFACE,0.015689120860071567,0.06394139432564952,-0.019352180460672292,-0.0067197404438664255,-0.05518372099422121,0.01760059916297101,0.021640429692187282,0.0541027306942659,-0.07636935094645336,-0.029412060564196128,0.0704271102584694,0.08075989488453941,0.06199022893997925,0.011696068576605064,-0.021572114905618063,0.030557103398053266,0.10419227213799154,0.032958096999644804,-0.017778838541524688,-0.008884897484119473,0.01931481066149656,0.046569974263777646,0.038202188280257884,0.06213284956900151
HALLMARK_APOPTOSIS,0.026711398593950098,-0.018689739593139153,0.016868548420897352,-0.04407768126562434,0.044424856457936084,-0.0005769598980789699,0.011988140518061048,0.04195419282838614,0.06464927927759784,0.026171280044264115,-0.0718886007771398,0.007740355819781116,-0.049300957168607676,0.033951913803639606,-0.05648428928542721,0.08593766057877672,-0.03941847418169447,0.012048374889997097,0.043327675109003004,0.013603004984504258,-0.03755518490527311,0.05435442926181423,-0.0019466287189540744,0.10619069934506109
HALLMARK_BILE_ACID_METABOLISM,0.08752470876488826,0.0036978337083778305,0.016119487338225078,-0.017503298464812037,-0.018522629655479968,0.07604711362998305,0.04167468860902015,0.009980375523314563,-0.02870180377048041,0.006065604169054403,0.01255407329095831,0.028725229594191985,0.08525043064734224,0.044714832806811385,0.014875991497594979,-0.010938359866656238,0.16346089466491998,0.0699108688362633,0.024993677881330553,0.08980899013102102,0.04125632322347938,0.13563337764772646,0.09540090444681859,0.015211676156877059
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11562149616482051,-0.01823082870871788,0.014967366822981259,0.02350921649847794,0.018919069501193365,0.011574975589789071,-0.03323917423602325,-0.00357444619886533,0.07810095554981121,0.007549823866557843,-0.08958312629339446,0.03727619297088106,0.11928700332953254,0.056652579664368916,0.06986338383208272,0.03279260338989555,0.12149987731439223,0.016480410752980543,0.04294690447696148,0.08754336103062053,0.049068376357540584,0.193165580902131,0.16971689415902008,0.01840729501479841
HALLMARK_COAGULATION,0.049683970026622365,0.01814938975507853,-0.014518630076415686,-0.028285662371141558,-0.059177086549805726,-0.014406079868823408,0.03703080060989723,0.04687062785621361,-0.02949755880859089,0.07385012876790029,-0.12989481256029425,0.051528084702027,0.04673596703049172,0.1485302608357835,0.09388990247745561,0.0021838351135367606,0.11623977221206329,0.0022528938487801635,0.075556609103055,-0.0012675653847633989,-0.0042397660523318965,0.020375570752541938,0.08880226200434355,-0.04358486386552906
