,UKF266,UKF275,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.048255422237794006,-0.045071935680476,0.1216130827873594,0.13486309206686814,0.07245038765225122
HALLMARK_ALLOGRAFT_REJECTION,-0.0586844885651428,-0.012768095561175032,0.09246963857536217,0.0864817598310789,0.026225535796104708
HALLMARK_ANDROGEN_RESPONSE,-0.011938220128960316,0.06634100910225205,0.1376649446281473,0.08462249757300792,0.06817312538641555
HALLMARK_ANGIOGENESIS,-0.02714079298403454,0.02467319468012596,-0.013446558205059874,0.0902183953259122,0.07079705073951445
HALLMARK_APICAL_JUNCTION,0.03073746416468602,0.029840196902127167,0.09845464515881437,0.11440793183832394,0.08117492980402495
HALLMARK_APICAL_SURFACE,0.06210404348358831,-0.003622188196869245,0.12294316641600832,0.03616035892354154,0.048341255888217874
HALLMARK_APOPTOSIS,0.04710887475331979,0.0627534222739518,-0.023688748047774277,0.019348690681883655,0.010722505480176406
HALLMARK_BILE_ACID_METABOLISM,0.0048280253327388205,0.023884739937681216,0.12403381095345759,0.07591127841666513,0.09009413314605987
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02921838075401702,0.01444780348375175,0.14143044348356687,0.0599481008254704,0.10325540826576289
HALLMARK_COAGULATION,-0.04769654822260845,0.02134995094022948,0.09503966317204875,0.12674986150328307,0.014726982184245627
HALLMARK_COMPLEMENT,0.02244136005695461,0.02456274193020539,0.10351242369186171,0.11866405844449031,0.0663920259403396
HALLMARK_DNA_REPAIR,0.05276329949197132,0.027021494494577924,0.11274684152600593,0.13199817949372247,0.10005297853203839
HALLMARK_E2F_TARGETS,0.0029708209575640284,0.022217947083594338,0.11069451930333621,0.09863979220948757,0.11641015113075918
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.015407069745168468,0.006499658847415375,0.00782706749500128,0.13353809746503026,0.04759789460117279
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0671317525695225,0.03788772092518341,0.06804098121963961,0.12621513703272816,0.07373747429406154
HALLMARK_ESTROGEN_RESPONSE_LATE,0.015120143944496975,-0.010622547451785452,0.1205425054282601,0.027429841692786762,0.04197494369747609
HALLMARK_FATTY_ACID_METABOLISM,0.06917975699750849,0.02850636497794297,0.013875668463976218,0.09172208201709608,0.07537095408234813
HALLMARK_G2M_CHECKPOINT,-0.027413770798874602,0.07107807557859133,0.09248118601074592,0.09940843668862352,0.10747542845334268
HALLMARK_GLYCOLYSIS,0.06680152158343892,0.006388431744134599,0.08598848495294047,0.08470178748743981,0.07394080641316834
HALLMARK_HEDGEHOG_SIGNALING,0.09528836858776908,0.0070215498807249515,0.04298194545784252,0.0875358262491067,0.03172099615002121
HALLMARK_HEME_METABOLISM,0.08339631521555986,0.008783200470687275,0.12685578176347564,0.13762011877055147,0.06848064348112633
HALLMARK_HYPOXIA,0.023274991671281896,-0.004385588257192887,-0.04836129428506761,0.12855289830880395,0.02085805416758706
HALLMARK_IL2_STAT5_SIGNALING,0.028763210432069045,-0.06162050475553436,0.10137500496260983,0.02525164534856807,0.06444386117433124
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08610874671855245,0.038637246511929395,0.10937550785410972,0.0795805726437838,0.036994336597450134
