,ZH1019inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.03713816368844759,-0.005549692788988439
HALLMARK_ALLOGRAFT_REJECTION,0.08426242519584366,0.009153158418177869
HALLMARK_ANDROGEN_RESPONSE,0.054241740834277935,-0.055265709866017435
HALLMARK_ANGIOGENESIS,-0.03651515594251858,-0.00957401258034105
HALLMARK_APICAL_JUNCTION,0.09061309080658039,0.013355798444071124
HALLMARK_APICAL_SURFACE,0.07416127366219727,-0.006328757569557848
HALLMARK_APOPTOSIS,0.023939403548967682,0.03297494961685446
HALLMARK_BILE_ACID_METABOLISM,0.07233827637955192,-0.0186070004320811
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09345049149997428,-0.06216326756430361
HALLMARK_COAGULATION,0.06520932594554621,0.05332181085866574
HALLMARK_COMPLEMENT,0.04291752347179205,0.045681599601224636
HALLMARK_DNA_REPAIR,0.04440709142444755,-0.014696435252166136
HALLMARK_E2F_TARGETS,0.12009951952700967,0.06669068485659797
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0772713887543041,0.006644899014671808
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05734199375376661,0.019473533358665508
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04980807599443513,-0.03442130078898184
HALLMARK_FATTY_ACID_METABOLISM,0.05100677689379276,-0.045976408672751524
HALLMARK_G2M_CHECKPOINT,0.026362049232126233,-0.09599909215586469
HALLMARK_GLYCOLYSIS,0.026416723210235953,0.0017532341505322332
HALLMARK_HEDGEHOG_SIGNALING,0.057962699829499996,-0.020679272682516396
HALLMARK_HEME_METABOLISM,0.12786449070963618,0.06582707565634277
HALLMARK_HYPOXIA,0.005654123598881413,0.011845233578861851
HALLMARK_IL2_STAT5_SIGNALING,0.0625904945354866,-0.05324620004720803
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06925123757956823,0.05391963167836532
HALLMARK_INFLAMMATORY_RESPONSE,-0.013969998425515653,-0.11302451907309327
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.061065790730686194,0.049288909389106156
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.026833995905021845,-0.015742993920316556
HALLMARK_KRAS_SIGNALING_DN,-0.007067892859269275,-0.05282139344019242
HALLMARK_KRAS_SIGNALING_UP,0.07274991780356792,-0.02403056691581299
HALLMARK_MITOTIC_SPINDLE,0.08898995894364078,-0.05767859623380364
HALLMARK_MTORC1_SIGNALING,0.07109511376693313,0.025041688937991996
HALLMARK_MYC_TARGETS_V1,0.08313604441276223,0.0069995361897868015
HALLMARK_MYC_TARGETS_V2,-0.017922480116596893,-0.027671770271881068
HALLMARK_MYOGENESIS,0.04670574486787662,0.05484537006311588
HALLMARK_NOTCH_SIGNALING,0.03920393875972102,-0.01949121107434109
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.07521769558936499,-0.015016393784432097
HALLMARK_P53_PATHWAY,0.06346120370758192,-0.029003933687929438
HALLMARK_PANCREAS_BETA_CELLS,0.03959265286703107,0.09704887233728524
HALLMARK_PEROXISOME,0.02664102059836128,0.035270291357591105
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.08117154283009641,-0.022738875452191866
HALLMARK_PROTEIN_SECRETION,0.02461777055992551,-0.03783572585375692
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04060849389055552,0.07249073524829355
HALLMARK_SPERMATOGENESIS,0.02808374323108054,-0.04776786783788394
HALLMARK_TGF_BETA_SIGNALING,0.0775132056514913,0.01052105626713859
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.021831118342398318,0.034965086814671524
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04554191166491295,-0.06891084893051826
HALLMARK_UV_RESPONSE_DN,0.06816445446237662,-0.019246755067372508
HALLMARK_UV_RESPONSE_UP,-0.008091115614715615,0.027631893893335698
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08723582554759275,0.07130524543642631
HALLMARK_XENOBIOTIC_METABOLISM,0.03358188211939034,-0.06803218795397571
