,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,0.045085621954686905,-0.0031371537633504876,0.09341807483675849,0.0006375764941365877,-0.021533536521225707,-0.0547600614197124,0.050764007512969334,-0.03364001718046638,0.004862143169919146,0.059758817207952813
HALLMARK_ALLOGRAFT_REJECTION,0.03140441077212623,0.011075160521022606,0.014701996886243908,0.08765543595992956,-0.04296185666373678,-0.029051544972565322,0.05962840103604667,-0.007107786480668858,0.022872966810884788,0.035910645900016254
HALLMARK_ANDROGEN_RESPONSE,0.031098274191546045,0.025217348385953648,0.01621658688455478,0.11164117143010008,0.014403476514570036,-0.07125572370852278,0.10575595070226923,0.046311654841708835,0.03425231580017339,0.06653225172632042
HALLMARK_ANGIOGENESIS,0.031037028052272486,0.0012442334382082986,-0.033488681230319,0.16610799827714415,0.025618498703578442,-0.0841720114449266,-0.07496495779109366,-0.04449799999895041,0.032765626402378734,0.014797140617945367
HALLMARK_APICAL_JUNCTION,0.016331388598027265,-0.009913605389035659,-0.03603335817371505,0.026518982311044693,0.03841932507333673,-0.10994516083336216,0.0193146723037635,-0.00628015677360979,0.019984627022154894,0.06575766781040053
HALLMARK_APICAL_SURFACE,-0.01475187122058537,-0.03454583865115657,0.052391904625517294,-0.03700151587935742,0.09099249604866379,0.04910745227424155,0.16725065453292556,0.108082340230564,-0.00983629045174078,0.023935711322001417
HALLMARK_APOPTOSIS,0.005476149179124873,-0.017229827362123456,0.011956451655578728,0.007225346494330604,-0.05618619916909045,0.025376296337371818,-0.05421057625418175,-0.029639245259697623,0.009499705714172689,0.014481700964183802
HALLMARK_BILE_ACID_METABOLISM,-0.0019432644392776434,0.05001851250901768,0.03536084816206834,0.05839645254994908,0.0764141243052495,-0.033450433526598086,0.06030433195149839,0.06609573747446133,0.029340311450786045,0.10972100966062384
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.029904094734773554,0.08046786601806188,-0.04751741655949343,0.12441244949495718,0.08432335474605986,-0.0456667385853698,0.11636727580488465,0.045597701522562546,0.062260361920347305,0.07978102834549355
HALLMARK_COAGULATION,0.03368443195681258,0.04800431423475774,0.03604949354926136,0.14004278261037245,0.022688681154929342,-0.12092789357311143,0.04643962584471963,-0.03782073693047322,0.06125833513276151,0.1481464862075834
HALLMARK_COMPLEMENT,0.023333313877940572,-0.03969172847514958,-0.03158372305149167,0.0942376687520425,-0.049674881862811104,-0.04902527448899561,-0.017454197587132275,0.002378877950336431,-0.03893776100442035,0.028636941982551078
HALLMARK_DNA_REPAIR,0.03880174320006082,-0.013614283126186557,0.0030799143906683887,0.01316597518944627,0.023347583389506904,0.025061621071554022,0.07676640364628966,0.09934848994150706,0.015788996044862447,0.0982544087424809
HALLMARK_E2F_TARGETS,0.035810003324400465,0.01721472224061991,-0.018214011809933386,-0.08331429863634437,0.015138142134627004,0.04368077544192621,0.0961063541509566,-0.0024153954859683154,-0.043700766660782445,-0.0005278330942844554
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04256492346259399,-0.019936994268943402,-0.062406411149747695,0.09532164286892177,0.021660104233158027,-0.13617617405281676,-0.03285954305957241,-0.022505568039480235,0.059463954847841775,0.09151976565214677
