,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.001084438851336303,0.03110133092756587,-0.0555236141520528,0.016761551777748084,0.02551985424660861,0.015982897858694233,0.0649862640102116,-0.004005151658295654,-0.0020964334416656775,0.056646760146708185,0.08383624398081589,0.01582002871413017,-0.018239345758609818,0.014937248316152786,0.046751220336079834,0.13318365777242175,0.14549889347595948,0.13787649073377514,0.007167185696472693,0.04850066475857879,0.002042726930207807
HALLMARK_ALLOGRAFT_REJECTION,0.06431199169122105,-0.060740902670032945,0.010125088795206278,0.013728086673888494,-0.13785337932219072,-0.00017957978588057434,-0.003803957722125043,0.06015260883726246,0.03439120022085552,0.05496460043455916,-0.032135674166638505,0.0753109909952658,-0.012905429822646012,-0.043519811148191034,0.05416361378566662,0.06062718219531351,0.056287230436405336,0.07408915313698246,0.02676214308356019,0.03625033626967388,-0.07062341878800545
HALLMARK_ANDROGEN_RESPONSE,0.022224474379696085,-0.02280850385246161,-0.021457819470537685,0.015735626871773198,0.10797386039709783,0.10014571789218193,0.024689352354757686,0.04787889667208427,0.06563208532378281,0.04080064188936898,0.03138040902955813,0.08348713799902249,0.07456501907439177,0.05780588444191159,0.04827146485631337,0.11093527383676338,0.14133613895890124,0.11056063457071993,0.034516533094783544,0.05967563122414823,0.006418720929767729
HALLMARK_ANGIOGENESIS,-0.008049702162302141,-0.03254137834625555,0.05153862857847558,-0.0234099031516216,-0.07022758248400386,0.023458706211310177,-0.06306174560178479,0.10639665609476578,0.03237015863287891,0.019243577060100218,0.040993273652601116,0.05781262070176445,0.04622633060730781,0.07203268211895132,0.05179567280525085,-0.09394880312069062,-0.08582131872195556,-0.07989327981150439,-0.04155907960770023,0.017270718106327982,-0.01294068759972789
HALLMARK_APICAL_JUNCTION,-0.011215490089869206,0.034816467098185463,-0.0663213730199326,-0.0005303804298647052,0.011046323020414334,0.00902511629702504,0.07425184241854955,0.08074357387345797,0.030309460084549607,0.042886144278888295,0.018170537930869892,0.022451877447075812,-0.031460169132614076,0.06932168557265976,0.07531592213830259,0.20059371929554906,0.11367625866084947,0.1254407191478757,0.08651104882920353,0.06418716455539351,-0.0034737663994440903
HALLMARK_APICAL_SURFACE,0.013615764161021143,0.02255837191217242,-0.08110925234101575,0.008207059908954746,-0.04289980874355457,-0.09026610155204147,0.002705936727897589,0.028050934833923187,-0.03069025507091126,0.013884556040692731,0.00411222334052681,0.05566110901715804,0.01420708825396906,0.09059691251458016,-0.029291775772502145,0.17216260965656444,0.0891812980235091,0.09436693010023584,0.009298452944759736,0.021867554369858207,0.0016461686675170416
HALLMARK_APOPTOSIS,-0.006526725092884948,0.0697918851389838,0.018223984052509187,0.04532459123516333,0.0700987414650248,0.04005279597552703,-0.0037757892904847676,-0.030121016718266395,-2.1966756574001886e-05,0.0696582747072919,0.05115058912216436,0.05532608508980501,0.022029479948054185,-0.05825049607818554,-0.015585714932363033,0.07217149354868918,0.0036419515546465566,-0.06671327144315627,0.012171594023608213,-0.053644288344508594,-0.04528238004743212
HALLMARK_BILE_ACID_METABOLISM,-0.010885659922666303,0.07288439377528415,-0.06118692094971498,-0.03211860481414488,0.02568585803737076,-0.04336035311877302,0.05741070492808384,0.08775370510300161,0.06614704749663222,0.04854597317629769,0.0772164273149566,0.1275570563959009,0.04872342467664578,0.054386941246449536,0.003940044823730366,0.04847211289476882,0.12234147350900719,0.08878285942145735,-0.023211764123551044,0.053311545413443115,0.025555861461914058
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015820853088398753,0.026603714004086405,-0.04344045545307225,0.0056526724579681,-0.07388565470484305,0.011631315407000768,0.06088896380667748,0.08615224930209937,0.10087746447602142,0.03655062325718172,0.06178356519849984,0.1396390281584876,0.007229766071377795,0.08856471064377851,0.023018467195124504,0.11813308887283529,0.13519209081436726,0.11519260153124929,-0.023348932696066537,0.07228753446024479,0.05686092384176914
HALLMARK_COAGULATION,0.058309912590214424,0.066647366310619,-0.031540809154303066,0.04313941449558592,-0.07550946652482887,0.014999545562780783,0.07828576229820232,0.014461091181429308,0.07603524310560059,0.07250403230230339,0.029338878471768116,0.0776581714979987,-0.014722324165570684,-0.024878086493979646,0.022643069694109123,0.1797396010024923,0.11038800697200168,0.09247888299391922,-0.016176664413239766,0.015739976086070386,-0.06959324411087581
