,MGH258,UKF243,UKF248,UKF269,UKF275,UKF296,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03962900241340899,0.013534184811377113,0.04644481395525822,0.060458450719777616,-0.020364798200421787,0.018978793472267767,0.23551530144175048,0.16117267777431696
HALLMARK_ALLOGRAFT_REJECTION,-0.09088000534589094,0.002496946252319067,0.002917829740510163,0.1273294501425522,-0.017972791874284546,0.04025737938952129,0.16854156403512302,-0.056032651345450775
HALLMARK_ANDROGEN_RESPONSE,0.08559637471033758,0.06497666025858241,0.08860948164936444,0.15010390093968287,-0.03338476675143363,-0.040969032109921574,0.1802698445830905,0.12658512083528797
HALLMARK_ANGIOGENESIS,-0.052623444480233296,0.052234160744605455,-0.030269175935449484,0.1164611824532901,0.02298808983830491,0.05696394248409344,-0.10590482516947221,0.059901411642587866
HALLMARK_APICAL_JUNCTION,0.08733047586956766,0.021980929641290944,0.06057888433742379,0.13838048031112785,0.0014462073851824668,0.03656521049426197,0.21118681177440987,0.14841401417277467
HALLMARK_APICAL_SURFACE,0.039156430656552964,0.022487471930395932,0.0151058379430009,-0.08468905214157238,0.007458600837832962,-0.037495216407299234,0.218309194663231,0.09567866491198111
HALLMARK_APOPTOSIS,-0.024131483941363868,0.0008891191637072677,0.04179610183668579,0.03652911872863042,0.01847506206044461,0.04087349139385783,0.1882620685431645,0.016587438665935716
HALLMARK_BILE_ACID_METABOLISM,0.11452660457814065,0.036459607726512036,0.0403081759071783,0.11910293963356415,0.009902396239641849,0.04096202265071764,0.20309058476126776,0.13759881524014342
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.025387213921584703,0.013846140437107204,0.10432988357694577,0.09092232349880566,0.00893980897134396,0.01364856519165958,0.23653904441063334,0.16829677122883993
HALLMARK_COAGULATION,-0.16023950739176504,-0.03930614165271464,-0.0007494365642651521,0.13432908984392306,-0.003931313312175,0.06953317724775522,0.19234204773956828,0.05842303586808375
HALLMARK_COMPLEMENT,-0.01969270432497247,0.00013082905592709355,0.06398585418791808,0.13791873904006072,0.03648863928196472,-0.003865427635593381,0.23332613370573396,0.14685111195872974
HALLMARK_DNA_REPAIR,0.08260523617627813,0.038384932015856334,0.08474480078783107,0.1210311673364983,-0.02507711364258512,0.035397801545013,0.2127821875616545,0.19573642741385022
HALLMARK_E2F_TARGETS,0.05005556999160719,0.03141942554715127,0.057214413345856294,0.13383467812539665,-0.04835401106090751,0.03771636385234182,0.1364144363158194,0.18027926912768794
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08004680197837717,0.030888239384741927,0.020760811422459478,0.1173318949512704,-0.0010107528939996735,0.06726766999384788,0.09228865566133136,0.08995074399819489
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0017132333379747953,0.006142986834754275,0.050389632755626974,0.10058792564272881,-0.004836768722263234,0.037806227899291625,0.19768079901675736,0.12514378736853696
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02240115348851512,0.015420648675892414,0.0427649110061974,0.014588871709331763,-0.07649587911836939,-0.026408366301409893,0.1932186921635919,0.13277330039178376
HALLMARK_FATTY_ACID_METABOLISM,-0.03316937483572695,0.08510830351474173,0.11174889115816046,0.0681081631644724,0.00711953039372048,0.02350313966113099,0.10159906511941881,0.10209584702761863
HALLMARK_G2M_CHECKPOINT,0.10916604864712344,0.04332753458930442,0.05572353647348114,0.1409052784854321,-0.010937491409407243,0.04997887699247131,0.14157912676966025,0.11995078347214591
HALLMARK_GLYCOLYSIS,0.10259121706314225,0.029777811159980686,0.11729601031662235,0.09399724588587054,0.01904853970743883,-0.02393648309453306,0.2079585433941438,0.1780604993855893
HALLMARK_HEDGEHOG_SIGNALING,0.00553501827418723,-0.013640831502750833,0.10331408819229261,-0.08232008986927516,0.005663516908121104,-0.037396733704052346,0.16691402176825088,0.005456649945837608
HALLMARK_HEME_METABOLISM,0.06133157258496033,0.023419334438423544,0.08056843183367708,0.1269499801367657,-0.04995351900062403,0.06552116970754455,0.20157790181340998,0.1259552993053373
HALLMARK_HYPOXIA,0.07323337538659384,0.014266581849233725,-0.003200837214474836,-0.03272317463031301,0.045762624678050444,-0.02376354603476303,-0.03987522675999119,0.06268612291006817
HALLMARK_IL2_STAT5_SIGNALING,0.04278229394498616,0.053829141927983125,0.0930665382219841,0.15819149576286534,0.07140397672595049,-0.008665790839583706,0.1784397559718454,0.15680414358017603
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.010597562169875488,0.00946710597843065,0.04056617891412278,0.12446433302083365,-0.025566672577297993,0.0392053528900894,0.20501981697825555,0.14194353916962496
HALLMARK_INFLAMMATORY_RESPONSE,0.028985769794076948,0.027149973391903566,0.03720009228472089,0.06455650858064396,-0.019069631576300986,0.02098059255969199,0.08635423748068778,0.040619629521238036
