,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.06852503042222832,0.12082258827176885,0.0070954185604884925,-0.002123850148100514,0.05005925908166987,0.06255039492868314,-0.01798997945707055,0.06272448107926601,-0.04435472725405137,0.025901486746799863,0.01565956588764583,0.08970267778852674,0.0957730199451871,0.08958832973790984,0.04054991246433438,0.136519110208772
HALLMARK_ALLOGRAFT_REJECTION,0.0752025667155287,0.0933269548302139,0.023425322596879076,-0.08114421300950132,0.05280785897736644,0.08964048523996805,-0.0019651060968067873,-0.07235555043274651,-0.019694236662242327,-0.04728863103931665,0.06170127520914515,0.04013471998980781,0.05848942750433488,0.03834924659302436,0.03145132787534933,0.14376436021173578
HALLMARK_ANDROGEN_RESPONSE,0.07132352437195812,0.09072815070235939,-0.02730561348232163,0.018113963925855063,0.08172056325598416,0.07259607390847475,0.01690286548460724,0.028628917749970475,-0.06754561899275086,0.003994881894672134,-0.004352342724808775,0.08776307615640466,0.07003523599185926,0.06452961958482602,0.07686017610001161,0.11953407688618267
HALLMARK_ANGIOGENESIS,0.08281800409221961,0.017647891700705753,-0.002958739667503502,-0.03657486926397728,0.09689335655992153,0.11589635106639885,0.051660206755622086,-0.003963006218620157,0.024276979919373082,0.05691462164322394,-0.05544289006129158,0.02635886211929138,-0.06770464076459606,0.020883208502149486,-0.027550815901809134,-0.024214124846262387
HALLMARK_APICAL_JUNCTION,0.03546617349399856,0.11487116446801177,-0.030697819202328856,0.05295321184991452,0.10790269998996703,0.09260495037911279,0.055278982184747284,-0.03866713576761316,-0.02028478433328048,0.015209852080288702,0.030923128191397718,0.1027569939013959,0.09092330508085018,0.1090563350477779,0.04953579058365325,0.12367906948511172
HALLMARK_APICAL_SURFACE,-0.015169282762674945,0.05306833197417843,-0.012612474524687601,0.05673963010447767,0.012219928218344927,-0.03155175416359513,0.030764169560211233,0.002713250268448535,-0.01999981552981009,0.08422112989821641,-0.01630281211189311,0.022446972977242196,0.10746316204111053,0.1242919833763688,-0.04342345949926137,0.108407513774602
HALLMARK_APOPTOSIS,0.045899244916075145,-0.04989484342873474,-0.02340782735143969,0.02192198290245018,0.001741387579739885,0.031164260708850457,0.07928432973387808,0.03726995417224166,-0.0352224109113859,-0.08098912905241953,-0.020619828525803855,0.004636199952382577,-0.0809562272161035,0.04624517693912105,0.025116817092527756,0.0858357989375011
HALLMARK_BILE_ACID_METABOLISM,0.017285121677593194,0.06749970261807695,-0.003785346542424243,0.010020560939606382,0.040501820881556815,0.08051225794786908,-0.0001419105577539811,-0.016819243097153453,-0.07972054872852909,0.019458490740212574,0.017693040552707276,0.10220350667159203,0.07541787548186857,0.05889875390710738,0.07378525525094971,0.08597866246053805
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.007571052147397697,0.08258917754259908,0.0005112616291311779,0.10636673209414578,0.1114550446147742,0.03563331485093496,0.03625006374129386,-0.00017694992245277487,-0.03839101963532876,0.06287713823090613,0.03320943207978226,0.09569282221716313,0.09707536989373781,0.06258726185615232,0.03786004634701172,0.07616638877881159
HALLMARK_COAGULATION,0.07930030200518083,0.04014961021415656,-0.00262840758077198,0.04016231912634075,0.03956320378665721,0.03745832339823041,0.02504152760428688,-0.02027260483042013,0.0345044030451334,-0.06470054187962401,0.018549719167959274,0.051912037117670555,0.04521854075738962,0.08966684728818523,0.07570409588958346,0.11822564656625996
HALLMARK_COMPLEMENT,0.0542817636335166,0.08793741561935141,-0.030425646284125925,-0.042840495191362064,0.02991646122054458,0.09905086554323558,0.04673849955734376,0.011145844205863847,-0.04221050907002359,-0.019350074242424322,0.06930735600256353,0.05310285373513718,0.010217449436445992,0.0784145651645378,0.023050409122257684,0.1083734939348375
HALLMARK_DNA_REPAIR,-0.00042580755114532735,0.1375477017000589,0.001151411517804979,0.021577439987242424,0.11895282444272486,0.10780306746905745,0.0512962706453283,0.05580518668658003,-0.0509821068065191,0.04729216645937504,0.009633740427879327,0.08770927981159987,0.11601150185711781,0.13640737317409585,0.07602816554930392,0.10058224055206788
HALLMARK_E2F_TARGETS,-0.025334950921432828,0.08071322341802695,0.005976166656991601,0.07322567589475493,0.11046702368804182,0.1124612171353976,-0.01123331320226418,-0.0013194035208453278,0.01835230532854069,0.01022907853686916,-0.011250485078549336,0.08218731970842186,0.07786848766406447,0.11580138478834277,0.050113474112170105,0.07122593438712774
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06943574957142956,-0.027356585068620525,0.0028019890422266323,-0.008832601969333446,0.07874129574303282,0.09623085567362916,0.038425076006366674,-0.007534530307920015,0.09224372703004632,0.03490685508875264,0.11125316544873605,0.057793332480705444,-0.06395520214368876,0.09327273043793034,0.027270508973335713,0.09741653883140908
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06169250328959085,0.04572472970672861,0.0017108343835193596,0.06515057510339414,0.016102787589716498,0.06757826654664423,-0.03434545949674726,0.060408998403214086,0.05354300243582161,-0.013319479540203486,0.06765594961592128,0.07896147383916105,0.06462222113024521,0.07262074342213737,0.006886019908675544,0.11348592890287133
HALLMARK_ESTROGEN_RESPONSE_LATE,0.030557625900260958,0.06969000935266886,-0.009920068889698364,0.06024159966891881,0.06925045264184869,0.039855119310802,0.03612774641294139,-0.034360361116600874,-0.039392859420744164,0.08519484754809853,0.008187189262106051,0.05384033974170553,0.09248170690925192,0.05661801515756134,-0.024799350898622344,0.09720942313886555
HALLMARK_FATTY_ACID_METABOLISM,0.04870355360034792,-0.04702427490700288,-0.009686773645856907,-0.007339865265297924,-0.0037420328376711397,0.05356277907948538,0.054223486399209465,0.003830156033068408,0.05400765164061189,-0.03191460660806943,0.02868153773473772,-0.0021968940339175355,0.004374327962280111,0.033631629655162525,-0.05641286470451445,0.05749794600936366
HALLMARK_G2M_CHECKPOINT,0.001795889862665318,0.11124282754487297,-0.00399793998753446,0.06820495543218205,0.09876249514670471,0.09498369932392305,0.05194632366163169,0.012023452894102156,-0.07523479070953333,0.02243615732915615,0.004272469125917644,0.07442471353378469,0.04869483390153846,0.10865491543148156,-0.008280956313624934,0.07672898971285741
HALLMARK_GLYCOLYSIS,-0.019996559258889497,0.04309096595748162,-0.00045917038581209105,0.007615762482240837,0.09958072309712242,0.10657044735369837,0.01812836025298723,0.009687087546318616,0.07092101490663641,0.10907639771591982,-0.022044884846321725,0.10250836044293656,0.11794945028827608,0.08069119026747526,0.013472350174333332,0.1030172863790139
HALLMARK_HEDGEHOG_SIGNALING,0.018451654483588854,0.0027170095584834806,-0.007937061587976076,0.04308339882524087,-0.047511791032372165,-0.02046995240819143,-0.02750388946198728,0.027924695771841222,0.05476413513856201,0.06887085949948674,0.11078063190854628,0.05959981688856664,0.12041926435159092,0.0564707875535128,-0.0463234381739994,0.04613068383463818
