,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.09060796712134153,0.10839351398489054,-0.05776006910763667,-0.11859636658459558,0.09707921899661305,-0.20503541374436848,0.05491385704973208,-0.032592292941346676,0.11335063388837982,0.13466876748498166,0.03396726450977482,0.10684920398443044
HALLMARK_ALLOGRAFT_REJECTION,0.050734224043112605,0.09735874039884619,-0.07438106728298365,-0.0889006339751856,0.11327749008632416,-0.2419108172573481,0.0591516293361627,-0.10227367376769385,0.12131896990621589,0.0945663757468677,0.05731927896840874,0.07440275871252329
HALLMARK_ANDROGEN_RESPONSE,0.08228806906502123,0.08970479745126013,0.061723817347033506,0.059237132192558384,0.1311610017210848,-0.08768302974312732,0.08679707287791773,0.020551071095347994,0.11496398409202559,0.16248622626434178,0.05636852250949159,0.0537044042945381
HALLMARK_ANGIOGENESIS,0.015295953633050918,0.042067856507703096,0.05413644644591289,0.058997985688649876,0.07523397763878402,0.21855524242065827,-0.0010070622296277415,0.035198251005736876,0.034318833618272544,-0.01772271574186563,0.047819518360602165,-0.0023284862162061214
HALLMARK_APICAL_JUNCTION,0.1403222763622867,0.0700552575970033,-0.0561036871418836,-0.022598672893287597,0.10531925874107011,0.01277711727095049,0.047565912228599766,-0.02160906450109216,0.11148473196821983,0.1469686330932033,0.051319812247363254,0.09317553753204641
HALLMARK_APICAL_SURFACE,0.0815735102474984,0.03635656625417517,-0.08360941694693667,-0.08869739666781139,-0.04328875698375006,-0.21860182759207084,-0.02985898320805941,-0.061209924545537524,0.08656071152026079,0.15441089443891357,0.027938616211122657,0.08775531659706416
HALLMARK_APOPTOSIS,0.02881783431088439,-0.0011986380726355943,0.03649810240026158,0.10318175969628728,0.031213812807570473,0.1492319149409266,-0.014422159200355679,0.036426381916299454,-0.010696990635405055,-0.03335505932546555,0.03812424500884772,0.0040988148048278356
HALLMARK_BILE_ACID_METABOLISM,0.08066564703701089,0.06232515138929777,-0.07452784748933458,-0.14924685531633672,0.11158742211265125,-0.12402813355394603,-0.024060868049242963,-0.11197877835026876,0.12570562804154692,0.13633057553272257,-0.022725336936730754,0.07947923270307336
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010921529853889025,0.06961310474121117,-0.023306148243207724,-0.057792012762619284,0.10230816464382002,0.21378481705930666,0.016563359187745545,-0.05866535755106597,0.08315196972656037,0.16781832346668887,-0.025057023147564743,0.06703962600200233
HALLMARK_COAGULATION,0.10450854489295229,0.06770681321994322,-0.09845812132438886,0.014513111155101625,0.0805858729701384,-0.12309022953635793,0.06901744881931413,-0.04943231288556177,0.11613934534564241,0.08515090296951691,0.0037043463004697214,0.06195068017108983
