,UKF248,UKF266,UKF275,ZH1007nec,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.014951439225255056,0.02614890379138287,-0.01277214843370703,-0.09668891022482322,0.05371424251435959,0.06798706058419708
HALLMARK_ALLOGRAFT_REJECTION,-0.01404543757806401,-0.03490257201223111,-0.016379523058678663,-0.03320385364929203,0.02332920875786936,0.018195181127958218
HALLMARK_ANDROGEN_RESPONSE,0.00714812265984789,0.017182038571278573,-0.0035477008090480447,-0.04933360606764176,0.019729427444377792,0.06071808073215275
HALLMARK_ANGIOGENESIS,-0.012416935615369057,0.003521883898935051,-0.010671543183935785,-0.039950523750298395,-0.011401499981421552,-0.019170290633486152
HALLMARK_APICAL_JUNCTION,0.018476696883844877,-0.0049175827238868795,-0.012118377955429515,-0.06754362147706343,0.03818680420794101,0.08440885515750021
HALLMARK_APICAL_SURFACE,-0.02149845431215965,0.07101620432574898,-0.004185093526385436,-0.07867676705225402,0.04206438684930984,0.05235509391945146
HALLMARK_APOPTOSIS,0.01336133777474861,0.006569680389009225,0.049412737821765994,0.06185024554488618,-0.052579982028648886,-0.014672861192811068
HALLMARK_BILE_ACID_METABOLISM,-0.01109822269950219,0.035041711176298854,-0.03865604814706594,-0.08815150922763175,0.009008907612089887,0.07813647672686293
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0608275765205515,-0.0012392447005102121,-0.01727523544045449,0.0524594548296959,0.05427771434736638,0.033042423090113425
HALLMARK_COAGULATION,-0.0024083168441576402,-0.02405850137702466,-0.04382774556157359,-0.08967340390920996,0.01742048272229934,0.0002641152633052475
HALLMARK_COMPLEMENT,0.014892656597094142,0.02877118310733833,0.023861172995749344,-0.0024410393690894477,0.04927439824004398,0.08501115710757902
HALLMARK_DNA_REPAIR,0.04127477071180429,0.03762498706163506,-0.02349739420979676,-0.0307367225214298,0.03734830626018979,0.06787974838079369
HALLMARK_E2F_TARGETS,0.018713631598755977,0.013616976708644018,-0.06708797081260161,-0.06714369578149607,-0.011891761423477042,0.07849196135848341
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.04423334669500135,-0.025489401849371082,0.004716284621448779,0.0019886732093816312,-0.04743887380831444,0.02040918193291326
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.022586087579045212,0.06596474205764284,0.061021084993245066,0.02380752690292076,0.05182250802976408,0.069240545853699
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05813444379595085,0.03816360794994347,-0.02994954523101566,-0.04836993954286917,0.010488462532352043,0.048493951582445766
HALLMARK_FATTY_ACID_METABOLISM,0.06430704288123586,0.009975262353463346,0.026414033249125154,-0.002633141986947399,-0.02506125628969857,0.009038372267521046
HALLMARK_G2M_CHECKPOINT,0.0046802370708270945,-0.012652712627582436,-0.018990726293821727,-0.02926283013553474,-0.012207821183678953,0.07954044162704219
HALLMARK_GLYCOLYSIS,0.003708138258782571,0.06536959451596648,-0.019506873824006402,-0.011945260326536335,-0.014479125039865913,0.03309415705917112
HALLMARK_HEDGEHOG_SIGNALING,0.054718198615791275,0.08340593596090662,0.028998841686879665,0.02377164781476052,0.013438316548011765,0.0920099255758273
HALLMARK_HEME_METABOLISM,0.003978721345981335,0.06452065207706098,-0.005120362083832078,-0.0346077864850309,0.04258590827675031,0.09630552983993323
