,MGH258,UKF251,UKF269,ZH1007inf,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0443428913429228,0.032729764804513756,0.151023264870272,0.1617102955783768,0.03949124229056541,0.0353910551804169,0.11102609043951421
HALLMARK_ALLOGRAFT_REJECTION,-0.03131846814746908,0.024953685615171403,0.14063831626996212,0.14124200673351156,-0.0274370291570865,-0.026782214696570505,0.09778144309723015
HALLMARK_ANDROGEN_RESPONSE,0.051882274443816385,0.059194820844355754,0.12748908827334512,0.13022455277026024,-0.004019974294251544,-0.05298094814879497,0.07113353486622051
HALLMARK_ANGIOGENESIS,0.0026385452889567053,0.04686195530763242,0.12545458601799306,0.12062062738507211,-0.1089429485933092,-0.11050225817223161,-0.015475135724847752
HALLMARK_APICAL_JUNCTION,0.048480034911387075,0.03796571017795898,0.1313324483892715,0.17329760876881903,0.03441472507570891,-0.013428207749468414,0.052278239243958066
HALLMARK_APICAL_SURFACE,0.026759099884361467,0.0051841437450559,-0.05850179238337443,0.14100020172060276,-0.017093519942948145,-0.05787601314821578,0.058303246902605965
HALLMARK_APOPTOSIS,0.011156861445039336,0.013333968101985866,0.029260743248591466,-0.04151648103511355,-0.02239402042226267,0.006590834182196689,-0.005493868179554607
HALLMARK_BILE_ACID_METABOLISM,0.016840964505284692,0.03467815336646736,0.16928776258418265,0.16851494058586217,0.06370314152983102,0.0545409090976684,0.15128519841120938
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.032571279106295446,0.012128051764632344,0.10286601628809253,0.09128638151262186,0.09441165857419659,0.004708235772322139,0.10580839533457154
HALLMARK_COAGULATION,-0.0033734810061002737,-0.00783810593952405,0.13643809358792303,0.07180127503978168,-0.010694885696208816,-0.04532933439438919,-0.0019782250335077145
HALLMARK_COMPLEMENT,-0.030182343991790664,0.006085870579946254,0.12261448062679121,0.12515778161999755,0.010991188560361102,0.024081381381378716,0.013764706476531089
HALLMARK_DNA_REPAIR,0.06127289296382731,0.07696399149434635,0.15969444840345623,0.16883938828137607,0.10288143907265362,0.04128713389429622,0.12838302975018814
