,MGH258,UKF248,UKF259,UKF266,UKF269,UKF296,UKF304,ZH1007inf,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.012821280294493725,0.11827610464400617,0.01927599843184776,0.06420840548184391,0.07868470305303876,0.05199476047102956,-0.02641556783147069,0.12873050807171943,0.05907519046522686,0.09874059290147627,0.056744130563661836
HALLMARK_ALLOGRAFT_REJECTION,0.07569103584666413,0.00947739345402638,0.029536327977596692,-0.04787892582924629,0.07816051949209132,-0.00414542585202243,-0.06617901929428932,0.12586144518863138,0.04944425809630355,0.11856673819334569,0.05478403005991354
HALLMARK_ANDROGEN_RESPONSE,0.018150142409915297,0.10480504619858828,0.016478325439336645,-0.01600752021449705,0.10526600434871697,0.022737139511390163,-0.0804647829772515,0.08591054929595371,0.03099293430159544,0.13591876402584632,0.06142235700396808
HALLMARK_ANGIOGENESIS,-0.00578024443543157,0.045944847111156754,-0.020024893930742416,-0.08262867373035586,0.03792234658535319,0.012357702624824827,-0.035907336459473686,-0.001890297182985256,0.011197003475986737,0.03321948057884974,-0.009066324165302234
HALLMARK_APICAL_JUNCTION,0.015963049687741003,0.11378048958918567,0.05132326329793296,-0.0016475862593766412,0.062401544659123315,0.02469900850810806,-0.06781453804431466,0.13921597399618227,0.07493081242328944,0.1240776799867831,0.06066013892959737
HALLMARK_APICAL_SURFACE,0.048411087283771796,0.06061358046398561,0.017248004374670046,0.03223496700582847,-0.08150682387798468,0.03421220531328415,0.015844570029899967,0.09889429915434039,0.01183833504847708,0.15915490773685373,0.019681892849237995
HALLMARK_APOPTOSIS,-0.05022913593518958,0.05160452403434592,-0.011912751626345766,0.0015363681892185445,0.05720485793970583,-0.023872334313375862,-0.022929850227209864,-0.11276570269019814,0.05328089567031392,0.05120053083723521,0.030303601724363187
HALLMARK_BILE_ACID_METABOLISM,0.01728471357556234,0.057837434958980395,0.0015594267138378357,-0.051179665861057384,0.05372067574864035,-0.018475841596665467,-0.01665283277047737,0.05752469273555173,-0.006994589740603861,0.03835669768836551,-0.0004551232055671993
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00898836389336844,-0.026515184458008503,-0.00012103057988600106,-0.005755632208445805,0.10776361386903655,0.07203870470839668,-0.013758098693521403,0.037844601776816825,0.005776841167538128,0.04667720934364374,0.0051317766250197645
HALLMARK_COAGULATION,-0.005303340702932831,0.09485694041566932,0.10043058456812674,-0.04982313423023668,0.0596803704643763,0.03647006973309035,-0.04470389069586466,0.06565253693364705,0.06526681620628724,0.12666659038094777,0.0869113538768695
HALLMARK_COMPLEMENT,0.04291736441417749,0.05183390819412934,0.00721173841340612,-0.006696076148496384,0.07099755126473876,0.06575937049166967,-0.0690815592952651,0.07565327468463526,0.0966409358321239,0.09667523726972777,0.09551952947639124
HALLMARK_DNA_REPAIR,0.024166626642217453,0.027121987084108786,-0.01607358963669366,0.019097118174402322,0.0896772701431977,0.0014534172536033968,-0.017388251682646662,0.13079477301286743,0.02510831032074133,0.08346124717041215,0.028972676270640183
HALLMARK_E2F_TARGETS,0.0575969131674812,0.0572734247298405,0.025753108651224953,-0.02714483695226964,0.09356386901422105,0.02298172336148146,0.04165484633897367,0.15205426365375405,0.04343753101428349,0.015401224268482033,0.02211200823877808
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02619446839413026,0.10721704506373995,0.056795658891532416,-0.03958820694890228,0.06171421305440437,-0.009356810719316443,-0.024154337215962756,0.1562684221378149,0.05856687785301132,0.13971118125478899,0.045811762554227364
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02376531179382372,0.05684457382620539,-0.003677488176652222,0.03474717327487083,0.06724883152883007,0.025384085288918036,-0.018286531857597942,0.06882419118118731,0.07216813092479969,0.12284111730975014,0.01129386318276108
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05246496828651917,0.029094580572131233,0.03607050332302198,-0.009721120493357155,-0.03144383063707527,0.023969862192264414,-0.017035549430707304,-0.00885080831475686,0.015436554174923118,0.007068622574514651,0.04506110077327112
HALLMARK_FATTY_ACID_METABOLISM,-0.0016137611903272561,0.029063139800395696,-0.016005918472923222,-0.01768665881276117,0.04719008323950583,0.01889066862281781,-0.06587992115935241,0.014731422018391643,-0.011901053797740176,0.040234817881842,0.016242316295433868
HALLMARK_G2M_CHECKPOINT,0.024466512752160295,0.06067574445553698,0.009050446538159425,-0.027568446104290014,0.10358256172520544,0.027817686056572966,-0.06160358438066323,0.07685593842859006,0.0484368634596868,0.028979814146871667,-0.0063250273818837325
HALLMARK_GLYCOLYSIS,0.037027007190655915,-0.020369569146421657,-0.02942781915355501,0.06968775334030045,0.07311041239202183,0.025788965911688246,0.025343494088254457,0.08887504239560622,0.025358925523961448,0.0681776010134454,0.037535523484847885
HALLMARK_HEDGEHOG_SIGNALING,0.043777471864791716,0.05431924617212844,-0.011991962126410792,0.06492025917096589,-0.02417324877746609,0.014704061289641326,0.05487399526743391,0.06091757185927139,0.10122762982696713,0.06143073227945265,0.03509391006192495
