,MGH258,UKF243,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1019T1
HALLMARK_ADIPOGENESIS,-0.025381784715521976,0.17502486241266765,0.002411302638064441,0.07619608327603053,0.028387378796192648,0.06212940765809851,-0.0369937678529913,0.06123067537767583
HALLMARK_ALLOGRAFT_REJECTION,0.0968563527980066,-0.10937535578931727,-0.014774474931606968,0.1105476637200618,0.07224543735318034,0.10548948266054095,0.08340677991563103,0.07760353394164517
HALLMARK_ANDROGEN_RESPONSE,-0.013298622800375783,0.1076203557430918,-0.016071613082271317,0.08966449306787877,0.12110106117033369,0.0089425251434458,0.10165646685098172,0.06454013942985667
HALLMARK_ANGIOGENESIS,0.11476110814059963,0.020575661282083595,0.023597146938633403,0.11418462741343584,0.008150440772833506,0.08522009388029679,0.07181794997047926,-0.0618778301558632
HALLMARK_APICAL_JUNCTION,-0.05067570995900157,0.14629980855362698,0.01947367278471872,0.10872690794590342,0.04814435182027336,0.07010598983496183,0.02983781288028193,0.034784950628518975
HALLMARK_APICAL_SURFACE,-0.019561748356680463,0.07055271050142635,0.013530857757661413,-0.021321681192236788,0.1522844761885473,-0.051571684193451456,-0.005750566837012174,0.043440770385116304
HALLMARK_APOPTOSIS,0.030763264728728805,-0.012804370813579801,-0.04190414855193762,0.046326077289834657,0.17747888033135287,0.053018025861469226,0.03653488835898439,0.06208242363483215
HALLMARK_BILE_ACID_METABOLISM,-0.06349443202130187,0.11613574417898337,0.016029711534634505,0.14704091985717396,0.10394701662325154,0.13563755035688205,0.11697496846198908,0.0965714246799846
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04650942819294633,0.12565518226268593,0.06491148280152532,0.10363415840364504,0.01350741149509747,0.09715757198530384,0.12473552025354204,0.09451049005141084
HALLMARK_COAGULATION,0.1331737140717305,0.12209222632978715,-0.020310656359253335,0.08758418210599166,0.04654829956885545,0.12271984517703013,0.11099467241595386,0.0366318042899584
HALLMARK_COMPLEMENT,0.10152954481448109,0.04800969582086383,0.00041365562582597765,0.11674352117941027,0.15560690327019863,0.05253228248723693,0.060602333055949455,0.054569065586048626
HALLMARK_DNA_REPAIR,0.03249534174834976,0.1424092925918147,-0.01581680290362905,0.11722185610844336,0.11079854996778637,0.09992829661957367,0.020926299347456722,0.06484964771466459
HALLMARK_E2F_TARGETS,0.031947879709689424,0.10852815451440531,0.021895835860683725,0.09401802049111015,0.09869944355819739,0.04439204884113656,-0.0003815145154560793,0.05923405150748894
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.025725873427472956,0.11732086333987982,-0.03871341678383221,0.10452109318131701,0.023597165241404445,0.10832498389217739,0.09191689182017114,0.010850407873516106
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03508027495674974,0.11171630925770608,-0.017209977882506982,0.11522528777672673,0.04400873784434404,0.04340381645616105,-0.023682899764315996,0.02480871270887407
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10088864458960352,0.13035817360262256,0.02878331145973362,-0.012471024499212965,0.04539337114979574,0.0203877954659247,0.0018018260263866935,0.0615322814255055
HALLMARK_FATTY_ACID_METABOLISM,0.10430710429323763,0.02103382075411633,-0.0017073795507073746,0.0856377836852555,0.07422012069839384,0.0345501299617872,-0.019461846665337602,0.013530407109620484
HALLMARK_G2M_CHECKPOINT,0.03233488160760073,0.0847675501160049,0.0027876131324091353,0.10035096198769843,0.11959757801900006,0.09749907578869403,0.03406622760593199,0.045140459894684085
HALLMARK_GLYCOLYSIS,-0.04904552009876805,0.11896279683397357,-0.00787447671878358,0.07364321417847995,-0.027809549497881315,-0.0054471597551586865,-0.09903803273121288,-0.019658375715641604
HALLMARK_HEDGEHOG_SIGNALING,0.0933768062914071,0.16229166874204717,0.030395141576043987,-0.050184544740898736,-0.00875471902227442,-0.04827623625063953,-0.12592981910483722,0.0895800946509136
HALLMARK_HEME_METABOLISM,-0.0029990220030887494,0.14158699510784714,0.005455284917990118,0.08754562970742229,0.07494065409273899,0.10787220398315497,0.014378925763367089,0.018420414633282048
HALLMARK_HYPOXIA,-0.08687586664543133,0.019216037000833897,-0.010805438446551062,-0.07192888160195603,0.05694800611248116,0.011893135949302917,0.014052634168763985,-0.06322687891610856
HALLMARK_IL2_STAT5_SIGNALING,0.09082758717165061,0.10526599985285888,-0.003286592304938542,0.1341258767732807,-0.03922625638553994,0.007017534684121351,0.0520642719852933,0.0077506293192689335
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04136081670060236,0.07789714549974606,-0.07818360308264864,0.10013672227370349,0.11347651912280242,0.01481220067665756,0.0839331469434701,0.07898081698629159
HALLMARK_INFLAMMATORY_RESPONSE,-0.033956181637890215,0.07760637948257484,0.03222467722663658,0.059855397810145726,-0.0811462694526952,0.03598017798216628,-0.06076871296593928,0.0755994161567555
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.1015902095205354,0.07668092684419009,0.017244172978369308,0.11216354554345932,0.1729340667657781,0.07683479767219827,0.1082922442800245,0.047870286457874764
