,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.045882562970356804,0.12043656464297149,0.05660688484082621,0.0003842449211179949,-0.02379746351269475,0.0176884498039351,0.1466442520452985,0.03296290797368039,-0.14354199005114468,0.12528200750937996,0.01504564118133353,0.029138353705484402,0.05324491565223921,0.11080279542358416,0.08206801208221079,0.03304105329429335,0.07397228241742382
HALLMARK_ALLOGRAFT_REJECTION,0.004358554693991281,0.04794205560353388,0.01687203249021591,-0.017038509837239417,0.04408929611480593,0.042452460280350365,0.018272755981202975,-0.11537836682142211,-0.2938807604801955,0.06988619525198034,-0.03669300019411316,-0.1440997471971703,0.04550194339306227,0.13502800194487755,0.10597044697459225,-0.04815231166401625,-0.004084625326261618
HALLMARK_ANDROGEN_RESPONSE,0.023371477788890982,0.017592441611657968,0.06650277465895565,-0.0036141679297321404,0.087458569876572,0.013943919911860196,0.15061741609405338,-0.10333055090030308,-0.32725195712737437,0.005155083398586601,0.059003909170345877,0.015615184555143108,-0.012228360134316964,0.10359813576581961,-0.01714968280846266,-0.03519437333747825,0.010501742076223428
HALLMARK_ANGIOGENESIS,-0.043054272088367256,-0.11733029615336105,-0.08781750346862828,0.02333264599563623,0.008949234682865122,-0.017961024828460757,-0.24565845145832974,-0.21647567112827826,-0.32962221994663604,-0.22063028955284728,-0.09327795610004205,-0.13932756223869655,-0.09741440606756767,-0.17204306761247892,-0.020837865485573002,-0.08279961149564254,-0.056471173560230285
HALLMARK_APICAL_JUNCTION,0.07069419429225061,0.06656589145042333,0.09583797936860083,-0.003976327525003242,-0.012513916506951652,0.08428900188022696,0.0405979123812723,-0.1403576434438209,-0.2867995916639713,-0.10369150628548623,0.03701822490214686,0.09951610066058061,-0.0003919421370148248,0.11132683935789521,0.042970790499037397,0.01874566913603511,0.05552275938601783
HALLMARK_APICAL_SURFACE,0.0625384822888432,0.14724535767586264,0.14905505439730282,0.02087989932187303,-0.07895142947690312,0.10563721713392729,0.08973925623018857,0.10369398442724062,0.23088526415756183,0.05473961491866309,0.07611901367251041,0.1831309628599808,-0.055397514791611396,0.061462960266473736,0.058154415437018665,-0.021196781363099593,0.09663715843461079
HALLMARK_APOPTOSIS,0.012661244716276243,0.07819093864080602,0.01896535937366074,-0.0035799131386226738,-0.02592394284196205,0.0022082577429426804,-0.044507994717656464,0.031932141015793974,-0.08078290050723656,-0.14540909836928181,-0.0536707693327752,-0.021485226306500405,0.07837436472919945,0.058581849294186326,0.05598256229756346,0.013661535554282594,0.04404739083966908
HALLMARK_BILE_ACID_METABOLISM,0.02432233449043873,0.058956263914099145,0.07157214681760957,-0.024382479394889245,-0.05746413530425672,0.016634428261278925,0.013221815281795762,-0.1346161672252214,-0.3502903088043176,-0.12302709536785075,-0.031098700051736525,0.015698504080681457,-0.03439987314513075,0.06673782507668749,0.07286426189647355,0.05660757188896251,0.01579473177882656
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06615447017242981,0.08102058071924226,0.039830018731607526,-0.07211170773702172,-0.04759214094641557,0.026261239946535068,0.058986845798022235,-0.20346765586438081,-0.2915428595987727,-0.19345918252066976,-0.006177842254889708,-0.16386456224872537,-0.13127458954393362,0.10012512757185896,0.06902723417524795,0.02518741877940675,0.044422734925881335
HALLMARK_COAGULATION,0.002952587207105189,0.07837360580457864,0.02527479376400538,0.00010959332785107377,-0.06305670021836654,0.06698314803880727,0.021026053337028984,-0.16006064058230632,-0.36358873264655545,-0.0702294104832665,-0.07310312174745305,-0.16348320282717557,-0.011919097605851938,0.06872006954432631,0.1388211182187902,0.004801498190263466,0.04789852776077769
HALLMARK_COMPLEMENT,0.04260905740482152,0.1355422693352649,0.0007689070424599897,0.01670832871490356,0.014536822288132625,0.0035306844133014166,0.1483391409652692,0.05244595496173663,-0.2321808911621463,-0.10757824251811925,0.06895922164672842,-0.10156844389457895,0.08307073174669641,0.03091813985778301,0.16142455626594576,0.028069326385183273,0.014952082233362817
HALLMARK_DNA_REPAIR,0.031713457372409985,0.12552857473058013,0.08991719532760396,-0.027978235906747608,0.04631539749452987,0.017125721548029736,0.15228695345859403,-0.09011420379650327,-0.220073336712166,0.05548723001419657,0.02480362102738939,0.1643931188577152,0.011486123885320778,0.13380700192522207,0.08352067989445003,0.03366422898028713,0.05876582590027239
HALLMARK_E2F_TARGETS,0.04361025502938309,0.13484136144040856,0.09856148362182889,-0.05430096742867878,-0.012219508688928911,0.07580613501136309,0.1336981793604481,-0.2084101389632766,-0.2952405463242815,-0.049724521001368316,0.036502572571377796,0.11936295504713357,-0.021957785905546083,0.1095452150196421,0.027218667509001853,-0.016652738499387996,0.03780221623219902
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06881491330407989,-0.07752856142206864,0.00422039086545711,0.018009323693810222,-0.006630048522956709,-0.005619040329817026,-0.1860837556549612,-0.1371250739513024,-0.26703564972982186,-0.16979771130505644,-0.07698384952862201,-0.1429275871563315,-0.05812721704565294,0.10102000348913082,0.1530587394533461,-0.06684483115752266,0.008626947496229118
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03659643040971673,0.020896716171305098,0.06435693377516619,0.025636561067463766,-0.11371553109941766,0.027285627583532156,0.2379429927128601,0.07786306643441349,-0.1854324279970435,0.09416574922905195,-0.029459599537307486,0.13068073775571448,0.13703684575135303,-0.00229880446227622,0.0608891460177277,0.07796474482598213,0.04215013381870659
HALLMARK_ESTROGEN_RESPONSE_LATE,0.047507759132626386,0.15203846180814506,0.0386764352247851,0.032892189321726016,0.013073554187381287,0.038908449112406776,0.09197169744945538,0.02055586191286442,0.23050985658500625,0.05999062797761115,0.029246595751212873,0.022774254557169003,-0.059058989543230016,0.0016185822399982087,0.08451086102081211,-0.019932669813687222,0.025338376444516843
HALLMARK_FATTY_ACID_METABOLISM,0.043921526564857705,-0.04260952683217752,0.009611526361706497,0.002139721338852039,-0.0014178319478987459,0.007908811777683645,0.10920983356990321,-0.0519078094442137,-0.27975901120079383,-0.13102369749688578,-0.05626324656592604,0.06274055325811764,0.10848132776355927,-0.006062646664252331,0.09575814392307705,0.069162302552553,0.02574389431434517
HALLMARK_G2M_CHECKPOINT,0.02484126601891956,0.04237175447872061,0.04418089546386703,-0.01804943785708315,0.026533638895589913,0.048113070902118284,-0.0160511159043736,-0.13154097830155406,-0.2974629373291107,-0.13891331066617857,-0.04473133463461951,0.02967085802650559,-0.1072792302090195,0.13768130358578584,-0.015099041247426424,-0.04251073666756215,-0.009470927514235367
HALLMARK_GLYCOLYSIS,0.03941191693681373,0.04166314334459514,0.0824136449437523,-0.013548508072413234,-0.02668037542316121,-0.02786386193530234,0.04255055261187096,-0.014370441475542041,-0.15410323798925904,0.019779608298919425,0.07289949838291875,0.19797323649712095,-0.004649411740034967,-0.010232291696567244,0.034956305208078714,-0.01809311410583069,0.05392189925893344
HALLMARK_HEDGEHOG_SIGNALING,0.04670293694295973,0.11900006497018353,0.1373190131385321,-0.0292693867145416,-0.07525980503272674,0.07078839319932287,0.25179660243353014,0.20004824303038365,0.3536293424876398,0.2245950283023752,0.09772861355185199,0.21059564050681573,0.05998115026997466,0.033547072311777476,0.08575964081504325,0.06790981016992646,0.13453765816594007
HALLMARK_HEME_METABOLISM,0.04180116613699871,0.06657622518179883,0.09570605852170946,-0.007146243606655401,0.048285449718705444,0.04340524017159146,0.21938826175969547,-0.03092276510282367,-0.23252421150011712,0.06617293332687839,-0.033437594096152747,0.1544034953741762,0.006993673769897404,0.027142591932835185,0.05061862124071015,0.06552026775875802,0.06855013209157754
HALLMARK_HYPOXIA,-0.00368799194167297,-0.16951825078537794,-0.05986572380848463,0.026095774011420356,0.015060726533007765,-0.017883296501804626,-0.0828786984974594,0.0365567420485419,0.25129990421498477,-0.18353627564119157,0.11271044897138251,0.0031625239212260572,-0.08501974416243295,-0.1610688858167054,0.05095462251027074,-0.04711656069208031,-0.05376605456406515
HALLMARK_IL2_STAT5_SIGNALING,0.017039168107871375,0.05829032949777944,0.0805436907909283,-0.017534637890520947,-0.013958874788040998,-0.05312660203964102,0.1021036222404383,-0.02718526321465016,-0.3180165985462946,-0.0039621158360464755,0.02260832434274722,-0.018289074032472905,0.038550355175290964,0.0037993717315868538,0.09570851927579131,-0.01791448442679044,0.046461245898674404
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.010452264321605951,-0.0638212649462272,-0.0252577759751636,0.011372978197368041,-0.07610568653069995,-0.05265083840920067,-0.21727170767717421,-0.12937995764364596,-0.32892472896578345,-0.17390172458107822,-0.049007333328444674,-0.11102922506136798,-0.09808679412524005,0.14418659950382204,0.0719384577146395,-0.12382528991971146,-0.029720668805508603
HALLMARK_INFLAMMATORY_RESPONSE,0.008956261607413847,0.025867742928386728,0.02305227591633561,0.0020539665348180284,-0.049695154085458014,-0.013125118911265197,0.04033504645460408,0.1553991888345745,-0.18373583938650342,-0.18298867091610066,0.07139152511935078,0.03756358984299111,0.02225589067990154,0.11660044048210634,0.001464580906339423,0.022154718981612424,0.006919592409406088
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0077632693816419695,0.14361717059281065,0.08504033690522274,-0.04074462107076572,-0.009747497902950616,0.0699519810676613,0.11016907202592756,-0.22327334967024526,-0.3563630841274607,0.059286653174070655,-0.026565441509479672,-0.11224182373902059,-0.0416406179762905,0.1045509151059277,0.041478756737888575,0.049095977496951396,0.02983412890014458
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03187549665780238,-0.011870633794702264,0.034175501679912665,0.05790632394156814,-0.016251614442308007,-0.01001469726987703,-0.20224460450627735,0.038989096225507405,-0.3045786349234971,-0.0817661812162282,-0.03666769033458441,-0.1060588468274668,-0.05569147037781329,0.03045202595022403,0.13475947557417542,-0.05627043232619997,-0.04091635233623984
HALLMARK_KRAS_SIGNALING_DN,0.05068297110421886,0.11979354688081847,0.07933486380829688,-0.03763478147615696,-0.024052808561138592,0.05914251445175253,0.20308387933540437,0.14864736498683193,0.02693460670242977,0.07131432381754092,0.012241434330328977,0.2104633770442207,0.0010077468814451347,0.08991357362769274,-0.0192731972501469,0.04929988450762061,0.05606595417350219
HALLMARK_KRAS_SIGNALING_UP,0.014200790814439356,0.11980558439882431,0.025827481801781876,0.024595465266191635,0.011926900592944887,0.015538587531707547,0.18122443388261608,0.19760265047900274,0.18862125157288917,0.1440476284922303,0.07147328095525278,0.20034102582297658,0.12228530590968668,0.15860920747531562,0.09247749165117673,0.012598298936567312,0.06983982517435074
HALLMARK_MITOTIC_SPINDLE,0.02563230282085073,0.1466803617575606,0.08759406395686822,-0.009539482340571203,-0.0033137465498792,0.06110322802927396,0.25676408765705344,-0.08470157880146183,-0.2631012355805823,-0.006899356783014296,-0.0004119471777385099,0.14485895787863864,0.03812660937282696,0.0430031947635724,0.025182626532062925,0.01864492005652587,0.07342827473979416
