,UKF248,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.10767381399924206,0.01140767416380416,0.03873931435314815,0.01135778887485644,0.02208581267350465,0.0019487522307151822,0.07304527893278877,0.07596581466614998
HALLMARK_ALLOGRAFT_REJECTION,0.0938255945962326,0.0764295432512795,0.06709241353066764,0.06441058896325359,0.015398994633226557,0.09183096481705413,-0.01876077405990525,0.07179267939490003
HALLMARK_ANDROGEN_RESPONSE,0.10837764130620668,-0.0029185357478113236,0.04487251472691227,0.07041431440956913,0.012459148320115736,-7.45430613020647e-05,0.06980873927135942,0.06339833801107898
HALLMARK_ANGIOGENESIS,-0.01531180753179108,-0.03884050411057875,0.030359899793677834,0.05711689738705078,0.08959390203487631,0.01170169437971282,0.07335677299532112,0.0062256078691743395
HALLMARK_APICAL_JUNCTION,0.11486641643942039,0.010926730827200996,0.03741899270673137,0.012101276731363797,0.007598132906661025,-0.005631362824271676,0.09613370919314994,0.09646887023001832
HALLMARK_APICAL_SURFACE,0.04682339776573912,0.03345999766895952,0.05207315845733596,0.009893905002454437,0.059581265959530096,-0.06702293469289164,0.14174911522066477,0.04462029072084772
HALLMARK_APOPTOSIS,0.03193659594146047,-0.014134059415788767,0.06248843012067342,0.03153440920215637,-0.05872507771175967,-0.018859241705060283,0.018062312652167394,0.01093662799908751
HALLMARK_BILE_ACID_METABOLISM,0.01407470584739632,-0.0434673258709337,0.03070289894078166,-0.013233256675420958,-0.0024787152261172354,-0.009039307576986772,0.03802339044424839,0.07530583678894527
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.052084018372992064,0.045644822141397236,0.019678691488578835,0.032024380976592465,0.029130124187231324,0.005268477931721925,0.10640978528384475,0.054149641654146756
HALLMARK_COAGULATION,0.09910687970640396,0.028363583522681642,0.04291381069044452,0.034891883448667345,0.02182243025824229,-0.00635436939715687,0.08994044213447233,0.058767598188870986
HALLMARK_COMPLEMENT,0.052486182760640696,0.05750266747261908,0.044141200572588156,-0.0012961759123932967,0.00045073776540345025,-0.054201922893538555,0.07078799601741621,0.038529548233886705
HALLMARK_DNA_REPAIR,0.11783013575715312,-0.01970042422611721,0.04077301770552884,0.021766157725661185,0.05618689201545424,0.03413370580938672,0.08112230116391611,0.1077021197772585
HALLMARK_E2F_TARGETS,0.06332520619003632,0.020631877928365423,0.018491601721850066,0.03794284290273416,0.014625966557317106,-0.042194530653784965,0.10094011611513505,0.09885067876534244
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04743673458884343,-0.031275042217477456,0.06677773244219154,0.02928944313051981,0.07495242315342017,0.049856459710969595,0.07871096712655845,0.07949764328231473
