,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk
HALLMARK_ADIPOGENESIS,0.019065505944169447,0.051661507576199917,-0.015766199679402838,-0.06090987505891737,0.0798848556575348,-0.05308048026367766,0.04146234242459449,0.0030968840975248006,0.16780044681054673,0.08099017317519736,0.03614255360283721
HALLMARK_ALLOGRAFT_REJECTION,0.11410417173610411,-0.012186425411385527,-0.06163286668106646,0.008430215786348266,-0.07528392799082453,-0.17566634473729648,0.09345965485865537,-0.03730515524187923,-0.2118081394774585,-0.031370578571038796,0.04434003854982442
HALLMARK_ANDROGEN_RESPONSE,-0.018328537355028887,0.02191305914270071,0.012861986113935797,0.019313196948262088,0.026270983854543538,-0.1702912223856043,0.026739360438719804,-0.022895449296499174,-0.09447937413886187,-0.07809793805424066,0.03645137778696765
HALLMARK_ANGIOGENESIS,-0.09109829150101909,-0.07578187965839986,0.026635637414111558,0.01586195668648504,-0.11165381129785613,-0.19614251986887923,-0.015371705316834194,-0.06635996416992315,-0.24334162631589348,-0.15953094421571667,0.016663766097739938
HALLMARK_APICAL_JUNCTION,-0.019089188893252756,0.014234664509989359,-0.05024747891354589,0.003672117993301588,0.018933024551724933,-0.1484827026133069,-0.00995365892746614,0.007101883314752959,0.06846307860993782,-0.10918270937421702,-0.00012082669506682361
HALLMARK_APICAL_SURFACE,0.12071374415829272,0.1228683371580929,0.036954184809674266,-0.010829730434275844,0.1026485980149484,0.11692076424344908,0.0529043107335804,0.0697287975807544,0.0811490236187159,-0.0660415086460764,0.0211985374464954
HALLMARK_APOPTOSIS,0.033979346602469394,-0.07838390693898292,-0.009229010950384866,0.02633001090355458,0.04294456783602158,-0.04892207304956522,-0.008005349440078566,-0.0011971039152144118,0.030054258057229912,0.09095766231074584,0.040467383926701746
HALLMARK_BILE_ACID_METABOLISM,0.0299679036823551,0.11187688182983736,0.011535976657303475,-0.01325791234397047,0.05367646552312938,-0.19713220097317224,0.006286826136050582,-0.050134484150284694,-0.060901516772054694,-0.04702140384668592,0.013176826841683451
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.015305570720885427,0.05693972707227608,-0.06986836327277751,0.024454566733875523,0.013836466244864792,-0.1579888011407428,-0.029825073053189287,-0.04475087844259494,-0.1658354824955298,-0.14201971914971454,-0.015364753987874114
HALLMARK_COAGULATION,0.03466880290702234,-0.053582817732875675,-0.0059028116970975195,-0.04496711362621702,-0.06066971782178449,-0.21458176288742284,0.022433818844030767,-0.05694350311152091,-0.2155324151821947,-0.10117032370315777,0.07741151438684249
