,UKF248,UKF260,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04782132487918565,0.023919957409199735,0.0017748247081053917,0.08399728739413738,0.029921993259408742,0.13222476060540825,0.08055272852148915,0.058598277111161085,0.05506228169437671,-0.00512124384761894,0.1599258207089442
HALLMARK_ALLOGRAFT_REJECTION,0.04029600796234957,-0.03970892783611137,0.015465206617563848,0.05377999773457487,-0.000737432909861391,-0.016935303130059424,0.03792636146613703,0.018266344154571037,-0.016152250416363128,0.01441379642796677,0.10570950912380386
HALLMARK_ANDROGEN_RESPONSE,0.07126862945066226,-0.04518192046999603,-0.0119427091522635,0.042863405655756553,0.02926756777957117,0.12410453640305691,0.08453125682120545,0.022081481772442214,-0.0017180206065063228,0.00999463024368066,0.14692469312776513
HALLMARK_ANGIOGENESIS,0.03532073037930092,0.04414765419713881,-0.008265592393530663,-0.05805873649653207,-0.007273048314025119,-0.08871229180721794,0.038317488330952894,0.051712569499076544,-0.023103225683972117,-0.030850071407871302,-0.08716015937335463
HALLMARK_APICAL_JUNCTION,0.06962805592917644,0.05979401937330731,-0.022892576896976637,0.05994426385730096,0.018372890782723836,0.12336675623790218,0.08812849308248677,0.02176199526743866,0.02798989104343194,0.07097689017157857,0.11323168571159607
HALLMARK_APICAL_SURFACE,0.03580922049353653,0.022296483875766604,0.06633954758303512,-0.003964690085220889,-0.030751506497744833,0.16283258117408492,0.04416143604101912,0.030447531094261203,-0.0006188153138287044,0.01968581902988398,0.08823987893630701
HALLMARK_APOPTOSIS,0.020737647038308014,-0.01821722739753422,-0.0038257693722217596,0.06288381850566176,-0.039528063560904526,-0.0015699643731499628,0.01607355326263855,0.007827330887400395,0.04238823048213844,0.008148608983505518,0.1131940100074804
HALLMARK_BILE_ACID_METABOLISM,0.020112628711424278,0.010347603994540612,0.005993662460986654,0.059847643149504096,0.022972254708532237,0.07059883367160974,0.07443041342133179,0.03141454188643904,0.08935380938237443,-0.006750893783760849,0.14600229405313578
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07231864689111195,0.05539716650195405,-0.07200875661052,0.06986341772274653,0.017627505180055392,0.11424794025027875,0.01884519948624598,0.06349651980429391,0.006217937528095508,0.00822793566353677,0.13933593375596068
HALLMARK_COAGULATION,0.05519198001211335,-0.019322720851580013,-0.04554016185930461,-0.02616314314374537,0.03792444122775354,0.1382328190551225,0.09582861209248811,0.09155862600020644,0.009157926309849164,-0.003999831131807806,0.1307827272364019
HALLMARK_COMPLEMENT,0.08636639740890616,-0.023027860778933356,-0.007584087365401528,0.09019359579022154,-0.016748543686081824,-0.01682335379589776,0.07871570616389591,0.04979631367841559,0.049148891118977724,0.029377992824893,0.13846713650965875
HALLMARK_DNA_REPAIR,0.06802341348221086,0.03086698767504921,-0.02478490934746922,0.10559876732242753,0.04822315539496102,0.13438920307896443,0.055949439872858386,0.03286740851616944,0.05521119374717698,0.0560788601359246,0.1391856513366275
HALLMARK_E2F_TARGETS,0.019891007141053085,0.05614195672482184,-0.024517682309478938,0.003879475278595802,0.06182755901298323,0.10543593407639563,-0.0023669735539254607,-0.0013644398604546856,-0.0008534816026972877,0.025630105360090163,0.09177872225734052
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04568095008762241,0.007620235111668542,-0.032950009427124484,-0.09620746206155144,0.0031152449005619294,0.06460822739946442,0.062297486607002885,0.02966149570399107,0.04041660547823652,0.04820316690011224,0.06055284167074439
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04238120884871882,-0.05905261954641992,-0.028945551844823083,-0.08028178632573428,0.011590672847768947,0.05671650434519164,0.08046231559112126,0.04087997412155094,0.018826986923834083,0.019496650889399912,0.12156596206577255
HALLMARK_ESTROGEN_RESPONSE_LATE,0.054308605297288565,0.08407521271522067,0.0009043676383557774,0.10175603612830962,0.00040085139525788635,-0.003442016362603554,0.0036998675516421355,0.04905151066697961,0.01161776262256299,0.01573698976871988,0.0896030775386777
HALLMARK_FATTY_ACID_METABOLISM,0.04772155263524025,-0.04569451186660804,-0.021846202931231608,-0.04772535028241756,-0.033900399767149335,0.1348197211635821,0.06474263272945456,0.0017211880789250453,-0.010286902797345851,-0.013146882473830165,0.03337465691257873
HALLMARK_G2M_CHECKPOINT,0.032011489931606005,0.04308321681144528,-0.030295487439397664,0.08163730592101907,0.04579955020316807,0.060466634114067365,0.013664321491258529,0.014611230708192358,-0.01836149408801042,0.07137817811403857,0.09136720243422417
